status,time,cluster,dataset,patient_column,patients,cells,cell_types,degs,parameters,dataset_spec,interactions
complete,I-II,1,Deng_Liu_LUAD_2024,Patient Number,43,125301,"['AT1', 'AT2_ROS1+', 'B cell', 'B cell dividing', 'Ciliated', 'Club_AT2_even_1', 'Club_AT2_even_2', 'Club_AT2_high', 'Club_Ciliated', 'DC mature', 'Endothelial cell arterial', 'Endothelial cell capillary', 'Endothelial cell lymphatic', 'Endothelial cell venous', 'Fibroblast adventitial', 'Fibroblast alveolar', 'Fibroblast peribronchial', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'Monocyte non-classical', 'NK cell', 'NK cell dividing', 'Neutrophils', 'Pericyte', 'Plasma cell', 'Plasma cell dividing', 'Smooth muscle cell', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 activated', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor LAUD_LUSC_AT2', 'Tumor LUAD_AT2_mitotic', 'Tumor LUAD_LUSC', 'Tumor LUAD_LUSC_mitotic', 'Tumor LUAD_mainly', 'Tumor LUAD_mainly_AT2_low', 'Tumor LUAD_mainly_AT2_mitotic', 'Tumor LUAD_mitotic', 'cDC1', 'cDC2', 'myeloid dividing', 'pDC']",36868,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Deng_Liu_LUAD_2024', 'pred_name': 'Deng', 'stage_key': 'Pathological stage', 'skip_stages': False, 'gene_feature': None, 'obs_unique': False}",90002
complete,I-II,1,UKIM-V-2,sample,3,4035,"['B cell', 'Fibroblast peribronchial', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'Monocyte non-classical', 'NK cell', 'Neutrophils', 'Plasma cell', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor LUAD_LUSC', 'Tumor LUAD_LUSC_mitotic_even', 'Tumor LUAD_mainly', 'cDC2', 'myeloid dividing', 'pDC']",6406,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'UKIM-V-2', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",4561
