interacting_pair,sender_cell_type,receiver_cell_type,eligible_datasets,supporting_datasets,rank_sum,ligand_deg,receptor_deg,datasets,prevalence,activity,time,cluster,activity_cluster_0,eligible_cluster_0,activity_cluster_2,eligible_cluster_2,testable_other_clusters,max_other_activity,specificity
CXCL2_DPP4,Macrophage,T cell CD4 dividing,2,2.0,1.20459455667789,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.602297278338945,I-II,1,0.05757271335629545,8,0.0,3.0,2,0.05757271335629545,0.5447245649826495
PTPRC_MRC1,B cell,myeloid dividing,2,2.0,1.8610479797979798,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.9305239898989899,I-II,1,0.38700891803376236,8,0.0,2.0,2,0.38700891803376236,0.5435150718652275
ANXA1_FPR2,Macrophage,Macrophage alveolar,2,2.0,1.5355218855218855,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7677609427609428,I-II,1,0.2282665048413696,7,0.12801133679735474,4.0,2,0.2282665048413696,0.5394944379195732
ANXA1_FPR3,NK cell,Macrophage alveolar,2,2.0,1.4073723344556677,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7036861672278338,I-II,1,0.165481548288253,7,0.0,4.0,2,0.165481548288253,0.5382046189395808
PTPRC_MRC1,Monocyte classical,Monocyte classical,2,2.0,1.72038790684624,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.86019395342312,I-II,1,0.3077419409027443,8,0.32209606680100217,4.0,2,0.32209606680100217,0.5380978866221178
CD99_PILRA,T cell CD4,Monocyte classical,2,2.0,1.3490179573512906,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6745089786756453,I-II,1,0.13797571682063425,8,0.0,4.0,2,0.13797571682063425,0.536533261855011
PTPRC_MRC1,Plasma cell,Macrophage,2,2.0,1.5758768237934904,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7879384118967452,I-II,1,0.0,7,0.258544531159263,4.0,2,0.258544531159263,0.5293938807374822
VEGFA_NRP1,Mast cell,Fibroblast peribronchial,2,2.0,1.23491512345679,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.617457561728395,I-II,1,0.0902456949153555,6,0.0,4.0,2,0.0902456949153555,0.5272118668130396
ANXA1_FPR2,Monocyte classical,myeloid dividing,2,2.0,1.360206228956229,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6801031144781144,I-II,1,0.15404201491637912,8,0.0,2.0,2,0.15404201491637912,0.5260610995617353
PVR_CD96,myeloid dividing,NK cell,2,2.0,1.1192515432098766,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5596257716049383,I-II,1,0.035452800682399775,8,0.0,2.0,2,0.035452800682399775,0.5241729709225386
APP_TNFRSF21,Fibroblast peribronchial,Mast cell,2,2.0,1.152760241301908,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.576380120650954,I-II,1,0.05239311104435767,6,0.0,4.0,2,0.05239311104435767,0.5239870096065964
RARRES2_CMKLR1,Fibroblast peribronchial,Macrophage alveolar,2,2.0,1.3479131593714926,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6739565796857463,I-II,1,0.15028537098227696,5,0.0,4.0,2,0.15028537098227696,0.5236712087034694
VEGFA_NRP1,Mast cell,Macrophage,2,2.0,1.3270447530864198,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6635223765432099,I-II,1,0.14169985895786247,8,0.0,4.0,2,0.14169985895786247,0.5218225175853475
PTPRC_MRC1,Macrophage,Monocyte classical,2,2.0,1.6103184624017959,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.8051592312008979,I-II,1,0.2592538756293226,8,0.2858441758399455,4.0,2,0.2858441758399455,0.5193150553609525
ANXA1_FPR3,Monocyte classical,Monocyte classical,2,2.0,1.5731341189674524,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7865670594837262,I-II,1,0.2679775684549907,8,0.1797945205479452,4.0,2,0.2679775684549907,0.5185894910287354
PTPRC_CD22,myeloid dividing,Macrophage alveolar,2,2.0,1.1751437991021323,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5875718995510661,I-II,1,0.06970226248019822,7,0.0,2.0,2,0.06970226248019822,0.517869637070868
APP_CD74,Monocyte classical,B cell,2,2.0,1.9759960718294052,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.9879980359147026,I-II,1,0.4719175199005845,8,0.46489427061222294,4.0,2,0.4719175199005845,0.5160805160141181
CXCL2_DPP4,Macrophage,Mast cell,2,2.0,1.216989337822671,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6084946689113355,I-II,1,0.09276626942712565,8,0.0,4.0,2,0.09276626942712565,0.5157283994842099
CXCL2_DPP4,Monocyte classical,T cell CD4,2,2.0,1.1342206790123457,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5671103395061728,I-II,1,0.051642024452658516,8,0.0,4.0,2,0.051642024452658516,0.5154683150535143
PVR_CD96,Macrophage alveolar,T cell regulatory,2,2.0,1.135483305274972,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.567741652637486,I-II,1,0.05406393435964092,7,0.0,4.0,2,0.05406393435964092,0.513677718277845
CCL20_CCR6,Monocyte classical,cDC2,2,2.0,1.2032933501683503,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6016466750841751,I-II,1,0.0880569606534976,8,0.0,4.0,2,0.0880569606534976,0.5135897144306776
ANXA1_FPR2,Mast cell,Monocyte classical,2,2.0,1.8151936026936026,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.9075968013468013,I-II,1,0.3942373653717763,8,0.0,4.0,2,0.3942373653717763,0.5133594359750251
CCL3_CCR1,Macrophage,Monocyte classical,2,2.0,1.5450126262626263,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7725063131313131,I-II,1,0.2604630907246721,8,0.0,4.0,2,0.2604630907246721,0.512043222406641
PLAU_PLAUR,Mast cell,Macrophage alveolar,2,2.0,1.1182484567901234,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5591242283950617,I-II,1,0.05053007839473577,7,0.0,4.0,2,0.05053007839473577,0.5085941500003259
PVR_CD96,Macrophage,NK cell,2,2.0,1.080681818181818,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.540340909090909,I-II,1,0.0326805516064828,8,0.0,4.0,2,0.0326805516064828,0.5076603574844263
CD44_TYROBP,Mast cell,Mast cell,2,2.0,1.9156670875420874,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.9578335437710437,I-II,1,0.4508521806630498,8,0.0,4.0,2,0.4508521806630498,0.5069813631079939
CD99_PILRA,T cell CD4,myeloid dividing,2,2.0,1.1380225869809204,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5690112934904602,I-II,1,0.0622298869680851,8,0.0,2.0,2,0.0622298869680851,0.5067814065223751
VEGFA_FLT1,cDC2,cDC2,2,2.0,1.2042157687991022,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6021078843995511,I-II,1,0.08678618982014451,8,0.09691455696202532,4.0,2,0.09691455696202532,0.5051933274375258
ANXA1_FPR2,Macrophage,Monocyte classical,2,2.0,1.5955246913580248,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7977623456790124,I-II,1,0.2936398070911971,8,0.14436702881435995,4.0,2,0.2936398070911971,0.5041225385878153
ANXA1_FPR2,cDC2,myeloid dividing,2,2.0,1.3707140852974187,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6853570426487093,I-II,1,0.18150261757135525,8,0.0,2.0,2,0.18150261757135525,0.5038544250773541
ANXA1_FPR3,Macrophage alveolar,Monocyte classical,2,2.0,1.721134960718294,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.860567480359147,I-II,1,0.3567787075330813,7,0.15351913084553614,4.0,2,0.3567787075330813,0.5037887728260657
PTPRC_MRC1,T cell CD4,myeloid dividing,2,2.0,1.9395131874298541,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.9697565937149271,I-II,1,0.46731518569052416,8,0.0,2.0,2,0.46731518569052416,0.5024414080244028
CD99_PILRA,Mast cell,Monocyte classical,2,2.0,1.2774060044893378,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6387030022446689,I-II,1,0.13668831456766603,8,0.0,4.0,2,0.13668831456766603,0.5020146876770029
PTPRC_CD22,cDC2,myeloid dividing,2,2.0,1.4516133557800224,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7258066778900112,I-II,1,0.22436253128121147,8,0.0,2.0,2,0.22436253128121147,0.5014441466087998
CCL20_CCR6,Macrophage,cDC2,2,2.0,1.063674943883277,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5318374719416386,I-II,1,0.032591697469434175,8,0.0,4.0,2,0.032591697469434175,0.49924577447220436
HLA-E_CD94:NKG2A,Macrophage alveolar,T cell CD8 effector memory,2,2.0,1.314702581369248,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.657351290684624,I-II,1,0.15820434430205013,7,0.0,4.0,2,0.15820434430205013,0.49914694638257384
ANXA1_FPR3,Macrophage alveolar,Macrophage alveolar,2,2.0,1.7191568462401796,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.8595784231200898,I-II,1,0.3609280672714865,7,0.08295964125560538,4.0,2,0.3609280672714865,0.4986503558486033
CD86_CTLA4,myeloid dividing,T cell CD8 effector memory,2,2.0,1.110209736251403,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5551048681257015,I-II,1,0.05720072220252562,8,0.0,2.0,2,0.05720072220252562,0.4979041459231759
VEGFA_NRP1,cDC2,Macrophage alveolar,2,2.0,1.1997124017957352,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5998562008978676,I-II,1,0.10199816215323552,7,0.05933544303797468,4.0,2,0.10199816215323552,0.4978580387446321
VEGFA_FLT1,Monocyte classical,myeloid dividing,2,2.0,1.2033529741863074,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6016764870931537,I-II,1,0.10464024036473016,8,0.0,2.0,2,0.10464024036473016,0.4970362467284235
PTPRC_MRC1,Monocyte classical,myeloid dividing,2,2.0,1.8096029741863076,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.9048014870931538,I-II,1,0.40865689947804096,8,0.0,2.0,2,0.40865689947804096,0.4961445876151128
ANXA1_FPR2,Monocyte classical,Monocyte classical,2,2.0,1.514786756453423,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7573933782267115,I-II,1,0.26132550671948507,8,0.0,4.0,2,0.26132550671948507,0.4960678715072264
CD86_CTLA4,Monocyte classical,T cell CD4,2,2.0,1.0842171717171718,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5421085858585859,I-II,1,0.04668396360534546,8,0.0,4.0,2,0.04668396360534546,0.49542462225324047
PTPRC_CD22,T cell regulatory,Mast cell,2,2.0,1.890923120089787,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.9454615600448935,I-II,1,0.4502609034064017,8,0.0,4.0,2,0.4502609034064017,0.4952006566384918
PTPRC_MRC1,Macrophage,myeloid dividing,2,2.0,1.7035879629629629,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.8517939814814814,I-II,1,0.35691381963697405,8,0.0,2.0,2,0.35691381963697405,0.4948801618445074
CXCL2_DPP4,Monocyte classical,T cell CD4 dividing,2,2.0,0.9883838383838384,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.4941919191919192,I-II,1,0.0,8,0.0,3.0,2,0.0,0.4941919191919192
ICAM1_integrin_aXb2_complex,Monocyte classical,NK cell,2,2.0,1.0873982884399551,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5436991442199776,I-II,1,0.04963392095535968,8,0.0,4.0,2,0.04963392095535968,0.4940652232646179
ANXA1_FPR3,Macrophage,Macrophage alveolar,2,2.0,1.6264344837261504,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.8132172418630752,I-II,1,0.31947453193847836,7,0.15836088804912613,4.0,2,0.31947453193847836,0.49374270992459685
PTPRC_MRC1,Mast cell,myeloid dividing,2,2.0,1.5600589225589225,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7800294612794613,I-II,1,0.2863428614107966,8,0.0,2.0,2,0.2863428614107966,0.49368659986866464
VEGFA_NRP2,cDC2,Macrophage,2,2.0,1.3159476711560045,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6579738355780023,I-II,1,0.16433645914440353,8,0.09968354430379747,4.0,2,0.16433645914440353,0.49363737643359873
CCL3_CCR1,Monocyte classical,Monocyte classical,2,2.0,1.3745686026936026,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6872843013468013,I-II,1,0.19376140511360512,8,0.0,4.0,2,0.19376140511360512,0.4935228962331962
CD99_PILRA,Macrophage,Monocyte classical,2,2.0,1.264621913580247,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6323109567901235,I-II,1,0.1400580932632609,8,0.0,4.0,2,0.1400580932632609,0.4922528635268626
CD99_PILRA,Macrophage alveolar,Monocyte classical,2,2.0,1.1298085016835016,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5649042508417508,I-II,1,0.0743937609163654,7,0.0,4.0,2,0.0743937609163654,0.4905104899253854
PECAM1_CD38,myeloid dividing,Plasma cell,2,2.0,0.980885241301908,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.490442620650954,I-II,1,0.0,7,0.0,2.0,2,0.0,0.490442620650954
HBEGF_EGFR,Monocyte classical,Fibroblast peribronchial,2,2.0,1.1474572109988777,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5737286054994388,I-II,1,0.08336314709865837,6,0.0,4.0,2,0.08336314709865837,0.49036545840078044
PVR_CD96,myeloid dividing,T cell regulatory,2,2.0,1.0731586700336702,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5365793350168351,I-II,1,0.04639963036678988,8,0.0,2.0,2,0.04639963036678988,0.4901797046500452
PTPRC_MRC1,NK cell,myeloid dividing,2,2.0,1.950834736251403,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.9754173681257015,I-II,1,0.48566199297558765,8,0.0,2.0,2,0.48566199297558765,0.4897553751501138
VEGFA_NRP1,Mast cell,Macrophage alveolar,2,2.0,1.1586069023569023,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5793034511784512,I-II,1,0.08997891888018776,7,0.0,4.0,2,0.08997891888018776,0.4893245322982634
ICAM1_integrin_aXb2_complex,Monocyte classical,Mast cell,2,2.0,1.0706193883277217,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5353096941638609,I-II,1,0.046452942849019054,8,0.0,4.0,2,0.046452942849019054,0.4888567513148418
CCL20_CCR6,Monocyte classical,T cell regulatory,2,2.0,1.140347923681257,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5701739618406285,I-II,1,0.08159066581618764,8,0.0,4.0,2,0.08159066581618764,0.4885832960244409
TNF_TNFRSF1B,Macrophage,cDC2,2,2.0,1.0174803591470258,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5087401795735129,I-II,1,0.020378874856486796,8,0.0,4.0,2,0.020378874856486796,0.4883613047170261
ANXA1_FPR3,Monocyte classical,Macrophage alveolar,2,2.0,1.5568707912457913,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7784353956228957,I-II,1,0.2905797143696319,7,0.0,4.0,2,0.2905797143696319,0.48785568125326373
CD52_SIGLEC10,Macrophage alveolar,Monocyte classical,2,2.0,1.5525322671156006,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7762661335578003,I-II,1,0.28926889460142674,7,0.10680379746835443,4.0,2,0.28926889460142674,0.48699723895637353
VEGFA_FLT1,cDC2,Macrophage alveolar,2,2.0,0.9736742424242424,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.4868371212121212,I-II,1,0.0,7,0.0,4.0,2,0.0,0.4868371212121212
VEGFA_NRP1,cDC2,myeloid dividing,2,2.0,1.2253893097643098,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6126946548821549,I-II,1,0.12603147451167734,8,0.0,2.0,2,0.12603147451167734,0.48666318037047757
VEGFA_NRP1,Mast cell,myeloid dividing,2,2.0,1.2195110830527498,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6097555415263749,I-II,1,0.12348658270497037,8,0.0,2.0,2,0.12348658270497037,0.48626895882140453
VEGFA_NRP1,cDC2,Macrophage,2,2.0,1.352932098765432,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.676466049382716,I-II,1,0.15527995133409478,8,0.1903134585602985,4.0,2,0.1903134585602985,0.4861525908224176
VEGFA_NRP2,Macrophage,Macrophage,2,2.0,1.09484778338945,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.547423891694725,I-II,1,0.06326480382851282,8,0.0379746835443038,4.0,2,0.06326480382851282,0.4841590878662122
TNF_TNFRSF1B,Monocyte classical,cDC2,2,2.0,0.9641694725028058,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.4820847362514029,I-II,1,0.0,8,0.0,4.0,2,0.0,0.4820847362514029
CD86_CTLA4,myeloid dividing,T cell CD4,2,2.0,1.2531776094276093,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6265888047138046,I-II,1,0.14499564924529942,8,0.0,2.0,2,0.14499564924529942,0.48159315546850523
VEGFA_FLT1,cDC2,Monocyte classical,2,2.0,1.0781881313131314,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5390940656565657,I-II,1,0.03336803596100332,8,0.05775316455696203,4.0,2,0.05775316455696203,0.4813409010996037
HFE_TFRC,Macrophage,Macrophage alveolar,2,2.0,1.0923190235690237,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5461595117845118,I-II,1,0.06501076404403103,7,0.0,4.0,2,0.06501076404403103,0.4811487477404808
PTPRC_MRC1,T cell CD8 effector memory,myeloid dividing,2,2.0,1.9544332210998878,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.9772166105499439,I-II,1,0.49654153336087825,8,0.0,2.0,2,0.49654153336087825,0.48067507718906566
VEGFA_NRP2,Mast cell,Macrophage,2,2.0,1.280611672278339,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6403058361391695,I-II,1,0.15964060150215365,8,0.0,4.0,2,0.15964060150215365,0.4806652346370158
HFE_TFRC,Macrophage alveolar,Macrophage alveolar,2,2.0,1.096524270482604,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.548262135241302,I-II,1,0.0682805962874203,7,0.0,4.0,2,0.0682805962874203,0.4799815389538817
PLAU_PLAUR,Monocyte classical,Macrophage,2,2.0,1.5447951739618406,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7723975869809203,I-II,1,0.2704423775881286,8,0.2926284657653833,4.0,2,0.2926284657653833,0.479769121215537
VEGFA_NRP1,cDC2,Monocyte classical,2,2.0,1.0218925364758698,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5109462682379349,I-II,1,0.031284257759817524,8,0.0,4.0,2,0.031284257759817524,0.47966201047811735
PDGFD_PDGFR_complex,NK cell,Fibroblast peribronchial,2,2.0,1.0605183782267116,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5302591891133558,I-II,1,0.05171444605566816,6,0.0,4.0,2,0.05171444605566816,0.4785447430576876
CD86_CTLA4,B cell,T cell regulatory,2,2.0,1.4243546576879909,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7121773288439954,I-II,1,0.23368327783746345,8,0.18259045749987998,4.0,2,0.23368327783746345,0.478494051006532
CD99_PILRA,Mast cell,myeloid dividing,2,2.0,1.0432800224466892,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5216400112233446,I-II,1,0.04325964095744681,8,0.0,2.0,2,0.04325964095744681,0.47838037026589775
TNF_TNFRSF1B,myeloid dividing,cDC2,2,2.0,1.0219135802469135,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5109567901234567,I-II,1,0.03269709146574818,8,0.0,2.0,2,0.03269709146574818,0.47825969865770857
ANXA1_FPR1,Macrophage alveolar,Macrophage alveolar,2,2.0,1.711496913580247,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.8557484567901235,I-II,1,0.37836782460711593,7,0.10426008968609865,4.0,2,0.37836782460711593,0.4773806321830075
CXCL2_DPP4,Macrophage alveolar,T cell CD4,2,2.0,0.9967697811447811,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.49838489057239055,I-II,1,0.02197489743693895,7,0.0,4.0,2,0.02197489743693895,0.4764099931354516
PVR_CD96,Macrophage,T cell regulatory,2,2.0,1.0353745791245792,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5176872895622896,I-II,1,0.04394725618424794,8,0.0,4.0,2,0.04394725618424794,0.47374003337804166
CD44_TYROBP,Macrophage alveolar,T cell CD4 dividing,2,2.0,1.4357253086419752,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7178626543209876,I-II,1,0.24460921888068562,7,0.0,3.0,2,0.24460921888068562,0.47325343544030196
VEGFA_FLT1,Mast cell,cDC2,2,2.0,1.163520622895623,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5817603114478115,I-II,1,0.10881029739823347,8,0.0,4.0,2,0.10881029739823347,0.47295001404957804
CD44_TYROBP,Macrophage alveolar,T cell CD4,2,2.0,1.401736111111111,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7008680555555555,I-II,1,0.22804467771766296,7,0.0,4.0,2,0.22804467771766296,0.4728233778378926
VEGFA_NRP1,cDC2,Fibroblast peribronchial,2,2.0,1.2744107744107744,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6372053872053872,I-II,1,0.16472893653600323,6,0.0,4.0,2,0.16472893653600323,0.472476450669384
CCL3_CCR1,Monocyte classical,myeloid dividing,2,2.0,1.3948933782267114,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6974466891133557,I-II,1,0.22513514324838632,8,0.0,2.0,2,0.22513514324838632,0.4723115458649694
PVR_TIGIT,myeloid dividing,T cell regulatory,2,2.0,1.2909862514029182,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6454931257014591,I-II,1,0.17330060182147355,8,0.0,2.0,2,0.17330060182147355,0.47219252387998556
CD99_PILRA,B cell,Monocyte classical,2,2.0,1.1695461560044893,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5847730780022447,I-II,1,0.11281571408502858,8,0.0,4.0,2,0.11281571408502858,0.4719573639172161
VEGFA_FLT1,Mast cell,Macrophage alveolar,2,2.0,0.9436026936026937,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.47180134680134683,I-II,1,0.0,7,0.0,4.0,2,0.0,0.47180134680134683
ANXA1_FPR1,T cell CD8 effector memory,Macrophage,2,2.0,1.5661475869809203,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7830737934904601,I-II,1,0.3120622408985211,8,0.1206896551724138,4.0,2,0.3120622408985211,0.47101155259193905
CCL20_CCR6,Monocyte classical,T cell CD4,2,2.0,1.0935044893378225,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5467522446689113,I-II,1,0.07600658503681208,8,0.0,4.0,2,0.07600658503681208,0.4707456596320992
TNF_TNFRSF1B,cDC2,cDC2,2,2.0,0.9405829124579125,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.47029145622895624,I-II,1,0.0,8,0.0,4.0,2,0.0,0.47029145622895624
VEGFA_NRP1,Mast cell,Monocyte classical,2,2.0,0.9851080246913579,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.49255401234567897,I-II,1,0.022794680443934175,8,0.0,4.0,2,0.022794680443934175,0.4697593319017448
PTPRC_CD22,Plasma cell,B cell,2,2.0,0.9391589506172839,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.46957947530864197,I-II,1,0.0,7,0.0,4.0,2,0.0,0.46957947530864197
CD99_PILRA,myeloid dividing,myeloid dividing,2,2.0,1.0478114478114477,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5239057239057239,I-II,1,0.05445894281914894,8,0.0,2.0,2,0.05445894281914894,0.46944678108657495
THY1_ADGRE2,Fibroblast peribronchial,Macrophage alveolar,2,2.0,1.1294577721661057,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5647288860830528,I-II,1,0.09630519675578252,5,0.0,4.0,2,0.09630519675578252,0.4684236893272703
PVR_TIGIT,Macrophage alveolar,T cell regulatory,2,2.0,1.3383908529741864,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.6691954264870932,I-II,1,0.20091548185347358,7,0.0,4.0,2,0.20091548185347358,0.4682799446336196
VEGFA_FLT1,cDC2,myeloid dividing,2,2.0,1.069020061728395,True,False,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.5345100308641975,I-II,1,0.0663642288249397,8,0.0,2.0,2,0.0663642288249397,0.46814580203925776
PTPRC_MRC1,Macrophage alveolar,myeloid dividing,2,2.0,1.731530583613917,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.8657652918069585,I-II,1,0.3980490178059673,7,0.0,2.0,2,0.3980490178059673,0.4677162740009912
ANXA1_FPR2,Monocyte classical,Macrophage alveolar,2,2.0,1.4585858585858587,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.7292929292929293,I-II,1,0.26294705603513796,7,0.0,4.0,2,0.26294705603513796,0.46634587325779137
CD52_SIGLEC10,B cell,Monocyte classical,2,2.0,1.7179503367003366,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.8589751683501683,I-II,1,0.28853664112705807,8,0.39321350481375605,4.0,2,0.39321350481375605,0.46576166353641224
ANXA1_FPR3,Macrophage,Monocyte classical,2,2.0,1.6452160493827162,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.8226080246913581,I-II,1,0.35927588300881874,8,0.1695205479452055,4.0,2,0.35927588300881874,0.46333214168253933
ANXA1_FPR1,Macrophage,Macrophage alveolar,2,2.0,1.6009259259259259,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.8004629629629629,I-II,1,0.3391579298248373,7,0.1353330184222957,4.0,2,0.3391579298248373,0.46130503313812565
PLAU_PLAUR,Monocyte classical,Monocyte classical,2,2.0,1.6567269921436587,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.8283634960718294,I-II,1,0.36865831686921213,8,0.30716308006912096,4.0,2,0.36865831686921213,0.4597051792026172
ANXA1_FPR1,T cell CD4,Macrophage,2,2.0,1.531965488215488,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,1.0,0.765982744107744,I-II,1,0.30629110303440904,8,0.11856400566839868,4.0,2,0.30629110303440904,0.459691641073335
