interacting_pair,best_sender_cell_type,best_receiver_cell_type,supporting_datasets,eligible_datasets,prevalence,activity,ligand_deg,receptor_deg,datasets,time,cluster,activity_cluster_0,eligible_cluster_0,activity_cluster_2,eligible_cluster_2,testable_other_clusters,max_other_activity,specificity
HFE_TFRC,Macrophage alveolar,Macrophage alveolar,2.0,2,1.0,0.548262135241302,False,True,Deng_Liu_LUAD_2024;UKIM-V-2,I-II,1,0.0682805962874203,7,0.0,4.0,2,0.0682805962874203,0.4799815389538817
ENTPD1_ADORA3,cDC2,Macrophage,2.0,2,1.0,0.4618055555555556,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,I-II,1,0.06485819253400191,8,0.0,2.0,2,0.06485819253400191,0.39694736302155365
CCL3_CCR1,Macrophage,Macrophage,2.0,2,1.0,0.8165561868686868,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,I-II,1,0.4526298479146623,7,0.3477293782693251,3.0,2,0.4526298479146623,0.3639263389540245
CCL23_CCR1,Macrophage alveolar,Macrophage,2.0,2,1.0,0.3473537457912458,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,I-II,1,0.09560719720872003,7,0.005979073243647235,3.0,2,0.09560719720872003,0.25174654858252576
WNT5A_SFRP2,Fibroblast peribronchial,Fibroblast peribronchial,2.0,2,1.0,0.7018799102132436,True,True,Deng_Liu_LUAD_2024;UKIM-V-2,I-II,1,0.47562583022918076,6,0.0,4.0,2,0.47562583022918076,0.22625407998406283
FCER2_integrin_aXb2_complex,B cell,Monocyte classical,2.0,2,1.0,0.4101203002244669,False,False,Deng_Liu_LUAD_2024;UKIM-V-2,I-II,1,0.1901554648510435,5,0.0,2.0,2,0.1901554648510435,0.21996483537342337
LeukotrieneC4_byLTC4S_CYSLTR2,Mast cell,cDC2,2.0,2,1.0,0.3001174943883277,False,False,Deng_Liu_LUAD_2024;UKIM-V-2,I-II,1,0.09499296332427808,5,0.0,2.0,2,0.09499296332427808,0.2051245310640496
