interacting_pair,sender_cell_type,receiver_cell_type,eligible_datasets,supporting_datasets,rank_sum,ligand_deg,receptor_deg,datasets,prevalence,activity,time,cluster,activity_cluster_1,eligible_cluster_1,testable_other_clusters,max_other_activity,specificity
APP_CD74,Endothelial cell venous,cDC2,5,5.0,4.999624144065502,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.9999248288131003,III-IV,0,0.0,5,1,0.0,0.9999248288131003
APP_CD74,Endothelial cell venous,B cell,5,5.0,4.9938139793640826,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.9987627958728165,III-IV,0,0.0,5,1,0.0,0.9987627958728165
APP_CD74,Endothelial cell venous,myeloid dividing,4,4.0,3.992148106954635,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.9980370267386588,III-IV,0,0.0,2,1,0.0,0.9980370267386588
APP_CD74,Endothelial cell venous,Macrophage,5,5.0,4.980029357051736,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.9960058714103471,III-IV,0,0.0,5,1,0.0,0.9960058714103471
APP_CD74,Endothelial cell venous,Monocyte classical,5,5.0,4.9476300469969114,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.9895260093993823,III-IV,0,0.0,5,1,0.0,0.9895260093993823
APP_CD74,Endothelial cell venous,T cell CD4 dividing,2,2.0,1.9789787966169663,True,True,Hu_Zhang_2023_NSCLC;Maynard_Bivona_2020,1.0,0.9894893983084831,III-IV,0,0.0,2,1,0.0,0.9894893983084831
CCL5_ACKR1,T cell CD8 terminally exhausted,Endothelial cell venous,4,4.0,3.953469533219308,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.988367383304827,III-IV,0,0.0,3,1,0.0,0.988367383304827
APP_CD74,Endothelial cell venous,T cell CD8 dividing,4,4.0,3.946327679191469,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.9865819197978672,III-IV,0,0.0,3,1,0.0,0.9865819197978672
CCL5_ACKR1,T cell NK-like,Endothelial cell venous,3,3.0,2.952628806731505,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.984209602243835,III-IV,0,0.0,3,1,0.0,0.984209602243835
APP_CD74,Endothelial cell venous,Macrophage alveolar,5,5.0,4.904488329764022,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.9808976659528044,III-IV,0,0.0,3,1,0.0,0.9808976659528044
APP_CD74,Endothelial cell venous,T cell CD8 terminally exhausted,4,4.0,3.9134669043385317,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.9783667260846329,III-IV,0,0.0,3,1,0.0,0.9783667260846329
CCL5_ACKR1,T cell CD8 naive,Endothelial cell venous,4,4.0,3.8974495184892968,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.9743623796223242,III-IV,0,0.0,2,1,0.0,0.9743623796223242
CCL5_ACKR1,T cell CD8 effector memory,Endothelial cell venous,5,5.0,4.855644979324668,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.9711289958649336,III-IV,0,0.0,5,1,0.0,0.9711289958649336
CCL5_ACKR1,T cell CD8 dividing,Endothelial cell venous,4,4.0,3.853863138467579,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.9634657846168948,III-IV,0,0.0,3,1,0.0,0.9634657846168948
APP_CD74,Endothelial cell venous,Endothelial cell venous,5,5.0,4.784506924306517,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.9569013848613034,III-IV,0,0.0,5,1,0.0,0.9569013848613034
APP_CD74,Pericyte,Endothelial cell venous,3,3.0,2.8663445592843178,True,False,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.9554481864281059,III-IV,0,0.0,2,1,0.0,0.9554481864281059
CCL5_ACKR1,NK cell,Endothelial cell venous,5,5.0,4.734688789352267,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.9469377578704534,III-IV,0,0.0,4,1,0.0,0.9469377578704534
COL3A1_ADGRG1,Fibroblast peribronchial,Endothelial cell venous,5,5.0,4.707893772113632,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.9415787544227264,III-IV,0,0.0,3,1,0.0,0.9415787544227264
CCL5_CCR1,T cell NK-like,myeloid dividing,3,3.0,2.823561631438001,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.9411872104793337,III-IV,0,0.0,3,1,0.0,0.9411872104793337
CD44_TYROBP,T cell CD8 naive,Monocyte classical,4,4.0,3.7632557308770647,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.9408139327192662,III-IV,0,0.0,3,1,0.0,0.9408139327192662
CD44_TYROBP,T cell CD8 naive,Macrophage,4,4.0,3.762579315359901,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.9406448288399752,III-IV,0,0.0,3,1,0.0,0.9406448288399752
CCL5_CCR1,T cell NK-like,Macrophage,3,3.0,2.81321461922795,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.9377382064093167,III-IV,0,0.0,4,1,0.0,0.9377382064093167
APP_CD74,Macrophage,T cell CD4 dividing,2,2.0,1.8589319633284613,True,True,Hu_Zhang_2023_NSCLC;Maynard_Bivona_2020,1.0,0.9294659816642307,III-IV,0,0.0,3,1,0.0,0.9294659816642307
CD44_TYROBP,T cell NK-like,Monocyte classical,3,3.0,2.788267708406999,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.9294225694689997,III-IV,0,0.0,4,1,0.0,0.9294225694689997
CCL5_CCR1,T cell NK-like,Monocyte classical,3,3.0,2.7876630084445946,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.9292210028148649,III-IV,0,0.0,4,1,0.0,0.9292210028148649
CD44_TYROBP,T cell NK-like,Macrophage,3,3.0,2.773777418862127,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.9245924729540423,III-IV,0,0.0,4,1,0.0,0.9245924729540423
CD44_TYROBP,T cell CD8 naive,cDC2,4,4.0,3.6859722346775476,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.9214930586693869,III-IV,0,0.0,3,1,0.0,0.9214930586693869
APP_CD74,Macrophage alveolar,T cell CD4 dividing,2,2.0,1.842891669162913,True,True,Hu_Zhang_2023_NSCLC;Maynard_Bivona_2020,1.0,0.9214458345814565,III-IV,0,0.0,3,1,0.0,0.9214458345814565
CD44_TYROBP,T cell CD8 naive,myeloid dividing,4,4.0,3.6707762054030244,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.9176940513507561,III-IV,0,0.0,2,1,0.0,0.9176940513507561
APP_CD74,Endothelial cell venous,T cell NK-like,3,3.0,2.742252224238129,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.914084074746043,III-IV,0,0.0,3,1,0.0,0.914084074746043
CCL5_CCR1,T cell NK-like,cDC2,3,3.0,2.7240315609125725,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.9080105203041908,III-IV,0,0.0,4,1,0.0,0.9080105203041908
APP_CD74,Endothelial cell venous,T cell CD8 naive,4,4.0,3.6297569857203467,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.9074392464300867,III-IV,0,0.0,2,1,0.0,0.9074392464300867
APP_CD74,Endothelial cell venous,T cell regulatory,5,5.0,4.5285507194045,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.9057101438808999,III-IV,0,0.0,5,1,0.0,0.9057101438808999
CD44_TYROBP,T cell NK-like,cDC2,3,3.0,2.70005432268424,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.9000181075614133,III-IV,0,0.0,4,1,0.0,0.9000181075614133
CD44_TYROBP,T cell NK-like,myeloid dividing,3,3.0,2.6977327634831068,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.899244254494369,III-IV,0,0.0,3,1,0.0,0.899244254494369
CD44_TYROBP,T cell NK-like,Macrophage alveolar,3,3.0,2.689301620815386,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.8964338736051287,III-IV,0,0.0,3,1,0.0,0.8964338736051287
HLA-E_CD94:NKG2A,Endothelial cell venous,NK cell,5,5.0,4.445108454887189,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.8890216909774378,III-IV,0,0.0,4,1,0.0,0.8890216909774378
HLA-E_KLRC1,Endothelial cell venous,NK cell,5,5.0,4.445108454887189,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.8890216909774378,III-IV,0,0.0,4,1,0.0,0.8890216909774378
APP_CD74,Endothelial cell venous,T cell CD8 effector memory,5,5.0,4.403210142090035,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.8806420284180071,III-IV,0,0.0,5,1,0.0,0.8806420284180071
CCL5_CCR1,T cell CD8 naive,Macrophage,4,4.0,3.4989996187373054,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8747499046843263,III-IV,0,0.0,3,1,0.0,0.8747499046843263
HLA-E_CD94:NKG2A,T cell CD8 naive,NK cell,4,4.0,3.496061079956903,False,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8740152699892257,III-IV,0,0.0,3,1,0.0,0.8740152699892257
CCL5_CCR1,T cell CD8 naive,myeloid dividing,4,4.0,3.491549815734394,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8728874539335985,III-IV,0,0.0,2,1,0.0,0.8728874539335985
HLA-E_CD94:NKG2A,T cell NK-like,NK cell,3,3.0,2.601425126469262,False,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.8671417088230874,III-IV,0,0.0,4,1,0.0,0.8671417088230874
APP_CD74,Pericyte,T cell CD8 naive,3,3.0,2.5978827024875937,True,False,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8659609008291979,III-IV,0,0.0,1,1,0.0,0.8659609008291979
CCL5_CCR1,T cell CD8 naive,Monocyte classical,4,4.0,3.4505877104254887,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8626469276063722,III-IV,0,0.0,3,1,0.0,0.8626469276063722
APP_CD74,Pericyte,T cell NK-like,2,2.0,1.7165544917184388,True,False,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2,1.0,0.8582772458592194,III-IV,0,0.0,2,1,0.0,0.8582772458592194
CXCL12_CXCR4,Fibroblast peribronchial,T cell CD8 naive,4,4.0,3.431647500764255,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8579118751910637,III-IV,0,0.0,2,1,0.0,0.8579118751910637
PECAM1_CD38,Endothelial cell venous,T cell CD4 dividing,2,2.0,1.6988640891735654,True,False,Hu_Zhang_2023_NSCLC;Maynard_Bivona_2020,1.0,0.8494320445867827,III-IV,0,0.0,2,1,0.0,0.8494320445867827
HLA-E_KLRC1,Endothelial cell venous,T cell CD8 dividing,4,4.0,3.3873298329290455,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8468324582322614,III-IV,0,0.0,3,1,0.0,0.8468324582322614
HLA-E_CD94:NKG2A,Endothelial cell venous,T cell CD8 dividing,4,4.0,3.3785950559121867,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8446487639780467,III-IV,0,0.0,3,1,0.0,0.8446487639780467
COL4A1_ADGRG6,Pericyte,Endothelial cell venous,3,3.0,2.5234732186328452,True,False,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8411577395442817,III-IV,0,0.0,2,1,0.0,0.8411577395442817
CCL5_CCR1,T cell CD8 naive,cDC2,4,4.0,3.3541341611538806,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8385335402884702,III-IV,0,0.0,3,1,0.0,0.8385335402884702
CCL5_ACKR1,T cell CD8 activated,Endothelial cell venous,3,3.0,2.489139496558048,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Zilionis_Klein_2019,1.0,0.8297131655193493,III-IV,0,0.0,3,1,0.0,0.8297131655193493
APP_CD74,Endothelial cell venous,T cell CD4,5,5.0,4.145655587197385,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.8291311174394769,III-IV,0,0.0,5,1,0.0,0.8291311174394769
APP_CD74,Endothelial cell venous,NK cell,5,5.0,4.113944959875121,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.8227889919750242,III-IV,0,0.0,4,1,0.0,0.8227889919750242
CD34_SELL,Endothelial cell venous,T cell CD4 dividing,2,2.0,1.644901309654786,True,True,Hu_Zhang_2023_NSCLC;Maynard_Bivona_2020,1.0,0.822450654827393,III-IV,0,0.0,2,1,0.0,0.822450654827393
APP_CD74,Fibroblast peribronchial,T cell CD8 naive,4,4.0,3.27608686950158,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.819021717375395,III-IV,0,0.0,2,1,0.0,0.819021717375395
COL4A2_ADGRG6,Pericyte,Endothelial cell venous,3,3.0,2.439691541864008,True,False,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8132305139546694,III-IV,0,0.0,2,1,0.0,0.8132305139546694
APP_CD74,Fibroblast peribronchial,T cell NK-like,3,3.0,2.439594751828363,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.8131982506094544,III-IV,0,0.0,3,1,0.0,0.8131982506094544
APP_TREM2_receptor,Endothelial cell venous,myeloid dividing,4,4.0,3.2117671805768255,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.8029417951442064,III-IV,0,0.0,2,1,0.0,0.8029417951442064
CD52_SIGLEC10,T cell NK-like,cDC2,3,3.0,2.4078166132612706,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.8026055377537569,III-IV,0,0.0,4,1,0.0,0.8026055377537569
CXCL8_ACKR1,Monocyte classical,Endothelial cell venous,5,5.0,3.9872409246515566,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.7974481849303113,III-IV,0,0.0,5,1,0.0,0.7974481849303113
PDGFB_PDGFRB,Endothelial cell venous,Pericyte,3,3.0,2.3208325967836005,True,True,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.7736108655945335,III-IV,0,0.0,2,1,0.0,0.7736108655945335
PECAM1_CD38,Endothelial cell venous,T cell CD8 dividing,4,4.0,3.074193681593338,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.7685484203983345,III-IV,0,0.0,3,1,0.0,0.7685484203983345
CD52_SIGLEC10,T cell CD8 naive,cDC2,4,4.0,3.0629063276186166,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.7657265819046541,III-IV,0,0.0,3,1,0.0,0.7657265819046541
COL3A1_ADGRG1,Pericyte,Endothelial cell venous,3,3.0,2.2946705909512466,True,True,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.7648901969837488,III-IV,0,0.0,2,1,0.0,0.7648901969837488
APP_CD74,Endothelial cell venous,Mast cell,5,5.0,3.820715431422712,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.7641430862845424,III-IV,0,0.0,5,1,0.0,0.7641430862845424
CXCL8_ACKR1,Macrophage,Endothelial cell venous,5,5.0,3.8013717933384843,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.7602743586676969,III-IV,0,0.0,5,1,0.0,0.7602743586676969
DLL4_NOTCH3,Endothelial cell venous,Pericyte,3,3.0,2.2778371501937196,True,True,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.7592790500645732,III-IV,0,0.0,2,1,0.0,0.7592790500645732
APP_CD74,Fibroblast peribronchial,Endothelial cell venous,5,4.0,3.7917374092763207,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,0.8,0.7583474818552641,III-IV,0,0.0,3,1,0.0,0.7583474818552641
ESAM_ESAM,Endothelial cell venous,Pericyte,3,3.0,2.267000545098041,True,True,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.7556668483660136,III-IV,0,0.0,2,1,0.0,0.7556668483660136
ESAM_ESAM,Pericyte,Endothelial cell venous,3,3.0,2.267000545098041,True,True,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.7556668483660136,III-IV,0,0.0,2,1,0.0,0.7556668483660136
APP_TREM2_receptor,Endothelial cell venous,Macrophage,5,5.0,3.727842257865174,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.7455684515730348,III-IV,0,0.0,5,1,0.0,0.7455684515730348
APP_TNFRSF21,Endothelial cell venous,Pericyte,3,3.0,2.2040626216875365,True,True,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.7346875405625122,III-IV,0,0.0,2,1,0.0,0.7346875405625122
PGF_FLT1,Pericyte,Endothelial cell venous,3,3.0,2.128296621833328,True,True,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.709432207277776,III-IV,0,0.0,2,1,0.0,0.709432207277776
APP_CD74,Endothelial cell venous,Pericyte,3,3.0,2.118820299795182,True,False,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.7062734332650606,III-IV,0,0.0,2,1,0.0,0.7062734332650606
PTPRC_MRC1,T cell NK-like,Macrophage,3,3.0,2.1112818974023364,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,1.0,0.7037606324674455,III-IV,0,0.0,4,1,0.0,0.7037606324674455
APP_CD74,Endothelial cell venous,T cell CD8 activated,3,3.0,2.11060924463696,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Zilionis_Klein_2019,1.0,0.7035364148789868,III-IV,0,0.0,3,1,0.0,0.7035364148789868
PTPRC_MRC1,T cell CD8 naive,Macrophage,4,4.0,2.787973118463297,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.6969932796158242,III-IV,0,0.0,3,1,0.0,0.6969932796158242
APP_TREM2_receptor,Endothelial cell venous,Macrophage alveolar,5,5.0,3.474620244913252,True,False,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.6949240489826505,III-IV,0,0.0,3,1,0.0,0.6949240489826505
JAG1_NOTCH3,Endothelial cell venous,Pericyte,3,3.0,2.084291352745526,True,True,Hu_Zhang_2023_NSCLC;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.6947637842485087,III-IV,0,0.0,2,1,0.0,0.6947637842485087
CCL5_ACKR1,T cell CD4 dividing,Endothelial cell venous,2,2.0,1.3859466918770174,False,True,Hu_Zhang_2023_NSCLC;Maynard_Bivona_2020,1.0,0.6929733459385087,III-IV,0,0.0,2,1,0.0,0.6929733459385087
CD44_TYROBP,T cell CD8 naive,Macrophage alveolar,4,3.0,2.762695523133521,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2,0.75,0.6906738807833802,III-IV,0,0.0,2,1,0.0,0.6906738807833802
ESAM_ESAM,Endothelial cell venous,Endothelial cell venous,5,4.0,3.437311244734018,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,0.8,0.6874622489468036,III-IV,0,0.0,5,1,0.0,0.6874622489468036
CXCL14_CXCR4,Fibroblast peribronchial,T cell CD8 naive,4,3.0,2.699842959049238,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Maynard_Bivona_2020,0.75,0.6749607397623095,III-IV,0,0.0,2,1,0.0,0.6749607397623095
LCK_CD8_receptor,T cell CD4 dividing,T cell CD8 naive,2,2.0,1.3379682141540759,True,False,Hu_Zhang_2023_NSCLC;Maynard_Bivona_2020,1.0,0.6689841070770379,III-IV,0,0.0,2,1,0.0,0.6689841070770379
CXCL8_ACKR1,Macrophage alveolar,Endothelial cell venous,5,5.0,3.32822212887765,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.6656444257755301,III-IV,0,0.0,3,1,0.0,0.6656444257755301
CCL5_ACKR1,T cell CD4,Endothelial cell venous,5,5.0,3.3094397080096307,False,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.6618879416019261,III-IV,0,0.0,5,1,0.0,0.6618879416019261
NECTIN2_TIGIT,Endothelial cell venous,T cell CD4 dividing,2,2.0,1.3207606931433267,True,True,Hu_Zhang_2023_NSCLC;Maynard_Bivona_2020,1.0,0.6603803465716633,III-IV,0,0.0,2,1,0.0,0.6603803465716633
CDH5_CDH5,Endothelial cell venous,Endothelial cell venous,5,5.0,3.2849926600567403,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.6569985320113481,III-IV,0,0.0,5,1,0.0,0.6569985320113481
PODXL_SELL,Endothelial cell venous,T cell CD4 dividing,2,2.0,1.312703102365098,True,True,Hu_Zhang_2023_NSCLC;Maynard_Bivona_2020,1.0,0.656351551182549,III-IV,0,0.0,2,1,0.0,0.656351551182549
CXCL8_ACKR1,cDC2,Endothelial cell venous,5,5.0,3.2357699508688813,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.6471539901737763,III-IV,0,0.0,5,1,0.0,0.6471539901737763
CCL5_CCR1,T cell CD8 naive,Macrophage alveolar,4,3.0,2.5817981485438644,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Maynard_Bivona_2020,0.75,0.6454495371359661,III-IV,0,0.0,2,1,0.0,0.6454495371359661
CCL2_ACKR1,myeloid dividing,Endothelial cell venous,4,4.0,2.573381004117878,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020,1.0,0.6433452510294695,III-IV,0,0.0,2,1,0.0,0.6433452510294695
NECTIN2_TIGIT,Endothelial cell venous,T cell regulatory,5,5.0,3.215364866729901,True,True,Hu_Zhang_2023_NSCLC;Kim_Lee_2020;Lambrechts_Thienpont_2018_6149v2;Maynard_Bivona_2020;Zilionis_Klein_2019,1.0,0.6430729733459801,III-IV,0,0.0,5,1,0.0,0.6430729733459801
