status,time,cluster,dataset,patient_column,patients,cells,cell_types,degs,parameters,dataset_spec,interactions
complete,III-IV,1,Chen_Zhang_2020,sample,3,7634,"['AT2', 'AT2_AT1', 'B cell', 'B cell dividing', 'DC mature', 'Fibroblast peribronchial', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'NK cell', 'NK cell dividing', 'Plasma cell', 'Plasma cell dividing', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 activated', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor AT2_LUAD', 'Tumor LUAD', 'Tumor LUAD_AT2_Club', 'Tumor LUAD_mitotic_LUSC', 'Tumor LUSC_LUAD_mitotic', 'cDC1', 'cDC2', 'myeloid dividing', 'pDC']",4653,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Chen_Zhang_2020', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",2956
complete,III-IV,1,Deng_Liu_LUAD_2024,Patient Number,6,17504,"['AT2', 'B cell', 'B cell dividing', 'Ciliated', 'Club/AT2', 'DC mature', 'Endothelial cell lymphatic', 'Endothelial cell venous', 'Fibroblast adventitial', 'Fibroblast alveolar', 'Fibroblast peribronchial', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'NK cell', 'NK cell dividing', 'Neutrophils', 'Pericyte', 'Plasma cell', 'Plasma cell dividing', 'Smooth muscle cell', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 activated', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor AT2_LUAD', 'Tumor LUAD', 'Tumor LUAD_AT2_Club', 'Tumor LUSC_LUAD', 'Tumor LUSC_LUAD_mitotic', 'cDC1', 'cDC2', 'myeloid dividing', 'pDC']",31793,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Deng_Liu_LUAD_2024', 'pred_name': 'Deng', 'stage_key': 'Pathological stage', 'skip_stages': False, 'gene_feature': None, 'obs_unique': False}",53461
complete,III-IV,1,Hu_Zhang_2023_NSCLC,Sample,9,22829,"['AT2', 'AT2_AT1', 'B cell', 'B cell dividing', 'Ciliated', 'DC mature', 'Endothelial cell lymphatic', 'Endothelial cell venous', 'Fibroblast peribronchial', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'Monocyte non-classical', 'NK cell', 'NK cell dividing', 'Neutrophils', 'Pericyte', 'Plasma cell', 'Plasma cell dividing', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 activated', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor AT2_LUAD', 'Tumor LUAD_AT2_Club', 'Tumor LUAD_mitotic_LUSC', 'Tumor LUSC2', 'Tumor LUSC_LUAD', 'Tumor NSCLC_mixed', 'cDC1', 'cDC2', 'myeloid dividing', 'pDC']",27635,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Hu_Zhang_2023_NSCLC', 'pred_name': 'Hu', 'stage_key': 'Clinical Stage', 'skip_stages': False, 'gene_feature': None, 'obs_unique': False}",37245
complete,III-IV,1,Lambrechts_Thienpont_2018_6653,sample,3,3586,"['AT2', 'B cell', 'B cell dividing', 'Endothelial cell venous', 'Macrophage', 'Mast cell', 'Monocyte classical', 'NK cell', 'Plasma cell', 'T cell CD4', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor AT2_LUAD', 'Tumor LUAD', 'Tumor LUAD_AT2_Club', 'Tumor LUSC_LUAD', 'Tumor LUSC_LUAD_mitotic', 'cDC2']",3828,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Lambrechts_Thienpont_2018_6653', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",1978
complete,III-IV,1,Maynard_Bivona_2020,sample,3,880,"['B cell', 'Ciliated', 'Endothelial cell venous', 'Macrophage', 'Mast cell', 'Monocyte classical', 'Neutrophils', 'T cell CD4', 'T cell CD8 effector memory', 'T cell regulatory', 'Tumor LUAD_AT2_Club', 'Tumor LUSC_LUAD_mitotic', 'cDC2']",5043,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Maynard_Bivona_2020', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",1935
complete,III-IV,1,Zilionis_Klein_2019,sample,4,5400,"['AT2', 'AT2_AT1', 'B cell', 'Endothelial cell arterial', 'Endothelial cell capillary', 'Endothelial cell venous', 'Fibroblast alveolar', 'Fibroblast peribronchial', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'NK cell', 'Neutrophils', 'Plasma cell', 'T cell CD4', 'T cell CD8 activated', 'T cell CD8 effector memory', 'T cell regulatory', 'Tumor AT2_LUAD', 'Tumor LUAD', 'Tumor LUAD_mitotic', 'Tumor NSCLC_mixed', 'cDC2', 'pDC']",2386,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Zilionis_Klein_2019', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",1839
