interacting_pair,best_sender_cell_type,best_receiver_cell_type,supporting_datasets,eligible_datasets,prevalence,activity,ligand_deg,receptor_deg,datasets,time,cluster,activity_cluster_0,eligible_cluster_0,testable_other_clusters,max_other_activity,specificity
COL7A1_integrin_a1b1_complex,Fibroblast peribronchial,Pericyte,2.0,2,1.0,0.7395355468457314,False,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.2831151502037578,3,1,0.2831151502037578,0.4564203966419736
IL1RN_IL1_receptor,Monocyte classical,Pericyte,2.0,2,1.0,0.5540192966890112,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.11096685780230085,3,1,0.11096685780230085,0.4430524388867103
SEMA3C_NRP2,Macrophage alveolar,DC mature,3.0,3,1.0,0.5301304454237998,True,True,Chen_Zhang_2020;Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.09147284558880256,5,1,0.09147284558880256,0.4386575998349973
CXCL1_CXCR1,Neutrophils,Neutrophils,3.0,4,0.75,0.4368056286141456,True,True,Hu_Zhang_2023_NSCLC;Maynard_Bivona_2020;Zilionis_Klein_2019,III-IV,1,0.0,3,1,0.0,0.4368056286141456
COL5A1_integrin_a11b1_complex,Pericyte,Fibroblast peribronchial,2.0,2,1.0,0.7079066058900128,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.2822135670236936,3,1,0.2822135670236936,0.42569303886631915
COL6A3_integrin_a2b1_complex,Pericyte,T cell CD8 dividing,2.0,2,1.0,0.7047015980516345,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.2807349706083883,3,1,0.2807349706083883,0.42396662744324615
WNT5B_SFRP4,DC mature,Fibroblast peribronchial,3.0,3,1.0,0.5058355346076792,True,True,Chen_Zhang_2020;Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.08660990712074304,5,1,0.08660990712074304,0.41922562748693615
VEGFA_NRP2,Monocyte classical,DC mature,3.0,3,1.0,0.6710865223677537,True,True,Chen_Zhang_2020;Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.2586236452042317,5,1,0.2586236452042317,0.412462877163522
SDC1_ADGRA2,Plasma cell,Pericyte,2.0,2,1.0,0.5917470970720865,True,True,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.18067726928486424,3,1,0.18067726928486424,0.41106982778722223
LAMC1_integrin_a2b1_complex,Pericyte,T cell CD8 dividing,2.0,2,1.0,0.6071909568418452,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.19726639979804536,3,1,0.19726639979804536,0.4099245570437998
TNF_TNFRSF1A,myeloid dividing,Neutrophils,2.0,2,1.0,0.5177546809103781,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.10986692632262253,1,1,0.10986692632262253,0.4078877545877556
ANXA1_FPR2,myeloid dividing,Neutrophils,2.0,2,1.0,0.8404605280720443,True,True,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.4366465624805601,5,1,0.4366465624805601,0.4038139655914842
JAG1_VASN,Pericyte,Pericyte,2.0,2,1.0,0.6551092635345376,True,True,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.25313732606105144,3,1,0.25313732606105144,0.40197193747348614
CCL22_CCR4,DC mature,T cell regulatory,2.0,3,0.6666666666666666,0.3898522877377943,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.0,1,1,0.0,0.3898522877377943
IL1A_IL1_receptor_inhibitor,myeloid dividing,Neutrophils,2.0,2,1.0,0.38951373546078083,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.0,5,1,0.0,0.38951373546078083
COL14A1_integrin_a2b1_complex,Pericyte,T cell CD8 dividing,2.0,2,1.0,0.5107080910184703,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.12429225720364961,3,1,0.12429225720364961,0.38641583381482064
ProstaglandinE2_byPTGES3_PTGER3,myeloid dividing,Fibroblast peribronchial,2.0,3,0.6666666666666666,0.38369301434018305,False,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.0,2,1,0.0,0.38369301434018305
TENM4_ADGRL2,Fibroblast peribronchial,Pericyte,2.0,2,1.0,0.4738894970888168,True,True,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.09240506329113925,5,1,0.09240506329113925,0.38148443379767755
WNT5A_FRZB,Fibroblast peribronchial,Pericyte,2.0,2,1.0,0.6830101394532434,True,True,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.30857738079881475,3,1,0.30857738079881475,0.37443275865442865
COL8A1_integrin_a2b1_complex,Fibroblast peribronchial,T cell CD8 dividing,2.0,3,0.6666666666666666,0.47328947833309415,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.11990695661581738,5,1,0.11990695661581738,0.3533825217172768
SPP1_integrin_a9b1_complex,myeloid dividing,Fibroblast peribronchial,2.0,3,0.6666666666666666,0.532039067925742,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.18109650546359407,4,1,0.18109650546359407,0.3509425624621479
PGF_NRP2,Pericyte,DC mature,2.0,2,1.0,0.6668757285362201,True,True,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.3213409980591669,3,1,0.3213409980591669,0.34553473047705324
CCL5_CCR4,T cell CD8 terminally exhausted,T cell CD4 dividing,2.0,3,0.6666666666666666,0.6419801267511572,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.3011648454686429,3,1,0.3011648454686429,0.3408152812825143
COL12A1_integrin_a11b1_complex,Pericyte,Fibroblast peribronchial,2.0,2,1.0,0.4963565734519744,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.16161780085830718,3,1,0.16161780085830718,0.33473877259366724
integrin_aVb1_complex_ADGRE5,Pericyte,NK cell,2.0,2,1.0,0.8141880465148637,False,True,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.47949799848534025,1,1,0.47949799848534025,0.3346900480295234
IL6_IL6_receptor,Pericyte,DC mature,2.0,2,1.0,0.3768268017073322,False,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.04262685275343503,1,1,0.04262685275343503,0.33419994895389715
CTSG_FPR1,Mast cell,Neutrophils,4.0,4,1.0,0.7687811009147509,True,True,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC;Maynard_Bivona_2020;Zilionis_Klein_2019,III-IV,1,0.4352402342865774,5,1,0.4352402342865774,0.33354086662817356
PGD2_byPTGDS_PTGDR,pDC,NK cell,2.0,4,0.5,0.329240089363819,False,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.0,5,1,0.0,0.329240089363819
COL11A1_integrin_a11b1_complex,Fibroblast peribronchial,Fibroblast peribronchial,2.0,4,0.5,0.3456153049416366,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.027339608352266582,5,1,0.027339608352266582,0.31827569658937005
OSM_LIFR,Neutrophils,Fibroblast peribronchial,2.0,3,0.6666666666666666,0.3504094926682471,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.03678459374661906,5,1,0.03678459374661906,0.31362489892162804
Cholesterol_byLIPA_RORA,Macrophage,Pericyte,2.0,2,1.0,0.7344906592330931,False,True,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.4250784377366656,1,1,0.4250784377366656,0.3094122214964275
LTC4_byLTC4S_CYSLTR1,Mast cell,myeloid dividing,2.0,3,0.6666666666666666,0.30604653053818537,False,True,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.0,3,1,0.0,0.30604653053818537
COL5A1_integrin_a2b1_complex,Pericyte,T cell CD8 dividing,2.0,2,1.0,0.5492075653471693,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.2447077067330232,3,1,0.2447077067330232,0.3044998586141461
ICAM1_integrin_aMb2_complex,Neutrophils,myeloid dividing,2.0,2,1.0,0.6729287832492916,False,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.3704965920155794,1,1,0.3704965920155794,0.30243219123371223
CD1B_complex_IL6ST,DC mature,Pericyte,2.0,2,1.0,0.4232655944703445,False,True,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.1246528904756753,3,1,0.1246528904756753,0.2986127039946692
COL11A1_integrin_a2b1_complex,Fibroblast peribronchial,T cell CD8 dividing,2.0,3,0.6666666666666666,0.33470829576127853,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.03720653467488911,5,1,0.03720653467488911,0.2975017610863894
COL10A1_integrin_a2b1_complex,Fibroblast peribronchial,T cell CD8 dividing,2.0,3,0.6666666666666666,0.4291584124328467,True,False,Deng_Liu_LUAD_2024;Hu_Zhang_2023_NSCLC,III-IV,1,0.13241371848966785,5,1,0.13241371848966785,0.2967446939431788
