cell_type_adjusted,B cell,B cell dividing,Ciliated,Club_AT2/1_high,DC mature,Endothelial cell arterial,Endothelial cell capillary,Endothelial cell lymphatic,Endothelial cell venous,Fibroblast adventitial,Fibroblast alveolar,Fibroblast peribronchial,Macrophage,Macrophage alveolar,Mast cell,Mesothelial,Monocyte classical,Monocyte non-classical,NK cell,NK cell dividing,Neutrophils,Pericyte,Plasma cell,Plasma cell dividing,Smooth muscle cell,T cell CD4,T cell CD4 dividing,T cell CD8 activated,T cell CD8 dividing,T cell CD8 effector memory,T cell CD8 naive,T cell CD8 terminally exhausted,T cell NK-like,T cell regulatory,Tumor Adeno_Squamous,Tumor EMT_lowProlif,Tumor Evasive_HighProlif,Tumor Evasive_Prolif,Tumor Hypoxic_Prolif,Tumor LUAD_MSLN,Tumor Macrophage_Swallow,Tumor NSCLC_Prolif,Tumor OxPhos_Prolif,Tumor Secretory_LUAD,Tumor TTF1+_Quiescent,cDC1,cDC2,myeloid dividing,pDC,stromal dividing
T cell CD8 naive,3.6427536912086346e-08,0.10810956842091562,0.9557377781308377,0.6077948622902345,0.2365173702962289,1.3616773318614607e-06,5.536138318085471e-08,0.8232972236482499,0.04145889434742655,0.5779840224008139,0.02353253103650263,0.30934807998988295,0.08463911776873394,0.019903655123954336,0.28885784250853985,0.8692234839942111,0.0006452995521643483,0.09416850246707294,0.937158132619629,0.1510800736108645,0.699981238922547,0.7042907721304937,0.4544553175519866,0.035717668953381805,0.8852791895597374,0.01303847756159055,0.3874940220496837,5.138915362187434e-07,0.14225390994098766,0.3401695099842643,0.0,0.2676421499899238,5.423176533515758e-07,0.46157188209033395,0.5347919475624723,0.0015293987729531533,3.433567476344863e-07,0.7692316262153762,0.574972012816862,0.30353138883514114,0.0004657582728351074,0.7760847467022822,0.3073776075192192,0.184269392281232,0.00016660799936127178,0.00018600535881466065,0.613629624107307,0.9703658934101611,0.28159574602494764,0.37231789988414155
T cell CD8 terminally exhausted,0.6199224405291371,0.8484021757878555,0.387449367164048,0.30016019489683093,0.9895305742911206,0.4460942625926731,0.984380899372288,0.4623383148803616,0.24070022380127157,0.9852419716428409,0.20743107314134276,0.693285877205657,0.35770365225719664,0.08298906453431981,0.007849156051304611,0.23695409648677657,0.017222143123988603,0.8277808075750646,0.20788098645054592,0.7177275903519699,0.915889915064396,0.9147711603874337,0.5802117986903466,1.3285557873329454e-07,0.38218877287719677,0.6693439387592879,0.8021504324387807,0.0030077380460933134,6.340077398339204e-53,0.558393042469804,0.2676421499899238,0.0,0.0005568345934460909,0.09334500313125679,0.9233118733548834,0.05774449274719406,0.7726664499130843,1.476333247889655e-11,0.7022397692248676,0.710311426367441,0.05034577937882524,0.5906343131571269,0.7181197716176653,0.4691283037220411,0.024905357525412553,0.16237944012901825,0.6919942392888098,0.3033144978037448,0.4043608889375452,0.6820409616592651
T cell NK-like,0.917315101786201,0.23484852087970193,0.0029007346853499273,0.517127125098443,0.8311871136888922,0.01652058787115762,0.07841038270677804,6.201486248665835e-06,0.9914162634119406,0.2761000413010082,0.6634682508417032,0.7396897697460172,0.08819382077318792,0.06710649671292208,0.02364222612834375,0.42587328121186163,0.009320714683669283,7.345420803002842e-13,6.280630927216654e-07,0.019723862010623268,0.41655343592194316,0.9814122416742453,0.9157536263675966,0.0012839026441597624,0.49151274051311056,0.6361549397494349,0.052076585137964905,1.7055682481404454e-05,0.002480890943783955,0.2725028578205888,5.423176533515758e-07,0.0005568345934460909,0.0,0.20497403473140086,0.8687754902076767,0.010345926580293355,0.0469343714215249,0.4695602011318909,0.6085899234420574,0.8551258723321666,0.011069403492893105,0.9876737217259546,0.5387388319116584,0.07266597344641679,0.003997299229052199,0.02255704169726962,0.13833939492937028,0.562696420639352,0.9780848359718733,0.4361884980272123
T cell regulatory,0.727565057601043,0.700282592572358,0.0020654361204880674,0.00398828577718296,0.016247868720666775,0.17130426865450255,0.42430369049282896,0.026779993017945043,0.0247433698766568,0.5432212932546859,0.7316910206121376,0.5032756045787532,0.1421591338216589,0.000249721719464232,0.6840614805988902,0.26428036064262,0.41625856943110623,0.09590662707614328,0.5557816793269064,0.6797828995632211,0.20842306982867045,0.8236922472235724,0.8536046621189474,0.19997032682428903,0.5093829697440346,0.19705730581604589,2.808786185995542e-08,5.6743445931615016e-06,0.20903299749443854,1.1212658311608564e-06,0.46157188209033395,0.09334500313125679,0.20497403473140086,0.0,0.3062891674223227,0.18181426484883922,0.46862107636373374,0.03778349934208369,0.024660292871328673,0.2627380659147396,0.03491291275245996,0.015904444915533396,0.9986278797244056,0.017696747509097114,0.7615691192330012,0.4455052742981563,0.6477529491727018,0.8914777117198388,0.9250625760387623,0.7077147623078055
Tumor Adeno_Squamous,0.505467202519363,0.7906660519152896,0.8118164826255152,0.8280837122828468,0.40759980428788917,0.9920873851507321,0.8178372068509231,0.6833779598133529,0.639719670088369,0.9079209070396,0.7070790373646851,0.7525181947014048,0.2091907237017936,0.7243318848325336,0.5778547391058206,1.4972325236431874e-08,0.6663823476760997,0.8249544079248141,0.62496193145045,0.685933418163491,2.0567064738787427e-06,0.755158407571012,0.5918020007293201,0.9803894236124334,0.792794952424891,0.4597324677239639,0.5003873357002476,0.4261832374690052,0.9628516326724208,0.5405095251517158,0.5347919475624723,0.9233118733548834,0.8687754902076767,0.3062891674223227,0.0,0.6801718099662237,0.8249066029371795,0.9161354735264298,0.8222512636516677,0.9266198915294955,0.6526274070618152,0.8093686276931722,0.857991306820753,0.7554455722419553,0.6124992892876288,0.9942313993598303,0.8998900725708145,0.7678822462622492,0.9628770217108458,0.8397619394805468
Tumor EMT_lowProlif,0.13246967155057462,0.3042052758404081,0.2955989491177618,0.8095116859519127,0.7614733070848073,0.1772461876008495,0.4199675305886144,0.7926247437211014,0.0074233312313951505,0.5773023072272613,0.029212185125505576,0.8951775138648316,0.00535356334147764,0.7200013587885824,2.145054347706555e-10,0.28494605336361356,0.021548425514871974,0.145828160199795,0.5270380200037138,0.1039780791267667,0.4737559907686147,0.02287495651029411,0.4827421945440253,0.11999233540299091,0.22823761933156694,0.00669983615931616,0.689341261650419,2.6332307063333045e-09,0.05947193541974887,0.309962303971875,0.0015293987729531533,0.05774449274719406,0.010345926580293355,0.18181426484883922,0.6801718099662237,0.0,0.40044755733813153,0.2924094332906005,0.43275840924425774,0.6743167920506428,0.0009074932910813442,0.11970011346896056,0.2666733163363195,0.20289037429021503,4.753653816146933e-07,0.008844587924245228,0.0896574715396203,0.13986158991547915,0.5199386951929518,0.9860747713668638
Tumor Evasive_HighProlif,0.1475242553635372,0.5899476940057121,0.9793692629703885,0.86601360054757,0.41424349889990925,0.29544314288497936,0.6725963424917272,0.47891642004428975,0.8216173241715977,0.7591926011490588,0.8721508166165657,0.5552563617206691,0.9345737189042143,0.32062582435948395,0.40877772881599134,0.7368650666287835,0.09064091677982203,0.4379427892857019,0.9401332350051362,0.8282723659621479,0.465913546656709,0.47808231363378684,0.08979534320026057,0.8569173687543559,0.8765217968709786,0.8626567059033182,0.6421179139148521,0.10562827966731073,0.8052641357656362,0.9090774788501197,3.433567476344863e-07,0.7726664499130843,0.0469343714215249,0.46862107636373374,0.8249066029371795,0.40044755733813153,0.0,0.5497244064625207,0.7619876565643013,0.8770149983397103,0.32291806065749595,0.24531505854318053,0.7982501185798001,0.6857533509557453,0.2793180986254071,0.6359225071266293,0.8749888776587047,0.26274342502417625,0.31911425420029527,0.9342925510795427
Tumor Evasive_Prolif,0.6176398051776316,0.7298280587918338,0.3917309330618621,0.5696881684073402,0.024414970176558907,0.5207053746085794,0.8635778696800073,0.6223081243086221,0.20415283972503528,0.8022750833462394,0.4608112983786556,0.811693359124441,0.601882478834647,0.2941335067352701,0.0915687774905564,0.5789908477310293,0.2516284565729071,0.6046484136210317,0.9786324967575475,2.7300814330636272e-06,0.5056457124598908,0.5453959185180921,0.6872672435721673,0.5656535053934038,0.9503980104977356,0.22953563614937275,0.63867764005913,0.08414131825848156,2.0274957194929664e-11,0.7850042076096004,0.7692316262153762,1.476333247889655e-11,0.4695602011318909,0.03778349934208369,0.9161354735264298,0.2924094332906005,0.5497244064625207,0.0,0.8492813498254302,0.8022716386761645,0.2625444223922046,0.7620413360472005,0.6322931531620367,0.7820918381445644,0.1909564888819878,0.5999776748365767,0.6282533220782066,0.2218038026656913,0.4509112932151935,0.7333788743400856
Tumor Hypoxic_Prolif,0.39370829143321123,0.7655106810647934,0.11114289065569304,0.9247264381198185,0.5362088069649165,0.9186587925825185,0.9422848668644478,0.11050341590076986,0.2941955512422687,0.8559423839295284,0.9290774857627235,0.7428132504188811,0.6712749683953226,0.8265113377800148,0.5807630788627894,0.69958763945026,0.4585763960304691,0.651418070528967,0.20691621066968993,0.7353920112910073,0.5871702667818118,0.8094924163430373,0.6264373299749675,0.7031940162823636,0.03734897167819327,0.3548867596615887,0.8525119305148132,0.1223359845645059,0.9098114415429497,0.06520504639797921,0.574972012816862,0.7022397692248676,0.6085899234420574,0.024660292871328673,0.8222512636516677,0.43275840924425774,0.7619876565643013,0.8492813498254302,0.0,0.8461370497353891,0.3837539368464008,0.654059008735793,0.9093949737482052,0.8928627276748922,0.38004354874119084,0.3605744679915713,0.15436633796460528,0.013262205320520592,0.36269255205232337,0.6809174935949012
Tumor LUAD_MSLN,0.6621326851943239,0.5672490450968606,0.7400169603969379,0.8248018472404022,0.3966762043948735,0.8992073866060224,0.8143666947631659,0.6775745159032796,0.6179818620868577,0.879804819825436,0.701663637345836,0.6768337665054895,0.4272185709273802,0.6311054322670504,0.6995489810248144,0.8115468744993483,0.43594241012555884,0.9506148428621864,0.4992437722448325,0.07511297885052563,0.39295633202529445,0.4329600600678237,0.16302311981680434,0.2604287364797191,0.7944461915019674,0.59792807713348,0.4944250867012514,0.425798806414813,0.9086062422087339,0.3454415917948686,0.30353138883514114,0.710311426367441,0.8551258723321666,0.2627380659147396,0.9266198915294955,0.6743167920506428,0.8770149983397103,0.8022716386761645,0.8461370497353891,0.0,0.6463389844504054,0.6330500598668164,0.8552663961288123,0.931496419734852,0.6110425842742429,0.6816046243134698,0.6996550858877498,0.5001496668425791,0.8759353431351588,0.836696482624656
Tumor Macrophage_Swallow,0.07187859803788606,0.2188052229415643,0.33792048157683413,0.6312186694268306,0.16580298605714466,0.14040742601207085,0.2985505070151472,0.37467964515594643,0.27348245753081063,0.4992067388800339,0.7315025499971517,0.17044480760764819,0.001312757631247398,0.5528972989215394,0.01964926768488123,0.24280402535735826,0.02718164509729692,0.12911392927830764,0.1401878096661956,0.05492971244335989,0.5589401861338,0.28022373629043473,0.1869510509240874,0.06645905025470886,0.40582167021937576,0.03451413351589425,0.6214135778352966,4.532047386494093e-11,0.05046724587255459,0.12783617682372825,0.0004657582728351074,0.05034577937882524,0.011069403492893105,0.03491291275245996,0.6526274070618152,0.0009074932910813442,0.32291806065749595,0.2625444223922046,0.3837539368464008,0.6463389844504054,0.0,0.3164420251037776,0.4927322641050698,0.5626497345671294,6.525882628050398e-05,0.003936149038116259,0.25439128957210616,0.03908548420023186,0.20036422948903368,0.31296069280675737
Tumor NSCLC_Prolif,0.25867223720808225,0.44315007152949754,0.77779027626508,0.2839691422246365,0.3059514989942945,0.6537151135715801,0.45715505685938745,0.9525916065362192,0.7088117703912487,0.20814684229339087,0.7051018942591869,0.005845808127543289,0.5165930125474424,0.35789123106301196,0.18966067317291238,0.8158646859573799,0.7212740463204973,0.5359350796630645,0.22726015487956847,0.30114341352335566,0.3621448670658533,0.11868334614493097,0.792484615079144,0.0544279865791601,0.8106755279229895,0.1031516285381976,0.8253427857662766,0.004647017884800582,0.6424481727204111,0.011995905225134405,0.7760847467022822,0.5906343131571269,0.9876737217259546,0.015904444915533396,0.8093686276931722,0.11970011346896056,0.24531505854318053,0.7620413360472005,0.654059008735793,0.6330500598668164,0.3164420251037776,0.0,0.3711461324722315,0.2746219268044202,0.23416046726514808,0.19053863328669862,0.5227256299749071,0.892364184407764,6.270864342093841e-06,0.43822558502911224
Tumor OxPhos_Prolif,0.2066707274662755,0.5989426776111332,0.9814381092840069,0.9632394317779509,0.7833244614112833,0.5671525409076139,0.6709036503929906,0.7601283824854262,0.6266752500474935,0.7831108451141424,0.5686683903072123,0.8117843251024494,0.36354403898862175,0.4270787031969493,0.17549654660551856,0.6510261705154288,0.46649085999769657,0.5754852437575224,0.8897253930929151,0.415440168155817,0.5988932375262456,0.5541990906040867,0.41606232582533137,0.4638517129253406,0.6776570254693626,0.8892078377620837,0.2855348185475057,0.30385539745387985,0.7577438742592014,0.6208707481126721,0.3073776075192192,0.7181197716176653,0.5387388319116584,0.9986278797244056,0.857991306820753,0.2666733163363195,0.7982501185798001,0.6322931531620367,0.9093949737482052,0.8552663961288123,0.4927322641050698,0.3711461324722315,0.0,0.669985476702125,0.0632605741270256,0.295619273060189,0.5601489140040276,0.43268111815275734,0.3293792365015897,0.7039967590589628
Tumor Secretory_LUAD,0.7374518438459231,0.7059498524985481,0.04282315021547981,0.9833044140018772,0.4539868685824927,0.06701639052494007,0.7668466292418544,0.14815352160276163,0.9246084985019136,0.7200992899942418,0.7905194953594938,0.48386660879871574,0.06183242975397998,0.96009593098168,0.8932326844984119,0.9035232586973556,0.13624674429903824,0.02584391013191515,0.6529077289402271,0.5579063491687847,0.4986563478134229,0.5227772165113458,0.4683488689655476,0.5242184134976596,0.9617397272149001,0.397265713132901,0.05294700815903979,0.039088768620250756,0.4460551452956275,0.09895656169673447,0.184269392281232,0.4691283037220411,0.07266597344641679,0.017696747509097114,0.7554455722419553,0.20289037429021503,0.6857533509557453,0.7820918381445644,0.8928627276748922,0.931496419734852,0.5626497345671294,0.2746219268044202,0.669985476702125,0.0,0.33632349019961943,0.8511945249013674,0.7669128593608907,0.16135741845877197,0.44593936215978885,0.9330615064234576
Tumor TTF1+_Quiescent,0.005367748672024258,0.15321560851847504,0.6395940928730375,0.9782735950209502,0.6377047568722233,0.2867301966514945,0.3197449364431183,0.6120613460076676,0.7275317236882555,0.47266262342761595,0.9504759031033455,0.1846479996771784,0.00047065725600091744,0.4351408158288016,4.011714784395659e-05,0.192354128113743,0.0032980037293350124,0.14966887780358368,0.21044204563414207,0.019536126902672406,0.37250287909647983,0.5637806165472352,0.07818796046983803,0.04447288098779167,0.7780227429372567,0.0005925197712977806,0.22748843598450946,1.03851386597842e-08,0.021818583180516233,0.45183828191125314,0.00016660799936127178,0.024905357525412553,0.003997299229052199,0.7615691192330012,0.6124992892876288,4.753653816146933e-07,0.2793180986254071,0.1909564888819878,0.38004354874119084,0.6110425842742429,6.525882628050398e-05,0.23416046726514808,0.0632605741270256,0.33632349019961943,0.0,0.006414632076282794,0.4933404953826989,0.08084903650666411,0.2852979865868282,0.5667269684800634
cDC1,0.6867135374878507,0.801760387881807,0.41105733467695493,0.6217293513196979,0.12868243554733183,0.018012772206591598,0.11721184368835307,0.587723611530412,0.6101514745628466,0.4383373661041031,0.04974480351596919,0.7176186667066633,0.00498141432992052,0.5379102350036644,0.445409470886405,0.19185456236843576,0.11104530690848476,0.006209427390643173,0.5285338625201303,0.00025668424157072883,0.16908269885384528,0.6251854388236321,0.9149795589447668,0.0028646720440577045,0.8177882930342445,0.0024812452606609763,0.5885896600375121,0.0004891972692976101,0.04653962628270441,0.18298327527391028,0.00018600535881466065,0.16237944012901825,0.02255704169726962,0.4455052742981563,0.9942313993598303,0.008844587924245228,0.6359225071266293,0.5999776748365767,0.3605744679915713,0.6816046243134698,0.003936149038116259,0.19053863328669862,0.295619273060189,0.8511945249013674,0.006414632076282794,0.0,4.587630588087019e-05,0.21360354518232944,0.0015736422049061258,0.013575395281986018
cDC2,0.013017328927323832,0.37293898523640356,0.2087870878166108,0.45380650120472227,3.844128353924106e-11,0.7290200670536412,0.9976211503073451,0.9939728278641489,0.4293248019850964,0.30959195695443614,0.6160354288151054,0.10305087377701755,0.0002988993269052282,0.8461869712117867,0.8974991333815077,0.6494905323430127,0.19399537167118674,0.27028799002006426,0.5979378221459752,4.986976021370105e-05,0.1311659408883535,0.008351433876255308,0.05765786584972222,0.003415834460503185,0.00039437596597132905,0.8626310466251189,0.11617343820027393,0.022782428175517032,0.853761523069882,0.1394133910057562,0.613629624107307,0.6919942392888098,0.13833939492937028,0.6477529491727018,0.8998900725708145,0.0896574715396203,0.8749888776587047,0.6282533220782066,0.15436633796460528,0.6996550858877498,0.25439128957210616,0.5227256299749071,0.5601489140040276,0.7669128593608907,0.4933404953826989,4.587630588087019e-05,0.0,1.4702398349027556e-10,0.021340819043008517,0.00017720123569323965
myeloid dividing,0.24039948777243028,0.7890921291006918,0.012657984944678282,0.6123214370820418,0.034614629423100764,0.8330245848914204,0.4775277168049507,0.8056035711717373,0.3910703679244722,0.3136280840369612,0.5903119539265174,0.5491828370675614,3.916940728705171e-05,0.16244600329965123,0.14699449656577757,0.745282931028396,0.757810780395816,0.46240697696325694,0.3736534366700112,1.02295304521713e-05,0.30399110614427705,0.7716529883177116,0.4677641981740643,0.7112025873599416,0.25246454685465286,0.27217809967847856,0.0033826734866751235,0.0026864072018138565,0.7691420520267491,0.007101835596642359,0.9703658934101611,0.3033144978037448,0.562696420639352,0.8914777117198388,0.7678822462622492,0.13986158991547915,0.26274342502417625,0.2218038026656913,0.013262205320520592,0.5001496668425791,0.03908548420023186,0.892364184407764,0.43268111815275734,0.16135741845877197,0.08084903650666411,0.21360354518232944,1.4702398349027556e-10,0.0,0.8171680150861867,0.08220431846058779
pDC,0.5496825123368051,0.6964542653838477,0.9394306596215717,0.18803860529231384,0.7523388625456214,0.9345143253123542,0.7701854137733898,0.9298458995374291,0.3607270325023676,0.7034048232722987,0.8880710463435912,0.521088066965072,0.7094844103982757,0.10441242844332284,0.926264240899857,0.8635582853559415,0.17912018246529712,0.0028242791844922364,0.8362305324872815,0.006780971394222442,0.5109211375323505,0.02243893449932857,0.5234883715417791,0.28679576000257284,0.09311711380126515,0.49542681830269136,0.0033486682111911175,0.4568444622057021,0.9076864408743768,0.4131716626349776,0.28159574602494764,0.4043608889375452,0.9780848359718733,0.9250625760387623,0.9628770217108458,0.5199386951929518,0.31911425420029527,0.4509112932151935,0.36269255205232337,0.8759353431351588,0.20036422948903368,6.270864342093841e-06,0.3293792365015897,0.44593936215978885,0.2852979865868282,0.0015736422049061258,0.021340819043008517,0.8171680150861867,0.0,0.3655733904346349
stromal dividing,0.5225898873182738,0.9554186513668176,0.5431596928853548,0.6512102988261288,0.012546900982280148,0.7814052875082376,0.24519859804375524,0.7439619131946005,0.3254474799347117,0.7528072871806265,0.6570299541606061,0.7466522791730908,4.57314244866289e-05,0.8227137048982401,0.10973415608603203,0.6005097647708001,0.28568470268656515,0.03530501808720808,0.8691471927328487,0.0033508628669797055,0.5734655182963627,0.06189106460919292,0.7783881774138187,0.053413661534898904,0.21468801438799154,0.6062443102589008,0.3038635945334399,0.1949656543750555,0.7472365855243338,0.0605991552731312,0.37231789988414155,0.6820409616592651,0.4361884980272123,0.7077147623078055,0.8397619394805468,0.9860747713668638,0.9342925510795427,0.7333788743400856,0.6809174935949012,0.836696482624656,0.31296069280675737,0.43822558502911224,0.7039967590589628,0.9330615064234576,0.5667269684800634,0.013575395281986018,0.00017720123569323965,0.08220431846058779,0.3655733904346349,0.0
