cell_type,ADIPOGENESIS,ALLOGRAFT_REJECTION,ANDROGEN_RESPONSE,ANGIOGENESIS,APICAL_JUNCTION,APICAL_SURFACE,APOPTOSIS,BILE_ACID_METABOLISM,CHOLESTEROL_HOMEOSTASIS,COAGULATION,COMPLEMENT,DNA_REPAIR,E2F_TARGETS,EPITHELIAL_MESENCHYMAL_TRANSITION,ESTROGEN_RESPONSE_EARLY,ESTROGEN_RESPONSE_LATE,FATTY_ACID_METABOLISM,G2M_CHECKPOINT,GLYCOLYSIS,HEDGEHOG_SIGNALING,HEME_METABOLISM,HYPOXIA,IL2_STAT5_SIGNALING,IL6_JAK_STAT3_SIGNALING,INFLAMMATORY_RESPONSE,INTERFERON_ALPHA_RESPONSE,INTERFERON_GAMMA_RESPONSE,KRAS_SIGNALING_DN,KRAS_SIGNALING_UP,MITOTIC_SPINDLE,MTORC1_SIGNALING,MYC_TARGETS_V1,MYC_TARGETS_V2,MYOGENESIS,NOTCH_SIGNALING,OXIDATIVE_PHOSPHORYLATION,P53_PATHWAY,PANCREAS_BETA_CELLS,PEROXISOME,PI3K_AKT_MTOR_SIGNALING,PROTEIN_SECRETION,REACTIVE_OXYGEN_SPECIES_PATHWAY,SPERMATOGENESIS,TGF_BETA_SIGNALING,TNFA_SIGNALING_VIA_NFKB,UNFOLDED_PROTEIN_RESPONSE,UV_RESPONSE_DN,UV_RESPONSE_UP,WNT_BETA_CATENIN_SIGNALING,XENOBIOTIC_METABOLISM
AT1,1.2746405986660962,-1.0,1.3055450752205686,1.2437168155361706,1.3093586017184997,1.004553939172189,1.2648371569044126,1.166072290600218,1.3071530593808254,1.3034837938908819,1.0403538781023276,0.917925379324733,-1.0,1.295871961148851,1.323741954847128,1.2254457377562837,1.1416147023240633,-1.0,1.1997886889931926,1.2780880690431822,1.2915648969275864,1.2388866050127019,1.0485231115324811,0.9324041769330996,0.9494740536495099,0.9494557666737024,0.9031542351722063,0.9773691459193944,0.779357016654296,1.2325814496192735,0.9729054120393258,0.7422303496349267,-1.2659696760419452,1.2569152551498162,1.2451892648138616,1.096320961849963,1.2336159658120947,0.921892568233723,1.245480082569345,0.9092018167426613,1.3721635778417676,1.0751808319060858,0.7192075901050463,1.3911176010614736,1.146938527492042,1.1126612877848248,1.3607925937575918,1.1536838441437087,1.1849058844216525,1.1201064927589504
AT2_ROS1+,-1.1231876394058358,-1.8283895590252235,1.214500996885425,-1.0783697670151275,-0.9545696640963907,-0.7912766735060629,1.01150933428434,1.301217099994102,1.4023426566973458,1.2867451833677352,-1.0292676914283272,-1.6431224600874612,-2.074043412719576,-1.1899439685238749,1.6723442361576246,1.3105755522626872,-0.959880957856819,-1.625944719979741,-1.243120684698784,0.9958010401319364,1.2451138684752658,-1.0545417998175395,1.1344556727471,0.9928496844629018,0.9724054137618663,-1.6120138743965302,-1.5930742696516127,1.4275806160575855,-1.0466687425571428,1.121086655819189,-1.5060628204425688,-2.226753917346746,-1.4851810650250814,1.0483294487585122,-0.7237660283972985,-2.1202753531259675,-0.9838488217772575,-1.4471911724865236,0.9873966678247975,-1.3176684295718821,1.0381158518783515,-1.4373499084873675,-0.9256630367850776,1.1989942434933836,1.4711424910536341,-1.4256716890516052,1.6520778458075036,1.0483658959235485,0.9016422115163489,0.9506278897681543
Ciliated,1.0734129588430465,-1.0,1.0005172790096675,0.711040622773235,0.67065292377885,0.6704755013502117,0.8871016769398778,1.1439378123336728,1.1039892371638893,0.9931102645502737,0.8371438183398778,1.0641277773317053,-1.0,0.5891125620380061,1.0606420642456367,0.9925155649750428,1.0160327919897092,0.6071047747607744,0.9327003554780507,0.7045710092143094,1.159299226410822,0.7737316839974416,0.7864708093766218,-1.0,-1.0,0.9243975033672456,0.7757388503024273,0.8692841209710993,0.6675577093552175,0.901412353550703,0.8339176108746015,0.8748256436644645,0.5814741653768192,0.9922758181608444,1.1345356408066083,1.1814325660164107,0.8233118553109198,1.1209376340595372,1.1416656583723996,0.7425565883936426,1.1752609750770193,1.160601972781437,1.120068243584202,0.9502918416187183,-1.0,0.9192094155868772,1.1174163180281247,0.8246325265601135,0.9543429969696743,0.9924784137209627
Club_AT2_even_1,1.2734907420237245,-1.0,1.2451678399937545,0.7947012568111159,0.9927206153393158,0.8415748184948916,1.078744240524099,1.2117432711662466,1.412588798292407,1.2477524080697595,0.9550754308637962,1.1228586374745562,-1.0,0.8236992911324523,1.2618204662200558,1.2232546597684026,1.2619294770176124,-1.0,1.084378342923344,0.9951720072360913,1.2670446386098064,1.1137584285266628,0.9860863626569568,0.9838783913787025,0.8385114353133988,0.8446598407083771,0.7731739209329301,0.9586705186217432,0.7100836583465197,0.8611120800211162,1.1432091541629328,1.2205008367834322,0.9690704906805284,1.0516814262766485,1.1294545975511003,1.3699521026812904,1.194694892728164,1.2310581105015412,1.260392001441786,0.9118160690236986,1.314678118235602,1.1672105980536762,0.8491122305102836,1.20398104507473,1.1430075263868822,1.1779017758844155,1.1662747764810304,1.246023125330541,0.9978064056895011,1.215071173575729
Club_AT2_even_2,-1.2309060967782135,-1.1678516264357754,-1.1010162394870155,-1.0212092056823923,-1.1010444011056733,-1.010833978535299,-1.1962796538810372,-0.7919563522625005,-1.0003844432917994,-0.8864037587554949,-1.0531912763449431,-1.3045278221279228,-1.3427587620069694,-1.0789148234605304,-0.7788020054612723,-0.9639285634587063,-1.196674417902775,-1.3211097189105578,-1.133247874470977,-0.9441723629726311,-1.1182872092248874,-1.121240421013753,-1.02707392791207,-1.047490796234433,-0.7979455207734206,-1.2035726402025515,-1.2015226941884627,-0.47507653583075615,-0.780412205989189,-1.2073998332606002,-1.3280146316264838,-1.4508522693526347,-1.2146974329685492,-0.9568613311093257,-1.0727238640384873,-1.449117043299966,-1.123517790933333,-1.1921703369206116,-1.1311164483765368,-1.2756637659632415,-1.266178247785909,-1.3195341868755326,-0.9746790795484123,-1.1334735803210556,-0.8674766490919934,-1.293395604361834,-0.9994699045501405,-1.1241339608386993,-1.0013334635868165,-1.0810240445113939
Club_Ciliated,1.3366838290128438,-1.826449493180387,1.4288141871731068,0.8816927224242335,0.8428476822639237,0.7693633256360607,1.0775048570519081,1.446962445132642,1.4829137625421722,1.3466110544053909,1.033090142029308,0.931677566349337,-2.631171965265752,0.8447341658200272,1.493821857390501,1.4447431999160532,1.2789251462656366,-1.9094106128623856,1.2405571603336474,1.0999334748889373,1.331234736721215,1.2219781711966098,0.9105624697416094,-1.159489416490686,0.8732720779693122,-1.3807447094108092,-1.4580088477896678,1.2703159159434059,0.8132572584966973,-1.254655101633686,0.8825202197616487,0.7319286903880035,-1.0780002925495842,1.0694182879372318,1.3498282469894884,1.4752652018073973,1.1728332647199822,1.2081988158889259,1.4342145393407941,-1.3179364212370828,1.4910964415262895,1.246795654612944,0.9384942819301945,1.0792550504215752,1.289551398037184,1.1782190395954915,1.2494362380397923,1.115595731546697,1.077663082334252,1.3123682056090236
Tumor LAUD_LUSC_AT2,1.1279330527152391,0.6447135788864933,1.1465700895989002,1.0391163426827366,1.1376588399165772,1.0638431387468004,1.2074730885851996,1.0321010495741483,1.1548080866482349,1.0429519143412258,0.9462305853071324,1.0768356642760861,-1.0,0.9297722634416055,1.1587453793921605,1.1558705372549214,1.0483759611549837,0.736233082873124,1.0991482669403316,1.014329415698758,1.1167046476573885,1.0384346990043252,1.0029723102925854,0.9694055955971876,0.8852634916786041,1.1529710440389227,1.0149980865643327,0.8856658367484603,0.8590135794870998,1.0650102390342298,0.9772381934611849,1.090866045944127,0.7764467754278339,0.98937921082038,1.0750807518061731,1.2001130024398248,1.1890563412431137,1.0862341107568267,1.0600896097175967,1.0982861150966499,1.237195745098381,1.1580860648727298,0.727905759969511,1.2552648387507948,1.2170607128670619,1.1771866864870055,1.0704812335575753,1.1228753007295211,0.73614704304589,1.0172401378489944
Tumor LUAD_AT2_high,0.9994743341198606,-2.019685781380082,-1.0970013411309245,-1.127934267990826,-1.2383631622223563,0.7761171084552706,-1.487382079113201,1.0817986679414981,-0.9618574056393787,-1.3230411084444094,-1.483566911803075,-0.9321989646067282,-1.032418970248146,-1.5821945832504893,0.9205254118112327,0.9439442194994662,-0.9883000623432687,-1.350454132018731,0.8799810093299839,1.5149968534741154,0.9514585317016868,-1.207483641247477,-1.1304935868471122,-1.4735651318323293,-1.6122590424309249,-1.3340557670794257,-1.6089617725309244,1.3726911766080194,-1.0792651433855833,0.9460930873001226,-1.4399047279844228,-1.5213571034309477,-1.1270834421271336,-0.9353711620506171,0.7931667289713742,-1.0651163548390234,-1.3258912977306627,0.9565936950317504,0.9036524139337601,-1.1313436236869074,1.3140495893886344,-1.3381487081484895,1.1456004695377733,-1.255934638929844,-1.495548214745317,-1.0822636508835777,0.9715263353728655,-1.1502582263886356,1.0539038909374947,-1.04786889869446
Tumor LUAD_AT2_mitotic,-1.1339280412435617,-1.2649129735817555,-1.0722130987926481,-1.044581996311864,-0.9684125819396534,-0.7670482031300078,-1.128716294376832,-1.088264493686411,-0.715873517207108,-0.8674340737263054,-1.182487331326877,-0.9364809132521604,-0.6334255455926009,-0.9216377084412992,-0.8427932452572754,-0.7890126943638224,-1.0193420317810344,-0.9146554160845367,-0.7721719335858965,-1.1093013856863112,-1.1967411730010638,-1.1195699367808032,-1.208891738607582,-1.209337491798046,-1.1210182036683214,-1.1652006923352847,-1.2580515012819897,-0.7931483947572462,-0.978736829881917,-1.17153091769609,-1.0772025349094472,-1.0204297861875,-0.804194580455658,-0.9391696640240659,-1.0181020539845635,-1.0171979575323347,-1.0922934467784573,-1.182569523152583,-0.9504538024767952,-1.2609434370104815,-1.1809903492703162,-0.931669771150553,-0.6308005853798819,-1.2218112288366634,-1.3112720773872006,-1.1825409647505536,-1.091525532110976,-1.1610430046817062,-1.03296714464831,-0.9578892147180899
Tumor LUAD_LUSC,1.1583675112905736,0.6732924998542856,1.072627553358533,0.9501715676233753,1.012280777620356,1.0933494554409016,1.0330413898031316,1.0481645691534534,1.1864670518921563,0.9870194054997725,0.9458774042275144,1.143104943638816,1.0571008792691854,0.7964758071823451,1.0687455020914576,1.094819336915573,1.1334621433718763,1.0379931816993775,1.1148641047831473,1.0069602520676764,1.0958114038642226,1.0712914648980851,0.9239634510082079,0.8297031055767965,0.7926929114676133,0.9776669081378966,0.945917816313602,0.9431147968458301,0.6442927888231452,1.0285634875995322,1.1862100345519306,1.3260168506600591,1.1201849982794154,1.0180601124986342,1.0542133528955948,1.2928668978922624,1.1303559922561923,1.1187679575083922,1.0880134999031603,1.0546996331121383,1.189171251236585,1.2175387701591727,0.9803419538156223,0.9917895040432696,0.9144794935007973,1.1985462451373097,0.9708807024359304,1.126854817349726,0.931437865697853,1.1275023496670236
