cell_type,ADIPOGENESIS,ALLOGRAFT_REJECTION,ANDROGEN_RESPONSE,ANGIOGENESIS,APICAL_JUNCTION,APICAL_SURFACE,APOPTOSIS,BILE_ACID_METABOLISM,CHOLESTEROL_HOMEOSTASIS,COAGULATION,COMPLEMENT,DNA_REPAIR,E2F_TARGETS,EPITHELIAL_MESENCHYMAL_TRANSITION,ESTROGEN_RESPONSE_EARLY,ESTROGEN_RESPONSE_LATE,FATTY_ACID_METABOLISM,G2M_CHECKPOINT,GLYCOLYSIS,HEME_METABOLISM,HYPOXIA,IL2_STAT5_SIGNALING,IL6_JAK_STAT3_SIGNALING,INFLAMMATORY_RESPONSE,INTERFERON_ALPHA_RESPONSE,INTERFERON_GAMMA_RESPONSE,KRAS_SIGNALING_DN,KRAS_SIGNALING_UP,MITOTIC_SPINDLE,MTORC1_SIGNALING,MYC_TARGETS_V1,MYC_TARGETS_V2,MYOGENESIS,OXIDATIVE_PHOSPHORYLATION,P53_PATHWAY,PEROXISOME,PI3K_AKT_MTOR_SIGNALING,PROTEIN_SECRETION,REACTIVE_OXYGEN_SPECIES_PATHWAY,SPERMATOGENESIS,TGF_BETA_SIGNALING,TNFA_SIGNALING_VIA_NFKB,UNFOLDED_PROTEIN_RESPONSE,UV_RESPONSE_DN,UV_RESPONSE_UP,WNT_BETA_CATENIN_SIGNALING,XENOBIOTIC_METABOLISM
Tumor LUSC2,2.118192852327942,-1.8519087880971605,2.4487753499582783,1.6487563292456304,1.8689769399374379,1.7504567064817873,2.6411767511731883,0.7328765887209546,2.784555311283937,1.4259524633780307,1.9885611976608446,2.253557843581944,-2.8004067233453442,-2.2389168666147317,1.529860714026118,2.5112703058775105,2.1262389887451634,-2.5586244101092386,2.283030091420996,1.6008934438909146,1.419304924464283,-2.0872372709802494,1.647533215488856,-2.408525442872781,-3.505524578595259,-2.6556799970195026,1.324378301142194,-1.9327707774169627,1.9472557797710952,3.1961526245277145,3.6113646092428677,-1.8977499620872351,1.1460484648589688,3.4737756197556178,2.1865435321729474,1.830753430599201,1.8443741211085176,2.855553748167132,2.927484921836923,0.5011539382695409,1.4422391166375677,2.5820782988052313,2.759319122215395,-2.309229846012041,-1.8410069565691651,0.876761821469679,2.41200528431704
Tumor LUSC_LUAD,-3.0016249561202724,-2.949939416035546,-2.162162611105329,-1.4737886955261983,1.4238638707075497,1.3190653821178913,-4.3410974158658675,-1.4105852218970156,-1.7673167405394092,1.042304652374952,-2.125991303148925,-2.097279132828604,-4.1217108233456985,2.0164869703803565,1.218032173359015,1.2940814138855257,-1.1647241495298777,-4.266518724060158,2.8408163497126977,-0.9430503853440871,3.0059538045620178,-2.1228987726885364,-2.392232129229824,-1.921920945497016,-2.3881132593092045,-3.8113140839297306,2.16122234382887,1.5565105453721237,-2.9160639731134275,-3.5663923712621077,-4.762589318324807,-1.4966681164121949,-1.1136195695412945,-2.4782148541828133,1.838786923660285,-1.3247817195832117,-2.2740309287889797,-2.0955779728836146,1.440419675151531,0.803784122867391,1.2421723790348702,-4.804986659817086,-2.329059697555943,1.8895953856670669,-2.020931186822869,-1.2911332521569223,1.284587879099425
Tumor LUSC_LUAD_mitotic,-3.6259192548954733,-3.6747917025166568,-2.860140594109531,-1.9773276479952844,-1.7760566480261362,-1.4343332981858208,-4.093221434402621,-1.277647729477979,-1.5373370697704696,-2.28947227526853,-4.023822976514272,-1.9202444130679064,4.681888854523962,-5.199410453713895,1.5869360618274846,2.4471951805763204,-1.593015851629818,5.217645753853392,2.8195599577248815,-1.0473960720368378,-2.6073367617519057,-2.619428058410638,-2.450988362678997,-3.0799808664125297,-2.98508289425153,-4.7384932958398185,2.460788688773429,-2.424511158031608,3.1361021770189548,-2.297186399819884,2.196729901123841,1.5382457088789794,-1.6526737237712326,-3.151511106410897,-1.995010604453044,-1.2930527470931517,-2.111892347765901,-3.1578133980916556,2.0462023809527805,1.2610965633260673,-2.781438284631075,-6.203911559866683,-2.7977048076893523,-3.463442908263652,-2.072511074534685,-0.8528278791690204,1.5034893394876063
Tumor LUSC_mitotic,-3.7608693878164106,-1.779703563427793,-2.444711142023771,-2.123680597738067,-2.3450492093658473,-0.7386336206423796,-4.02011105460512,-0.8299201828868561,-1.948267605211952,-2.340951294715796,-3.32520101801745,-1.7355576519444968,-3.465132848887113,-4.719342359527247,1.3214093638774687,-2.0716971031696745,-1.4616225657219584,-3.3844482803758114,-3.086343166450723,-1.750898790982843,-3.9138834903526005,-2.9956810361793544,-1.8469132167138334,-2.6923110916204105,-3.6223454949636054,-4.400481476006863,2.4723755244290504,-2.745706516107636,-3.787901096620018,-3.937548953879286,-3.799620519391112,-2.234209212033613,-1.0643550303061886,-3.9032284902081487,-3.7604380960411343,-1.1900755989401557,-2.2508851878365332,-2.980584347078022,-2.6654591623435158,1.0320166970545939,-2.4557042119353985,-5.331194411573076,-3.8592080151572294,-3.7838345949302163,-2.2010913520180195,-1.404154621129151,-1.4092525434382313
Tumor LUSC_mitotic2,-2.761735705810844,-2.5685237356833315,2.166435486486961,1.4383010197168848,-1.4481827587810372,1.3742747039895393,-2.804259947900496,-1.043969437340438,1.818540841585979,-1.701013978533616,-3.2527242750454177,1.3800862129950893,-3.80504490407764,1.953233205771681,1.1536035158634161,0.9761920842570304,-1.2234918327218818,-4.52462703336972,1.8733914951175772,0.9193062143565732,-1.8787755043140018,-2.0439667058892983,-1.2369019011519962,-1.98161719263604,-3.462524540286236,-3.8953053266592867,2.16598533068909,-2.136890606917903,-2.7280695332630462,2.3633452403786337,-3.255917492915474,-1.7977981893439305,0.9451388506280761,-3.0514082289341085,1.8471770405047299,-1.1953715336117121,1.8711963556719384,2.8542238420240946,1.5747981976521508,1.011752618959761,1.5554883218462279,2.4278174924323457,-2.3839962186668564,-2.5094485946567624,-2.5841000681224977,0.8536793416310865,1.8354267743933823
Tumor NSCLC_mixed,-3.260561166393064,-2.5373205153473437,-2.1676940061629186,-1.80218342076783,1.0222530356565591,-1.2220670562715477,-3.4473999455366404,-1.7785839494957167,-2.181077656773496,-1.3396049617559362,-3.220287810248781,-1.8472840305604727,2.3326127372296344,-3.8009317701331096,1.7234452705429728,-1.1845008261936487,-1.6011097211841956,1.9609374093106298,-2.2220586456713067,-1.4626634867890589,-3.6634504558591647,-1.7761672878460695,-1.9707732636448747,-2.9245464688680842,-2.7411082725778897,-3.3261607475798742,2.43093568863057,-2.8504486258513917,1.8966162182818609,-4.192008567521409,-3.216920264521319,-2.1175511173897794,-1.1841922032525292,-2.8003987640906844,-3.479167430082808,-1.1892347954550797,-1.4490398022994861,-2.7942812978344027,-2.591266492856937,1.168728734440562,-2.2739990046950838,-4.120575551521582,-2.3144462793970577,-2.6791351909942906,-2.00394024879171,-1.5345586295099587,-1.0941984828544864
Tumor cells LUAD,1.6120860303512354,-5.058395874830492,2.87417730110335,-1.539423537227999,-1.7101114078969895,-1.032407165343191,1.9264389658712178,0.7199731028026964,2.3868001028766392,1.3598576283050696,-2.3123201259871484,2.0970723735547523,-3.632486645679304,-3.5932124992012864,2.1385986683701264,2.0495268591745166,1.523808515020414,-4.3227430066748305,3.696649442991641,1.526215193925366,1.6603451734173726,-3.235780720355222,-2.983007877915133,-3.7509073261190378,-2.5170734781689146,-3.6647030976705106,1.3450302761888637,-3.01537791399797,-2.245904694353335,3.1671318469279894,1.7853520417372095,-0.7502133316523486,-1.76445149991752,2.894619537380049,2.31890417991814,2.183810239303297,1.290732606327365,2.323115665943595,2.517181680460238,0.5362533689212298,-1.3228756424334878,-4.641705910782746,3.1542242349199583,1.2389567921266758,-1.6849968116091192,-1.6998793966439896,1.5292049168994246
Tumor cells LUAD EMT,-2.982310309907481,-2.1902111904559876,-3.8806349912755467,-1.9801040752284318,-1.8372737203114409,-0.7075273010379031,-4.51377003474415,-1.1962645739232982,-3.612743090495324,-2.3459924215065255,-3.569683196251285,-1.9685915421076061,-4.716013479339319,-3.3998450467800683,-1.3465242583893657,-1.9497114475394908,-2.484293494904851,-4.022202820359373,-3.543676279543597,-1.353501657476168,-3.4802315744208743,-2.3393015609353167,-2.4997908897869765,-2.208582494676008,-2.800642702973254,-3.8342567415497935,3.039730439931124,-3.5686584500847234,-3.579185012714431,-5.129515353154632,-4.265804344352893,-2.0552734117921827,-1.1709437010247645,-3.1945999089818176,-2.6375232041111514,-1.3498522375508217,-1.9988690470512391,-3.5112129955025555,-2.529454124825233,0.8621676690505303,-2.009776776891551,-4.796722367929267,-2.571602461592401,-3.0672133758488203,-2.3034781004232454,-1.3505982750482117,-2.1043096007925923
Tumor cells LUAD NE,1.6646779298573828,-5.529924631866697,1.9233643514298142,-2.3772572300733423,-2.3095951948898947,-0.5844535493390249,-2.4464259031645863,1.1862798125151721,1.96980802919743,-3.018130376805671,-2.8869923824704578,2.9551064816330563,4.29149299949376,-4.814776091775196,-3.139990993541812,-3.05240872960902,1.9616775010917793,4.158145529953582,-1.8473002625390085,1.7288771994484171,-2.685475181443929,-3.7247993135846933,-2.4691385154332193,-5.426449482028234,-4.368454842019676,-6.673521324975912,-2.1209186673825515,-3.5198480329226687,3.2351025280885835,2.218891693883834,4.141660976931385,2.2234884327007847,-2.5219177612716024,3.657196758680612,-1.9054741770719439,1.7170996789404929,1.8241416134636488,1.7136474908787036,1.0457316244260042,2.0351268525568735,1.6095766294169616,-4.027549793847522,2.149009696557138,1.4328579790706577,1.6956053848550665,1.0287081083024472,-2.210633429071887
Tumor cells LUAD mitotic,-4.163723716281949,-3.5935333532941356,-1.492902744270841,-1.6205292211043636,-1.5513956041999037,-1.466254965899878,-3.7808585255899203,-1.243534972272547,-2.046795850931284,-1.2383203151421585,-2.385020262903305,-1.0558111217106514,1.9153284513306799,-4.219244291146555,1.273628746263532,1.4060958380786421,-1.5511769799793134,1.7640135525526146,2.619456197762404,-1.8760634753175516,-2.4562816054857275,-3.007568039798547,-2.426532231749767,-2.8230536386914005,-2.421033689303789,-3.8893042765130574,3.0071742475174794,-2.8105811475057814,1.6839037463068989,-2.9597457781028917,-3.8966413410814646,-2.332168899465621,-1.246660315718867,-2.9336530933704097,-2.6003181343305735,1.0575373954947824,-1.849828243706119,-2.3946067582451236,1.1308579400205006,1.4766473676567076,-1.636335266701594,-5.105884127270705,-2.111334737139665,-2.9098716917772225,-1.4846184561276756,-1.4747901818277689,0.7916979058851942
Tumor cells LUSC,-4.054770493225038,-3.579791515940181,-2.2495119777811707,-1.4898421288836556,-1.7874356446895314,-1.4042986992594553,-4.178013256961639,-0.9643680828326413,-2.9678632214241003,-2.377350306800461,-4.1005952525594624,-2.5298346010960295,-4.606131613337675,-3.7854971476640595,-1.1377448591145303,-1.293618118713466,-1.866694701152766,-5.021649418481092,1.555039525257804,-1.6991705663157792,-2.457852363770034,-3.487136963790318,-2.7639924480091835,-2.7483229343247517,-3.4904680176238494,-4.250550102866722,1.997059254644575,-2.0348407349231197,-4.42199666154171,-4.42329551500115,-4.613215467142558,-2.726096647239086,-1.201058043264149,-3.2322629432295584,-3.254416588547053,0.7555013769998119,-1.5995317585119315,-3.2127163240083463,-2.220675269733475,1.074920239938904,-2.3871454770482496,-5.239119427539643,-3.3902650620261725,-2.9092103101988136,-2.1725150494492307,-0.7911513083506175,-1.9947998927077524
Tumor cells LUSC mitotic,-3.019154125181663,-4.761130647787539,-1.4790288719723814,-1.7357548716067575,-1.8122253365721135,-1.506496235466133,-4.098834640123517,0.8217849031951427,1.006811184665219,-2.3326156252715973,-3.600174167386469,2.4529126736573272,6.2971476980621786,-4.601379908483914,-1.6408132604908734,1.3817397256293171,1.3364826074221077,5.434312735769364,2.476889327162961,-1.5924146958174967,-2.9755556924095323,-3.836593889213879,-2.7784376314535506,-4.054577613567331,-3.0786528033171523,-5.576087850373187,2.0553525663764214,-2.7792184140303173,3.7223599897823982,-2.4396908744655157,4.9997526123254055,1.5685630322845623,-1.4221315886248767,1.350106940080041,-2.6767406504876647,1.364904941502798,0.9731676635202712,-1.7029918638145376,1.477975065429158,1.8983611633829296,-1.7043573125982459,-5.28279986891106,-1.6601431541715141,-3.710343799088821,-2.0717218804061335,-1.3595938519444235,-1.1939636305026702
transitional club/AT2,-3.4020442448293546,-4.158556054257426,-1.4804617784076861,-2.1544019409043096,-1.5155498276554027,-1.2683770263994414,-3.9659796640626794,0.8537488585126751,-1.5629173256139688,-1.4970289744475367,-2.974187038474871,-2.3426646038179184,-6.171895438199049,-5.374592876005407,2.0851997434256324,2.492425096865822,-1.5898378499726253,-6.5597683611777775,-1.7773064554933191,1.2089722393048268,-3.128207885842557,-3.107370119607723,-2.330492103772526,-3.2389311914260395,-3.2565277745785153,-5.483872886187268,2.8881884399573283,-2.1558020465009493,-4.350654155154839,-4.646232739517461,-6.184118507358234,-3.18519533458978,-1.135316791140921,-3.4525015657186255,-2.6247155033713265,1.094960907648595,-1.747269411804348,-2.571423529266718,-2.363356988660867,-1.035830802681735,-2.102066585326865,-5.824975638770345,-3.6384752035787993,-2.781638397219668,-2.0456856745562755,-1.810401734972883,-1.2294425123524404
