status,time,cluster,dataset,patient_column,patients,cells,cell_types,degs,parameters,dataset_spec,interactions
complete,I-II,0,Chen_Zhang_2020,sample,5,10545,"['AT1', 'B cell', 'Ciliated', 'Club_AT2_even_1', 'Club_AT2_even_2', 'Club_Ciliated', 'DC mature', 'Endothelial cell arterial', 'Endothelial cell capillary', 'Endothelial cell lymphatic', 'Endothelial cell venous', 'Fibroblast adventitial', 'Fibroblast alveolar', 'Fibroblast peribronchial', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'Monocyte non-classical', 'NK cell', 'Neutrophils', 'Pericyte', 'Plasma cell', 'Smooth muscle cell', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 activated', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor LUAD_AT2_mitotic', 'Tumor LUAD_mitotic', 'cDC1', 'cDC2', 'myeloid dividing', 'pDC']",6068,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Chen_Zhang_2020', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",6578
complete,I-II,0,He_Fan_2021,sample,4,11457,"['AT1', 'AT2_ROS1+', 'B cell', 'Ciliated', 'Club_AT2_even_1', 'Club_AT2_even_2', 'Club_AT2_high', 'Club_Ciliated', 'DC mature', 'Endothelial cell capillary', 'Endothelial cell lymphatic', 'Endothelial cell venous', 'Fibroblast adventitial', 'Fibroblast alveolar', 'Fibroblast peribronchial', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'NK cell', 'NK cell dividing', 'Pericyte', 'Plasma cell', 'Smooth muscle cell', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor LUAD_AT2_mitotic', 'Tumor LUAD_LUSC_mitotic_even', 'Tumor LUAD_mainly_AT2_low', 'Tumor LUAD_mainly_AT2_mitotic', 'Tumor LUAD_mitotic', 'cDC1', 'cDC2', 'myeloid dividing', 'pDC']",5184,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'He_Fan_2021', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",4168
complete,I-II,0,Kim_Lee_2020,sample,8,16147,"['AT1', 'AT2_ROS1+', 'B cell', 'B cell dividing', 'Ciliated', 'Club_AT2_even_1', 'Club_AT2_even_2', 'Club_AT2_high', 'Club_Ciliated', 'DC mature', 'Endothelial cell arterial', 'Endothelial cell capillary', 'Endothelial cell venous', 'Fibroblast adventitial', 'Fibroblast alveolar', 'Fibroblast peribronchial', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'Monocyte non-classical', 'NK cell', 'Pericyte', 'Plasma cell', 'Smooth muscle cell', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 activated', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor LUAD_AT2_mitotic', 'Tumor LUAD_mainly_AT2_low', 'Tumor LUAD_mainly_AT2_mitotic', 'cDC1', 'cDC2', 'myeloid dividing', 'pDC']",7708,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Kim_Lee_2020', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",7537
complete,I-II,0,Lambrechts_Thienpont_2018_6653,sample,6,7542,"['AT1', 'B cell', 'Ciliated', 'Club_AT2_even_1', 'Club_Ciliated', 'DC mature', 'Endothelial cell capillary', 'Endothelial cell venous', 'Fibroblast alveolar', 'Fibroblast peribronchial', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'Monocyte non-classical', 'NK cell', 'Plasma cell', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor LUAD_AT2_mitotic', 'Tumor LUAD_LUSC', 'Tumor LUAD_LUSC_mitotic_even', 'Tumor LUAD_mainly', 'Tumor LUAD_mainly_AT2_mitotic', 'cDC1', 'cDC2', 'myeloid dividing', 'pDC']",8232,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Lambrechts_Thienpont_2018_6653', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",6278
complete,I-II,0,Laughney_Massague_2020,sample,5,5100,"['AT2_ROS1+', 'B cell', 'Ciliated', 'Club_AT2_even_1', 'Club_AT2_high', 'Club_Ciliated', 'Endothelial cell venous', 'Fibroblast adventitial', 'Fibroblast peribronchial', 'Macrophage', 'Mast cell', 'Monocyte classical', 'NK cell', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 activated', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor LUAD_AT2_mitotic', 'Tumor LUAD_mainly_AT2_mitotic', 'cDC1', 'cDC2', 'myeloid dividing', 'pDC']",6323,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Laughney_Massague_2020', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",4531
complete,I-II,0,UKIM-V-2,sample,7,15959,"['AT1', 'AT2_ROS1+', 'B cell', 'Ciliated', 'Club_AT2_even_1', 'Club_AT2_even_2', 'Club_AT2_high', 'Club_Ciliated', 'DC mature', 'Endothelial cell venous', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'Monocyte non-classical', 'NK cell', 'NK cell dividing', 'Neutrophils', 'Pericyte', 'Plasma cell', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 activated', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor LUAD_AT2_high', 'Tumor LUAD_AT2_mitotic', 'Tumor LUAD_mainly', 'Tumor LUAD_mainly_AT2_mitotic', 'cDC1', 'cDC2', 'myeloid dividing', 'pDC']",9438,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'UKIM-V-2', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",9123
complete,I-II,0,Zilionis_Klein_2019,sample,5,5180,"['B cell', 'Club_AT2_even_1', 'Club_AT2_high', 'Endothelial cell venous', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'NK cell', 'Neutrophils', 'Plasma cell', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 activated', 'T cell CD8 effector memory', 'T cell CD8 terminally exhausted', 'T cell regulatory', 'Tumor LUAD_mainly_AT2_mitotic', 'cDC2', 'myeloid dividing', 'pDC']",2284,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Zilionis_Klein_2019', 'pred_name': 'Atlas', 'stage_key': 'uicc_stage', 'skip_stages': False, 'gene_feature': 'feature_name', 'obs_unique': False}",1361
complete,I-II,0,Zuani_2024_NSCLC,sample,7,19649,"['AT1', 'AT2_ROS1+', 'B cell', 'B cell dividing', 'Ciliated', 'Club_AT2_even_1', 'Club_AT2_even_2', 'Club_Ciliated', 'DC mature', 'Endothelial cell lymphatic', 'Endothelial cell venous', 'Fibroblast adventitial', 'Fibroblast peribronchial', 'Macrophage', 'Macrophage alveolar', 'Mast cell', 'Monocyte classical', 'Monocyte non-classical', 'NK cell', 'NK cell dividing', 'Neutrophils', 'Pericyte', 'Plasma cell', 'Plasma cell dividing', 'Smooth muscle cell', 'T cell CD4', 'T cell CD4 dividing', 'T cell CD8 activated', 'T cell CD8 dividing', 'T cell CD8 effector memory', 'T cell CD8 naive', 'T cell CD8 terminally exhausted', 'T cell NK-like', 'T cell regulatory', 'Tumor LAUD_LUSC_AT2', 'Tumor LUAD_LUSC', 'Tumor LUAD_LUSC_mitotic', 'Tumor LUAD_LUSC_mitotic_even', 'Tumor LUAD_mainly_AT2_low', 'Tumor LUAD_mitotic', 'cDC1', 'cDC2', 'myeloid dividing', 'pDC', 'stromal dividing']",16194,"{'auc_threshold': 0.65, 'patient_cap': 200, 'seed': 42, 'min_cells': 20, 'min_patients': 2, 'normalization': 'normalize_total_10000_log1p'}","{'dataset': 'Zuani_2024_NSCLC', 'pred_name': 'Zuani', 'stage_key': 'stage', 'skip_stages': False, 'gene_feature': None, 'obs_unique': False}",31135
