cDC1	Plasma cell	0.692718018144892	0.0251597945417703	0.337687442934676	0.038130041058033	positive_significant
Fibroblast peribronchial	Plasma cell	0.614169352191623	0.0028028744935644	0.253459599387234	0.124677773636284	neither
Macrophage alveolar	Monocyte non-classical	0.561508474006039	0.0251597945417703	0.620414477734362	3.2524278891385e-05	positive_significant
T cell CD8 effector memory	pDC	0.596878947393962	0.0251597945417703	-0.0967495905432198	0.563372217462626	neither
T cell CD8 effector memory	T cell CD4 dividing	0.652704027645908	0	0.257367480994408	0.118776271264941	neither
Mast cell	T cell CD8 activated	0.694305358691259	0	0.352979328504785	0.0297251376535446	positive_significant
T cell CD8 effector memory	T cell regulatory	0.81707855126419	0	0.378444523649565	0.0191372505002967	positive_significant
Macrophage	myeloid dividing	0.62716440947259	1.21184525747609e-08	0.459051267590571	0.00374388406469394	positive_significant
Tumor ROS1+	pDC	0.645209811124589	0.0251597945417703	0.35573692047051	0.0283856042818755	positive_significant
Pericyte	Fibroblast peribronchial	0.670827925777836	0.000281662545250416	0.787335301418748	4.52981099981661e-09	positive_significant
Tumor ROS1+	Mast cell	0.694315597425378	0	0.170042693497229	0.307417886128002	neither
T cell regulatory	NK cell	0.602243556290433	0.000281662545250416	-0.137562428372174	0.410172225254226	neither
cDC2	Macrophage	0.636643045787971	2.57749404108942e-05	0.333391875755145	0.0408109059916757	positive_significant
T cell CD4	B cell	0.649217044846903	0	0.396456880323489	0.0137317754619515	positive_significant
Mast cell	Macrophage	0.703085690639481	0.0251597945417703	-0.0561348249749656	0.737818987540129	neither
T cell CD8 dividing	T cell CD4 dividing	0.679230393259775	2.45248266139697e-13	0.742515542283079	9.46006335290036e-08	positive_significant
Macrophage alveolar	myeloid dividing	0.641083008837764	0.0251597945417703	0.562105757937586	0.000240066834857544	positive_significant
T cell CD8 effector memory	T cell CD8 dividing	0.656022545412141	2.45248266139697e-13	0.0878547571217228	0.599932334415794	neither
Tumor Plastic_AS_NE	Tumor NE_HPA	0.672064780278969	5.15021358893364e-11	0.717873345184625	3.9118066573241e-07	positive_significant
T cell CD8 effector memory	T cell CD8 terminally exhausted	0.603630753121275	8.16431477979051e-10	0.328971802987098	0.0437271066651841	positive_significant
T cell regulatory	T cell CD4	0.608185319584331	1.21184525747609e-08	-0.0641511374965631	0.701987794344958	neither
Macrophage	T cell CD8 dividing	0.625281028443113	2.57749404108942e-05	0.445885650277169	0.00502107582966254	positive_significant
B cell	T cell regulatory	0.65981387283048	2.57749404108942e-05	-0.153843252622307	0.356434737973338	neither
pDC	T cell regulatory	0.622481410185952	1.21184525747609e-08	-0.147452817665817	0.376998989694944	neither
DC mature	cDC2	0.686546159958943	0.0251597945417703	0.447471792701668	0.00484953308731235	positive_significant
Mast cell	cDC2	0.671298068675661	0	0.498666171284914	0.00143978615541758	positive_significant
Plasma cell	T cell regulatory	0.675911467097449	5.15021358893364e-11	0.440405169426859	0.00565484843358142	positive_significant
T cell CD8 activated	Macrophage alveolar	0.61596675459839	0.000281662545250416	-0.142481153901693	0.393471586588253	neither
Macrophage	Macrophage alveolar	0.655694741079985	3.18822745981606e-12	0.163690380400057	0.326103764366256	neither
T cell CD4	NK cell	0.647111322208106	5.15021358893364e-11	0.28789233926742	0.0796491954853166	neither
T cell regulatory	Mast cell	0.634168470055587	0.0251597945417703	-0.0049740530110859	0.976355763770581	neither
T cell regulatory	T cell CD4 dividing	0.677615586363057	0	0.49809807040331	0.00146084472105433	positive_significant
T cell CD8 dividing	T cell CD8 terminally exhausted	0.742900620640328	0	0.844448045537317	2.68575009502016e-11	positive_significant
Macrophage	T cell CD4 dividing	0.612269748174084	2.57749404108942e-05	0.560449844374872	0.000252729750713872	positive_significant
T cell CD8 activated	Tumor ROS1+	0.701704567308611	0.0251597945417703	0.153202760747713	0.358464725943414	neither
Monocyte classical	Neutrophils	0.624639522172161	1.68020568125371e-07	0.417121471720434	0.00917739171231059	positive_significant
Mast cell	Plasma cell	0.642866483966718	8.16431477979051e-10	0.329984624533322	0.0430444367605843	positive_significant
T cell regulatory	T cell CD8 activated	0.670988276407878	0.0251597945417703	0.477806661633098	0.00241509404715504	positive_significant
pDC	T cell CD8 activated	0.639175363120003	0.0028028744935644	-0.134705367744266	0.420055124186125	neither
Mast cell	Monocyte classical	0.600110973557031	0.0251597945417703	0.206409913382813	0.213745199889249	neither
