stage,cluster,contrast,cell_type,gene,dataset_support,mean_auc,min_auc,max_auc,eligible_datasets,support_fraction,rank
III-IV,0,normal-vs-normal,T cell CD8 activated,CD69,9,0.7875286874766532,0.6751896668853985,0.8888457227806454,10,0.9,5
III-IV,0,normal-vs-normal,T cell CD8 activated,TRAC,9,0.730689513061124,0.705341086842348,0.7505476274434024,10,0.9,6
III-IV,0,normal-vs-normal,T cell CD8 activated,TRBC2,9,0.7004365691668968,0.651162179912445,0.7687887902691115,10,0.9,7
III-IV,0,normal-vs-normal,T cell CD8 activated,CCL5,9,0.699162332149943,0.656496631262455,0.8023716716405211,10,0.9,8
III-IV,0,normal-vs-normal,T cell CD8 activated,TNFAIP3,8,0.7621542882728609,0.6769386094387497,0.8941601373044319,10,0.8,9
III-IV,0,normal-vs-normal,T cell CD8 activated,CD3D,8,0.733769575694898,0.6635661288837882,0.8488593270708624,10,0.8,10
III-IV,0,normal-vs-normal,T cell CD8 dividing,STMN1,8,0.9056882416453771,0.8636029889272998,0.9473222188408582,8,1.0,1
III-IV,0,normal-vs-normal,T cell CD8 dividing,CD3D,8,0.9013377139932757,0.8530467630620159,0.9706832543978179,8,1.0,2
III-IV,0,normal-vs-normal,T cell CD8 dividing,HMGB2,8,0.8992161307844792,0.8466066267102835,0.967704160051296,8,1.0,3
III-IV,0,normal-vs-normal,T cell CD8 dividing,CCL5,8,0.8885723864726905,0.7844904409187322,0.9755902654605115,8,1.0,4
III-IV,0,normal-vs-normal,T cell CD8 dividing,CD2,8,0.8794586958934125,0.8278906976817579,0.9561346960222793,8,1.0,5
III-IV,0,normal-vs-normal,T cell CD8 dividing,GZMA,8,0.8778513353349529,0.6742525409383354,0.9596359677222461,8,1.0,6
III-IV,0,normal-vs-normal,T cell CD8 dividing,TRAC,8,0.8584748017249635,0.7298860538059837,0.9415780634671859,8,1.0,7
III-IV,0,normal-vs-normal,T cell CD8 dividing,HMGN2,8,0.8561451931187168,0.7887135260808713,0.9231137034075807,8,1.0,8
III-IV,0,normal-vs-normal,T cell CD8 dividing,TRBC2,8,0.8552301915103966,0.7670553673391576,0.906458589907408,8,1.0,9
III-IV,0,normal-vs-normal,T cell CD8 dividing,NKG7,8,0.8488048989815934,0.7561890613539136,0.9181624342488514,8,1.0,10
III-IV,0,normal-vs-normal,T cell CD8 effector memory,CCL5,10,0.8616934212780839,0.8085916197824612,0.9240660755596347,10,1.0,1
III-IV,0,normal-vs-normal,T cell CD8 effector memory,GZMA,10,0.7583662982342755,0.6601954360980099,0.8447051714450802,10,1.0,2
III-IV,0,normal-vs-normal,T cell CD8 effector memory,IL32,10,0.7365462883274702,0.6723658352671747,0.7912926210650879,10,1.0,3
III-IV,0,normal-vs-normal,T cell CD8 effector memory,CCL4,10,0.7310262763106203,0.6679414497064962,0.7927326864586468,10,1.0,4
III-IV,0,normal-vs-normal,T cell CD8 effector memory,CD3D,9,0.7640627506978679,0.6670387331297369,0.8154870666844067,10,0.9,5
III-IV,0,normal-vs-normal,T cell CD8 effector memory,TRAC,9,0.7508467100827514,0.718809785697655,0.7927631255871628,10,0.9,6
III-IV,0,normal-vs-normal,T cell CD8 effector memory,CD2,9,0.7492710123946369,0.716900495627844,0.7689095987498612,10,0.9,7
III-IV,0,normal-vs-normal,T cell CD8 effector memory,CD3E,9,0.7375801838612656,0.6618878274708504,0.7943372724679177,10,0.9,8
III-IV,0,normal-vs-normal,T cell CD8 effector memory,NKG7,9,0.7317796935408615,0.6630865988305875,0.8193827126892518,10,0.9,9
III-IV,0,normal-vs-normal,T cell CD8 effector memory,TRBC2,9,0.7312681890387766,0.6707335852606046,0.8028369226191143,10,0.9,10
III-IV,0,normal-vs-normal,T cell CD8 naive,CCL5,9,0.8154992570291579,0.7617097000986223,0.849055301095459,9,1.0,1
III-IV,0,normal-vs-normal,T cell CD8 naive,CD3D,9,0.7660503484079959,0.7106784679241676,0.8375316946998492,9,1.0,2
III-IV,0,normal-vs-normal,T cell CD8 naive,CD2,9,0.7503068038137437,0.6887868950888173,0.8077771162745581,9,1.0,3
III-IV,0,normal-vs-normal,T cell CD8 naive,IL32,9,0.7501248418473346,0.6842774248560302,0.8423830514101188,9,1.0,4
III-IV,0,normal-vs-normal,T cell CD8 naive,IL7R,8,0.7888165968167377,0.712751155490405,0.9169793302625763,9,0.8888888888888888,5
III-IV,0,normal-vs-normal,T cell CD8 naive,TRBC2,8,0.7380892250349458,0.694384645547573,0.7707425867517169,9,0.8888888888888888,6
III-IV,0,normal-vs-normal,T cell CD8 naive,GZMA,8,0.7334359532357345,0.6574952167248997,0.8537760351649921,9,0.8888888888888888,7
III-IV,0,normal-vs-normal,T cell CD8 naive,CD3G,8,0.7268011499821976,0.6539091808421926,0.7854690455597497,9,0.8888888888888888,8
III-IV,0,normal-vs-normal,T cell CD8 naive,GZMK,7,0.7989742633661271,0.7006738633914971,0.9723287209687018,9,0.7777777777777778,9
III-IV,0,normal-vs-normal,T cell CD8 naive,CD3E,7,0.769020901488035,0.6971974782761104,0.818103595481504,9,0.7777777777777778,10
III-IV,0,normal-vs-normal,T cell CD8 terminally exhausted,CCL5,9,0.8927620711700547,0.7851363999415315,0.9292467722262083,9,1.0,1
III-IV,0,normal-vs-normal,T cell CD8 terminally exhausted,CD3D,9,0.8791887327755935,0.8219636790293955,0.9969738677561805,9,1.0,2
III-IV,0,normal-vs-normal,T cell CD8 terminally exhausted,NKG7,9,0.8455157991192115,0.778366277146793,0.8806987128215081,9,1.0,3
III-IV,0,normal-vs-normal,T cell CD8 terminally exhausted,CD2,9,0.8411015354980519,0.7710874225985904,0.9619156065004075,9,1.0,4
III-IV,0,normal-vs-normal,T cell CD8 terminally exhausted,TRAC,9,0.825679023169833,0.6959447481259448,0.9529833071518943,9,1.0,5
III-IV,0,normal-vs-normal,T cell CD8 terminally exhausted,CD8A,9,0.8247099775210585,0.7272811042927405,0.9829689185542979,9,1.0,6
III-IV,0,normal-vs-normal,T cell CD8 terminally exhausted,GZMA,9,0.8120815121735544,0.6505030223406715,0.8939784655725863,9,1.0,7
III-IV,0,normal-vs-normal,T cell CD8 terminally exhausted,CD3E,9,0.8048296064253081,0.6862592585113719,0.8923583643881178,9,1.0,8
III-IV,0,normal-vs-normal,T cell CD8 terminally exhausted,TRBC2,9,0.8014894090694179,0.7730010424071223,0.859564745622825,9,1.0,9
III-IV,0,normal-vs-normal,T cell CD8 terminally exhausted,CD3G,9,0.8000803515451409,0.6836743122412231,0.9704732166812797,9,1.0,10
III-IV,0,normal-vs-normal,T cell NK-like,CCL5,9,0.8898744046644165,0.8629204610979422,0.9212443388015006,9,1.0,1
III-IV,0,normal-vs-normal,T cell NK-like,NKG7,9,0.8876706468803496,0.7969260468778008,0.9360933890663647,9,1.0,2
III-IV,0,normal-vs-normal,T cell NK-like,GZMA,9,0.8049535814145277,0.6773926346285583,0.9133524998298197,9,1.0,3
III-IV,0,normal-vs-normal,T cell NK-like,CCL4,9,0.7917225509323835,0.7078991870023695,0.8718016124648084,9,1.0,4
III-IV,0,normal-vs-normal,T cell NK-like,IL32,9,0.7604957685567585,0.6817601774670847,0.8353082915676382,9,1.0,5
III-IV,0,normal-vs-normal,T cell NK-like,GZMH,8,0.8353220755439964,0.7283981509757659,0.9541607574556,9,0.8888888888888888,6
III-IV,0,normal-vs-normal,T cell NK-like,CST7,8,0.7832866544943726,0.7109649484890761,0.8889341054514663,9,0.8888888888888888,7
III-IV,0,normal-vs-normal,T cell NK-like,KLRD1,8,0.7601056460349471,0.6916489369101986,0.8881922926936762,9,0.8888888888888888,8
III-IV,0,normal-vs-normal,T cell NK-like,CD3D,8,0.7536208361864517,0.6859900674788236,0.8358697356827653,9,0.8888888888888888,9
III-IV,0,normal-vs-normal,T cell NK-like,PRF1,7,0.7777066690070255,0.7245141859707634,0.8495884176298057,9,0.7777777777777778,10
III-IV,0,normal-vs-normal,T cell regulatory,IL32,10,0.8712559350238998,0.8253863181035325,0.9068750181569567,10,1.0,1
III-IV,0,normal-vs-normal,T cell regulatory,TRAC,10,0.8688470440420509,0.8302167140412315,0.8976478861899464,10,1.0,2
III-IV,0,normal-vs-normal,T cell regulatory,TIGIT,10,0.8108959026099403,0.727462415778234,0.8528682416686044,10,1.0,3
III-IV,0,normal-vs-normal,T cell regulatory,CD3D,10,0.8082507669505649,0.7334366601452019,0.8902573583132904,10,1.0,4
III-IV,0,normal-vs-normal,T cell regulatory,SPOCK2,10,0.7935431977605819,0.7049430299275895,0.8718558179841066,10,1.0,5
III-IV,0,normal-vs-normal,T cell regulatory,CD2,10,0.7930879920118008,0.6731203207469539,0.8530014450735942,10,1.0,6
III-IV,0,normal-vs-normal,T cell regulatory,TRBC2,10,0.790210730814629,0.7650270430064432,0.8401759337365338,10,1.0,7
III-IV,0,normal-vs-normal,T cell regulatory,LTB,10,0.7656391146787825,0.6715729951134792,0.8370104936082607,10,1.0,8
III-IV,0,normal-vs-normal,T cell regulatory,BATF,10,0.7604929719335026,0.6623561837340733,0.8724580107969055,10,1.0,9
III-IV,0,normal-vs-normal,T cell regulatory,CD3E,9,0.7776229864563748,0.696159159759196,0.8237880574290196,10,0.9,10
III-IV,0,normal-vs-normal,cDC1,HLA-DPB1,8,0.9698260588335043,0.9461905275416053,0.9862001202033023,8,1.0,1
III-IV,0,normal-vs-normal,cDC1,HLA-DPA1,8,0.9654352106117869,0.9357713210034664,0.9861539281750424,8,1.0,2
III-IV,0,normal-vs-normal,cDC1,CD74,8,0.9541967250919536,0.9199502279930817,0.969339720974257,8,1.0,3
III-IV,0,normal-vs-normal,cDC1,HLA-DQA1,8,0.9483409875669043,0.9209210461475921,0.9710178595086649,8,1.0,4
III-IV,0,normal-vs-normal,cDC1,HLA-DRA,8,0.9396896669386823,0.911404592208015,0.9632972128987449,8,1.0,5
III-IV,0,normal-vs-normal,cDC1,HLA-DQB1,8,0.9374579888927526,0.856620581600897,0.9750727515624211,8,1.0,6
III-IV,0,normal-vs-normal,cDC1,HLA-DRB1,8,0.9326760874682525,0.9043654562638421,0.9597106902180869,8,1.0,7
III-IV,0,normal-vs-normal,cDC1,CST3,8,0.9300630029917699,0.8189264627523752,0.987955349446561,8,1.0,8
III-IV,0,normal-vs-normal,cDC1,CPVL,8,0.9004405354475196,0.7372739883411142,0.9951378811434536,8,1.0,9
III-IV,0,normal-vs-normal,cDC1,TMSB4X,8,0.8982355107718794,0.789432089712893,0.9541290211139057,8,1.0,10
III-IV,0,normal-vs-normal,cDC2,HLA-DPA1,10,0.9307882302166657,0.9110316652829031,0.9710837324239702,10,1.0,1
III-IV,0,normal-vs-normal,cDC2,HLA-DPB1,10,0.9279611656343233,0.900083363834971,0.9720801611051672,10,1.0,2
III-IV,0,normal-vs-normal,cDC2,HLA-DRA,10,0.9269889335734662,0.9035203496361778,0.9610015971962376,10,1.0,3
III-IV,0,normal-vs-normal,cDC2,HLA-DQB1,10,0.9252409062990459,0.8780559997257622,0.9583919657719319,10,1.0,4
III-IV,0,normal-vs-normal,cDC2,HLA-DQA1,10,0.9199700736510985,0.8597572967552403,0.9493536595353627,10,1.0,5
III-IV,0,normal-vs-normal,cDC2,HLA-DRB1,10,0.9185163393485818,0.865093934887531,0.9634673093904202,10,1.0,6
III-IV,0,normal-vs-normal,cDC2,CD74,10,0.9105789629524269,0.878367510748606,0.9467442685427618,10,1.0,7
III-IV,0,normal-vs-normal,cDC2,CST3,10,0.8875027247336572,0.8229768246459269,0.9259494698668078,10,1.0,8
III-IV,0,normal-vs-normal,cDC2,LST1,10,0.8813203217919676,0.7514190515097855,0.9601933546472585,10,1.0,9
III-IV,0,normal-vs-normal,cDC2,TYROBP,10,0.872087462068125,0.7678692312106051,0.9459215500503907,10,1.0,10
III-IV,0,normal-vs-normal,myeloid dividing,TUBA1B,10,0.9124377202366677,0.8419246270720773,0.9813216181156811,10,1.0,1
III-IV,0,normal-vs-normal,myeloid dividing,C1QA,10,0.9074504407933107,0.8379505397859284,0.9695817268922868,10,1.0,2
III-IV,0,normal-vs-normal,myeloid dividing,C1QB,10,0.9053443706857209,0.8382140833701038,0.9723480931145103,10,1.0,3
III-IV,0,normal-vs-normal,myeloid dividing,TYROBP,10,0.9039416747434839,0.8405796591695226,0.9591252427565348,10,1.0,4
III-IV,0,normal-vs-normal,myeloid dividing,C1QC,10,0.8988077969823269,0.8260908817688303,0.9659985297089162,10,1.0,5
III-IV,0,normal-vs-normal,myeloid dividing,TUBB,10,0.8949939174125191,0.7767241309425804,0.9635142256548076,10,1.0,6
III-IV,0,normal-vs-normal,myeloid dividing,S100A11,10,0.8941810450274312,0.7830698678528708,0.9643759465476219,10,1.0,7
III-IV,0,normal-vs-normal,myeloid dividing,HMGN2,10,0.8935910590918456,0.8494568546346397,0.9595346110026765,10,1.0,8
III-IV,0,normal-vs-normal,myeloid dividing,YWHAH,10,0.8907486066140073,0.7964947734718468,0.9624551515806045,10,1.0,9
III-IV,0,normal-vs-normal,myeloid dividing,HLA-DRB1,10,0.8900680623572755,0.8160294945591704,0.9436050162502139,10,1.0,10
III-IV,0,normal-vs-normal,pDC,GZMB,10,0.9420639120734915,0.8520144674047496,1.0000000022223379,10,1.0,1
III-IV,0,normal-vs-normal,pDC,PLAC8,10,0.9408423663063303,0.885656864000541,0.9938440337947295,10,1.0,2
III-IV,0,normal-vs-normal,pDC,IRF7,10,0.922317622348386,0.7781830356798536,0.9999761816992614,10,1.0,3
III-IV,0,normal-vs-normal,pDC,JCHAIN,10,0.9160102439241081,0.8210151566938039,0.9956709977380767,10,1.0,4
III-IV,0,normal-vs-normal,pDC,IRF8,10,0.9019080276218912,0.7742891372758749,0.9687428340929526,10,1.0,5
III-IV,0,normal-vs-normal,pDC,PLD4,10,0.8853305744472932,0.7496730003578839,0.9998772743873029,10,1.0,6
III-IV,0,normal-vs-normal,pDC,LILRA4,10,0.8764169102233954,0.6652211854112992,0.9997856696058732,10,1.0,7
III-IV,0,normal-vs-normal,pDC,ITM2C,10,0.8692598399718714,0.7354651843807485,0.9935064954959459,10,1.0,8
III-IV,0,normal-vs-normal,pDC,TSPAN13,10,0.8667266018886574,0.741548010813439,0.995437656027055,10,1.0,9
III-IV,0,normal-vs-normal,pDC,SPIB,10,0.8483775241628579,0.7297051486190881,0.9790154432629873,10,1.0,10
III-IV,0,normal-vs-normal,stromal dividing,LGALS1,5,0.9720611925434006,0.945433992493932,0.9996076005597367,5,1.0,1
III-IV,0,normal-vs-normal,stromal dividing,TPM1,5,0.9650986655641496,0.9459321661012062,0.9859692285637868,5,1.0,2
III-IV,0,normal-vs-normal,stromal dividing,SPARC,5,0.9645797477959237,0.9215723368824934,0.9829669577916591,5,1.0,3
III-IV,0,normal-vs-normal,stromal dividing,TPM2,5,0.9615508468172209,0.9303606912480155,0.9936722179589543,5,1.0,4
III-IV,0,normal-vs-normal,stromal dividing,CALD1,5,0.9596261311858505,0.9297164066155765,0.9894700603190932,5,1.0,5
III-IV,0,normal-vs-normal,stromal dividing,ACTA2,5,0.9562300147453643,0.9351879521056228,0.972578285477105,5,1.0,6
III-IV,0,normal-vs-normal,stromal dividing,FN1,5,0.9519967767373206,0.8776024475114359,0.9965977744684155,5,1.0,7
III-IV,0,normal-vs-normal,stromal dividing,BGN,5,0.9452835449718364,0.9099659034719842,0.9946391894101256,5,1.0,8
III-IV,0,normal-vs-normal,stromal dividing,TAGLN,5,0.9423854882628433,0.8855351504104862,0.9829296661151605,5,1.0,9
III-IV,0,normal-vs-normal,stromal dividing,PCOLCE,5,0.9402547791526036,0.8072128549596685,0.9985156656579106,5,1.0,10
III-IV,0,tumor-vs-all,AT2,SFTPB,8,0.9768120572494645,0.9231825633993515,0.9990940005446086,8,1.0,1
III-IV,0,tumor-vs-all,AT2,NAPSA,8,0.9393467617622641,0.8349689242703253,0.9852569763714082,8,1.0,2
III-IV,0,tumor-vs-all,AT2,CXCL17,8,0.9301774641593609,0.8280375696844637,0.9797095628300231,8,1.0,3
III-IV,0,tumor-vs-all,AT2,SLC34A2,8,0.9244152506784012,0.8262820467088695,0.9702457537461694,8,1.0,4
III-IV,0,tumor-vs-all,AT2,CYB5A,8,0.9155784482037209,0.8220970516275805,0.9720391173797126,8,1.0,5
III-IV,0,tumor-vs-all,AT2,SERPINA1,8,0.9089015187147989,0.8333653765562015,0.9457042669836103,8,1.0,6
III-IV,0,tumor-vs-all,AT2,SFTPD,8,0.9075894961260682,0.7671598146262961,0.9883934163887236,8,1.0,7
III-IV,0,tumor-vs-all,AT2,WFDC2,8,0.9034335690421627,0.8488686718947918,0.9689241733662951,8,1.0,8
III-IV,0,tumor-vs-all,AT2,MUC1,8,0.902079234633122,0.8002515462580941,0.9623229470886606,8,1.0,9
III-IV,0,tumor-vs-all,AT2,SLPI,8,0.9012285005560704,0.767994259736126,0.9710002042550765,8,1.0,10
III-IV,0,tumor-vs-all,AT2_AT1,SFTPB,7,0.9166175930089243,0.7288105049374513,0.9764803874859259,7,1.0,1
III-IV,0,tumor-vs-all,AT2_AT1,GPRC5A,7,0.8977404154445442,0.759728297058132,0.9662959374970354,7,1.0,2
III-IV,0,tumor-vs-all,AT2_AT1,HOPX,7,0.8950172622182498,0.7630970309055327,0.9721330645025545,7,1.0,3
III-IV,0,tumor-vs-all,AT2_AT1,SLC34A2,7,0.890072915646309,0.8069594860501814,0.9695833458656345,7,1.0,4
III-IV,0,tumor-vs-all,AT2_AT1,SFTA2,7,0.8896892642760029,0.7805351130729408,0.9453015040278203,7,1.0,5
III-IV,0,tumor-vs-all,AT2_AT1,MUC1,7,0.8872858177099208,0.6820029416232233,0.9733114139116048,7,1.0,6
III-IV,0,tumor-vs-all,AT2_AT1,EMP2,7,0.8677412871435417,0.669533413446459,0.9842628692702694,7,1.0,7
III-IV,0,tumor-vs-all,AT2_AT1,FOLR1,7,0.8562331813627514,0.7077804816795756,0.946141889292856,7,1.0,8
III-IV,0,tumor-vs-all,AT2_AT1,CEACAM6,7,0.8415517503608783,0.685792418806981,0.9664647859810892,7,1.0,9
III-IV,0,tumor-vs-all,AT2_AT1,CYB5A,7,0.8367731913991304,0.6599392084486251,0.9604698536650721,7,1.0,10
III-IV,0,tumor-vs-all,Ciliated,CAPS,9,0.9525697880052189,0.8052631543958995,0.9999999989064041,9,1.0,1
III-IV,0,tumor-vs-all,Ciliated,RSPH1,9,0.9478859162243223,0.8202330752216724,0.9999999989064041,9,1.0,2
III-IV,0,tumor-vs-all,Ciliated,C9orf24,9,0.9392977004799702,0.7499295771044805,0.9999999989064041,9,1.0,3
III-IV,0,tumor-vs-all,Ciliated,TPPP3,9,0.9365989662721356,0.7447561129119923,0.9999999989064041,9,1.0,4
III-IV,0,tumor-vs-all,Ciliated,C1orf194,9,0.93472539826818,0.8210109584391038,0.9999999989064041,9,1.0,5
III-IV,0,tumor-vs-all,Ciliated,PIFO,9,0.9212804197488915,0.7485616088742764,0.9999999989064041,9,1.0,6
III-IV,0,tumor-vs-all,Ciliated,TSPAN1,9,0.9059493636571643,0.7368523890639799,0.9878537201089345,9,1.0,7
III-IV,0,tumor-vs-all,Ciliated,C9orf116,9,0.9040200179685591,0.7823660246822005,0.9999999989064041,9,1.0,8
III-IV,0,tumor-vs-all,Ciliated,ZMYND10,9,0.9014560911067068,0.7492781048077081,0.9989282673911253,9,1.0,9
III-IV,0,tumor-vs-all,Ciliated,DNAAF1,9,0.8998861205261728,0.8068805508198782,0.9983736111231908,9,1.0,10
III-IV,0,tumor-vs-all,Club,WFDC2,1,0.9931245827590535,0.9931245827590535,0.9931245827590535,1,1.0,1
III-IV,0,tumor-vs-all,Club,CP,1,0.9901291806412885,0.9901291806412885,0.9901291806412885,1,1.0,2
III-IV,0,tumor-vs-all,Club,CXCL17,1,0.973458962739341,0.973458962739341,0.973458962739341,1,1.0,3
III-IV,0,tumor-vs-all,Club,TFF3,1,0.9714870213936212,0.9714870213936212,0.9714870213936212,1,1.0,4
III-IV,0,tumor-vs-all,Club,AQP3,1,0.9577178753925637,0.9577178753925637,0.9577178753925637,1,1.0,5
III-IV,0,tumor-vs-all,Club,ALDH1A1,1,0.9547709435180287,0.9547709435180287,0.9547709435180287,1,1.0,6
III-IV,0,tumor-vs-all,Club,GPRC5A,1,0.952199455306914,0.952199455306914,0.952199455306914,1,1.0,7
III-IV,0,tumor-vs-all,Club,MGST1,1,0.9467563723546994,0.9467563723546994,0.9467563723546994,1,1.0,8
III-IV,0,tumor-vs-all,Club,KRT7,1,0.9440720882699902,0.9440720882699902,0.9440720882699902,1,1.0,9
III-IV,0,tumor-vs-all,Club,TC2N,1,0.9326635207161256,0.9326635207161256,0.9326635207161256,1,1.0,10
III-IV,0,tumor-vs-all,Tumor AT2_LUAD,NAPSA,9,0.8090014389467847,0.6663863509745288,0.9470524822153767,9,1.0,1
III-IV,0,tumor-vs-all,Tumor AT2_LUAD,MUC1,8,0.8016266351087655,0.6793006452425663,0.9282117455837581,9,0.8888888888888888,2
III-IV,0,tumor-vs-all,Tumor AT2_LUAD,SFTPB,7,0.8770433137492077,0.7684708934481741,0.9444734175740713,9,0.7777777777777778,3
III-IV,0,tumor-vs-all,Tumor AT2_LUAD,SLC34A2,7,0.8087115865595677,0.697012446552083,0.9306237137880238,9,0.7777777777777778,4
III-IV,0,tumor-vs-all,Tumor AT2_LUAD,HOPX,7,0.7923204651168421,0.6549060354213131,0.870125595694962,9,0.7777777777777778,5
III-IV,0,tumor-vs-all,Tumor AT2_LUAD,SFTPA2,7,0.7845982156983818,0.6583950063081839,0.9380478114066443,9,0.7777777777777778,6
III-IV,0,tumor-vs-all,Tumor AT2_LUAD,KRT19,7,0.7745829146350663,0.6873828646045479,0.8809550121800104,9,0.7777777777777778,7
III-IV,0,tumor-vs-all,Tumor AT2_LUAD,MALL,7,0.7585660200010912,0.6518789072470215,0.8862893729421315,9,0.7777777777777778,8
III-IV,0,tumor-vs-all,Tumor AT2_LUAD,SFTA2,6,0.8367777397675397,0.741726235869763,0.919882741024773,9,0.6666666666666666,9
III-IV,0,tumor-vs-all,Tumor AT2_LUAD,ELF3,6,0.8081706482524004,0.6598630412157891,0.911482238524473,9,0.6666666666666666,10
III-IV,0,tumor-vs-all,Tumor EMT_mitotic,S100A6,3,0.7886193916966043,0.7358212727517983,0.8316829223496381,4,0.75,1
III-IV,0,tumor-vs-all,Tumor EMT_mitotic,RPL37,3,0.7663508131598248,0.7068950613151972,0.8248729470729251,4,0.75,2
III-IV,0,tumor-vs-all,Tumor EMT_mitotic,S100A10,3,0.713733438149745,0.7035588662118126,0.7278558920734022,4,0.75,3
III-IV,0,tumor-vs-all,Tumor EMT_mitotic,GAPDH,3,0.6991254896036659,0.6657476276877794,0.7400288680206156,4,0.75,4
III-IV,0,tumor-vs-all,Tumor EMT_mitotic,MT2A,2,0.7787828312308431,0.6750974516945972,0.8824682107670889,4,0.5,5
III-IV,0,tumor-vs-all,Tumor EMT_mitotic,MT1E,2,0.7583705089591763,0.6912086354262995,0.8255323824920531,4,0.5,6
III-IV,0,tumor-vs-all,Tumor EMT_mitotic,ASPH,2,0.7535894583120342,0.7312954892073759,0.7758834274166925,4,0.5,7
III-IV,0,tumor-vs-all,Tumor EMT_mitotic,MGST1,2,0.7382553209431828,0.68966841359006,0.7868422282963056,4,0.5,8
III-IV,0,tumor-vs-all,Tumor EMT_mitotic,ERRFI1,2,0.7337512176747585,0.6835634299875358,0.783939005361981,4,0.5,9
III-IV,0,tumor-vs-all,Tumor EMT_mitotic,MIF,2,0.7329624203758414,0.6643897406442955,0.8015351001073872,4,0.5,10
III-IV,0,tumor-vs-all,Tumor LUAD,KRT18,9,0.8482599510072321,0.6845420411170107,0.9380285393105213,9,1.0,1
III-IV,0,tumor-vs-all,Tumor LUAD,S100A6,9,0.8163045398334797,0.7025579664044823,0.8926869336822262,9,1.0,2
III-IV,0,tumor-vs-all,Tumor LUAD,MGST1,9,0.8078663275425279,0.6636646316362701,0.9475653899291915,9,1.0,3
III-IV,0,tumor-vs-all,Tumor LUAD,KRT19,8,0.85891830511811,0.6964532508569384,0.9321176570617669,9,0.8888888888888888,4
III-IV,0,tumor-vs-all,Tumor LUAD,KRT8,8,0.8556237245922789,0.7641963019189131,0.9386550445996307,9,0.8888888888888888,5
III-IV,0,tumor-vs-all,Tumor LUAD,KRT7,8,0.8433522728876203,0.6994728007759697,0.9336764526768836,9,0.8888888888888888,6
III-IV,0,tumor-vs-all,Tumor LUAD,EPCAM,8,0.8254283222894125,0.6762808761569038,0.9429595460790937,9,0.8888888888888888,7
