interacting_pair,partner_a,partner_b,gene_a,gene_b,directionality,classification,interacting_cells,significant_mean
LipoxinA4_byALOX12_FPR2,complex:LipoxinA4_byALOX12,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Fibroblast alveolar|Monocyte non-classical,0.673
CCL19_CCRL2,simple:Q99731,simple:O00421,CCL19,CCRL2,Ligand-Receptor,Signaling by Chemokines,Fibroblast alveolar|Monocyte non-classical,0.683
CX3CL1_CX3CR1,simple:P78423,simple:P49238,CX3CL1,CX3CR1,Ligand-Receptor,Signaling by Chemokines,Fibroblast alveolar|Monocyte non-classical,0.692
CD44_TYROBP,simple:P16070,simple:O43914,CD44,TYROBP,Ligand-Receptor,,Fibroblast alveolar|Monocyte non-classical,0.594
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Fibroblast alveolar|Monocyte non-classical,0.585
TNFSF13B_TNFRSF17,simple:Q9Y275,simple:Q02223,TNFSF13B,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,Fibroblast alveolar|Monocyte non-classical,0.599
TENM2_ADGRL3,simple:Q9NT68,simple:Q9HAR2,TENM2,ADGRL3,Ligand-Receptor,Signaling by Teneurin,Fibroblast alveolar|Monocyte non-classical,0.63
CXCL12_CXCR4,simple:P48061,simple:P61073,CXCL12,CXCR4,Ligand-Receptor,Signaling by Chemokines,Fibroblast alveolar|Monocyte non-classical,0.69
CCL23_FPR2,simple:P55773,simple:P25090,CCL23,FPR2,Ligand-Receptor,Signaling by Chemokines,Fibroblast alveolar|Monocyte non-classical,0.64
SAA1_FPR2,simple:P0DJI8,simple:P25090,SAA1,FPR2,Ligand-Receptor,,Fibroblast alveolar|Monocyte non-classical,0.647
LRFN5_PTPRF,simple:Q96NI6,simple:P10586,LRFN5,PTPRF,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,Fibroblast alveolar|Monocyte non-classical,0.636
CSF1_CSF1R,simple:P09603,simple:P07333,CSF1,CSF1R,Ligand-Receptor,Signaling by Colony-Stimulating factor,Fibroblast alveolar|Monocyte non-classical,0.717
LRFN5_PTPRS,simple:Q96NI6,simple:Q13332,LRFN5,PTPRS,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,Fibroblast alveolar|Monocyte non-classical,0.636
TNFSF13B_TNFRSF13B,simple:Q9Y275,simple:O14836,TNFSF13B,TNFRSF13B,Ligand-Receptor,Signaling by Tumor necrosis factor,Fibroblast alveolar|Monocyte non-classical,0.6
TF_TFRC,simple:P02787,simple:P02786,TF,TFRC,Ligand-Receptor,Signaling by Transferrin,Fibroblast alveolar|Monocyte non-classical,0.736
Prostacyclin_byPTGIS_PTGIR,complex:Prostacyclin_byPTGIS,simple:P43119,,PTGIR,Ligand-Receptor,,Fibroblast alveolar|Monocyte non-classical,0.646
ProstaglandinE2_byPTGES_PTGER4,complex:ProstaglandinE2_byPTGES,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Fibroblast alveolar|Monocyte non-classical,0.723
HLA-G_LILRB1,simple:P17693,simple:Q8NHL6,HLA-G,LILRB1,Ligand-Receptor,Signaling by HLA,Fibroblast alveolar|Monocyte non-classical,0.612
CXCL14_CXCR4,simple:O95715,simple:P61073,CXCL14,CXCR4,Ligand-Receptor,Signaling by Chemokines,Fibroblast alveolar|Monocyte non-classical,0.688
WNT2_FRZB,simple:P09544,simple:Q92765,WNT2,FRZB,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Monocyte non-classical,0.635
LeukotrieneC4_byLTC4S_CYSLTR2,complex:LeukotrieneC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Fibroblast alveolar|Monocyte non-classical,0.573
JAG1_NOTCH2,simple:P78504,simple:Q04721,JAG1,NOTCH2,Ligand-Receptor,Signaling by Notch,Fibroblast alveolar|Monocyte non-classical,0.74
RARRES2_CMKLR1,simple:Q99969,simple:Q99788,RARRES2,CMKLR1,Ligand-Receptor,Signaling by Retinoid acid,Fibroblast alveolar|Monocyte non-classical,0.665
HLA-G_LILRB2,simple:P17693,simple:Q8N423,HLA-G,LILRB2,Ligand-Receptor,Signaling by HLA,Fibroblast alveolar|Monocyte non-classical,0.622
TENM1_ADGRL3,simple:Q9UKZ4,simple:Q9HAR2,TENM1,ADGRL3,Ligand-Receptor,Signaling by Teneurin,Fibroblast alveolar|Monocyte non-classical,0.62
CD320_JAML,simple:Q9NPF0,simple:Q86YT9,CD320,JAML,Ligand-Receptor,,Fibroblast alveolar|Monocyte non-classical,0.657
TSLP_TSLPR,simple:Q969D9,complex:TSLPR,TSLP,,Ligand-Receptor,,Fibroblast alveolar|Monocyte non-classical,0.574
THY1_ADGRE2,simple:P04216,simple:Q9UHX3,THY1,ADGRE2,Adhesion-Adhesion,Adhesion by antigen THY1,Fibroblast alveolar|Monocyte non-classical,0.795
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Fibroblast alveolar|Monocyte non-classical,0.592
atRetinoicAcid_byALDH1A3_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A3,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Fibroblast alveolar|Monocyte non-classical,0.62
LeukotrieneE4_byDPEP1_CYSLTR2,complex:LeukotrieneE4_byDPEP1,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Fibroblast alveolar|Monocyte non-classical,0.785
CCL26_CCR1,simple:Q9Y258,simple:P32246,CCL26,CCR1,Ligand-Receptor,Signaling by Chemokines,Fibroblast alveolar|Monocyte non-classical,0.644
HFE_TFRC,simple:Q30201,simple:P02786,HFE,TFRC,Ligand-Receptor,,Fibroblast alveolar|Monocyte non-classical,0.631
CD99_PILRA,simple:P14209,simple:Q9UKJ1,CD99,PILRA,Ligand-Receptor,,Fibroblast alveolar|Monocyte non-classical,0.729
fibrinogen_integrin_aXb2_complex,complex:fibrinogen,complex:integrin_aXb2_complex,,,Ligand-Receptor,Adhesion by Fibribogen,Fibroblast alveolar|Monocyte non-classical,0.604
CD52_SIGLEC10,simple:P31358,simple:Q96LC7,CD52,SIGLEC10,Ligand-Receptor,,Fibroblast alveolar|Monocyte non-classical,0.578
ANXA1_FPR1,simple:P04083,simple:P21462,ANXA1,FPR1,Ligand-Receptor,Signaling by Annexin,Fibroblast alveolar|Monocyte non-classical,0.677
PODXL2_SELL,simple:Q9NZ53,simple:P14151,PODXL2,SELL,Ligand-Receptor,Signaling by Podocalyxin-like protein,Fibroblast alveolar|Monocyte non-classical,0.662
RARRES2_CCRL2,simple:Q99969,simple:O00421,RARRES2,CCRL2,Ligand-Receptor,Signaling by Retinoid acid,Fibroblast alveolar|Monocyte non-classical,0.701
CD177_PECAM1,simple:Q8N6Q3,simple:P16284,CD177,PECAM1,Ligand-Receptor,,Fibroblast alveolar|Monocyte non-classical,0.636
THY1_integrin_aXb2_complex,simple:P04216,complex:integrin_aXb2_complex,THY1,,Adhesion-Adhesion,Adhesion by antigen THY1,Fibroblast alveolar|Monocyte non-classical,0.762
ProstaglandinE2_byPTGES_PTGER3,complex:ProstaglandinE2_byPTGES,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Fibroblast alveolar|Monocyte non-classical,0.629
ANXA1_FPR2,simple:P04083,simple:P25090,ANXA1,FPR2,Ligand-Receptor,Signaling by Annexin,Fibroblast alveolar|Monocyte non-classical,0.687
ICAM1_integrin_aXb2_complex,simple:P05362,complex:integrin_aXb2_complex,ICAM1,,Ligand-Receptor,Adhesion by ICAM,Fibroblast alveolar|Monocyte non-classical,0.665
DLK1_NOTCH2,simple:P80370,simple:Q04721,DLK1,NOTCH2,Ligand-Receptor,Signaling by Notch,Fibroblast alveolar|Monocyte non-classical,0.634
PLAU_PLAUR,simple:P00749,simple:Q03405,PLAU,PLAUR,Ligand-Receptor,Signaling by Plasminogen Activator,Fibroblast alveolar|Monocyte non-classical,0.62
THBS1_CD36,simple:P07996,simple:P16671,THBS1,CD36,Ligand-Receptor,Signaling by Thrombospondin precursor,Fibroblast alveolar|Monocyte non-classical,0.671
PTPRS_NTRK3,simple:Q13332,simple:Q16288,PTPRS,NTRK3,Receptor-Receptor,,Fibroblast alveolar|Monocyte non-classical,0.639
THBS2_CD36,simple:P35442,simple:P16671,THBS2,CD36,Ligand-Receptor,Signaling by Thrombospondin precursor,Fibroblast alveolar|Monocyte non-classical,0.681
WNT2_SFRP5,simple:P09544,simple:Q5T4F7,WNT2,SFRP5,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Monocyte non-classical,0.639
DLL4_NOTCH2,simple:Q9NR61,simple:Q04721,DLL4,NOTCH2,Ligand-Receptor,Signaling by Notch,Fibroblast alveolar|Monocyte non-classical,0.622
APP_FPR2,simple:P05067,simple:P25090,APP,FPR2,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Fibroblast alveolar|Monocyte non-classical,0.757
CTSG_FPR1,simple:P08311,simple:P21462,CTSG,FPR1,Ligand-Receptor,Signaling by Cathepsin,Fibroblast alveolar|Monocyte non-classical,0.647
WNT2_WIF1,simple:P09544,simple:Q9Y5W5,WNT2,WIF1,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast alveolar|Monocyte non-classical,0.642
FCER2_integrin_aXb2_complex,simple:P06734,complex:integrin_aXb2_complex,FCER2,,Receptor-Receptor,Signaling by FC receptor,Fibroblast alveolar|Monocyte non-classical,0.619
PODXL2_SELE,simple:Q9NZ53,simple:P16581,PODXL2,SELE,Ligand-Receptor,Signaling by Podocalyxin-like protein,Fibroblast alveolar|Monocyte non-classical,0.64
CALCB_RAMP1_complex,simple:P10092,complex:RAMP1_complex,CALCB,,Ligand-Receptor,Signaling by Calcitonin,Fibroblast peribronchial|Monocyte non-classical,0.574
LTA_TNFRSF1B,simple:P01374,simple:P20333,LTA,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Fibroblast peribronchial|Monocyte non-classical,0.618
GJA5_GJA5,simple:P36382,simple:P36382,GJA5,GJA5,Gap-Gap,Adhesion by GAP junction,Fibroblast peribronchial|Monocyte non-classical,0.616
LTC4_byLTC4S_CYSLTR2,complex:LTC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Fibroblast peribronchial|Monocyte non-classical,0.64
Histamine_byHDC_HRH2,complex:Histamine_byHDC,simple:P25021,,HRH2,Ligand-Receptor,Signaling by Histamine,Fibroblast peribronchial|Monocyte non-classical,0.63
LipoxinA4_byALOX12_FPR2,complex:LipoxinA4_byALOX12,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Fibroblast peribronchial|Monocyte non-classical,0.623
CX3CL1_CX3CR1,simple:P78423,simple:P49238,CX3CL1,CX3CR1,Ligand-Receptor,Signaling by Chemokines,Fibroblast peribronchial|Monocyte non-classical,0.689
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Fibroblast peribronchial|Monocyte non-classical,0.592
CXCL12_CXCR4,simple:P48061,simple:P61073,CXCL12,CXCR4,Ligand-Receptor,Signaling by Chemokines,Fibroblast peribronchial|Monocyte non-classical,0.676
CDH2_FCER2,simple:P19022,simple:P06734,CDH2,FCER2,Ligand-Receptor,Adhesion by Cadherin,Fibroblast peribronchial|Monocyte non-classical,0.641
CCL23_FPR2,simple:P55773,simple:P25090,CCL23,FPR2,Ligand-Receptor,Signaling by Chemokines,Fibroblast peribronchial|Monocyte non-classical,0.643
SAA1_FPR2,simple:P0DJI8,simple:P25090,SAA1,FPR2,Ligand-Receptor,,Fibroblast peribronchial|Monocyte non-classical,0.676
ProstaglandinE2_byPTGES2_PTGER4,complex:ProstaglandinE2_byPTGES2,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Fibroblast peribronchial|Monocyte non-classical,0.632
CSF1_CSF1R,simple:P09603,simple:P07333,CSF1,CSF1R,Ligand-Receptor,Signaling by Colony-Stimulating factor,Fibroblast peribronchial|Monocyte non-classical,0.738
APELA_APLNR,simple:P0DMC3,simple:P35414,APELA,APLNR,Ligand-Receptor,Signaling by Apelin,Fibroblast peribronchial|Monocyte non-classical,0.643
RAET1L_NKG2D_II_receptor,simple:Q5VY80,complex:NKG2D_II_receptor,RAET1L,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,Fibroblast peribronchial|Monocyte non-classical,0.58
RSPO3_LGR5,simple:Q9BXY4,simple:O75473,RSPO3,LGR5,Ligand-Receptor,Signaling by R-spondin,Fibroblast peribronchial|Monocyte non-classical,0.631
FGF1_FGFR4,simple:P05230,simple:P22455,FGF1,FGFR4,Ligand-Receptor,Signaling by Fibroblast growth factor,Fibroblast peribronchial|Monocyte non-classical,0.637
Prostacyclin_byPTGIS_PTGIR,complex:Prostacyclin_byPTGIS,simple:P43119,,PTGIR,Ligand-Receptor,,Fibroblast peribronchial|Monocyte non-classical,0.637
ProstaglandinE2_byPTGES_PTGER4,complex:ProstaglandinE2_byPTGES,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Fibroblast peribronchial|Monocyte non-classical,0.692
HLA-G_LILRB1,simple:P17693,simple:Q8NHL6,HLA-G,LILRB1,Ligand-Receptor,Signaling by HLA,Fibroblast peribronchial|Monocyte non-classical,0.637
CXCL14_CXCR4,simple:O95715,simple:P61073,CXCL14,CXCR4,Ligand-Receptor,Signaling by Chemokines,Fibroblast peribronchial|Monocyte non-classical,0.675
APP_CD74,simple:P05067,simple:P04233,APP,CD74,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Fibroblast peribronchial|Monocyte non-classical,0.657
LeukotrieneC4_byLTC4S_CYSLTR2,complex:LeukotrieneC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Fibroblast peribronchial|Monocyte non-classical,0.58
SCT_VIPR1,simple:P09683,simple:P32241,SCT,VIPR1,Ligand-Receptor,Signaling by Secretin,Fibroblast peribronchial|Monocyte non-classical,0.564
JAG1_NOTCH2,simple:P78504,simple:Q04721,JAG1,NOTCH2,Ligand-Receptor,Signaling by Notch,Fibroblast peribronchial|Monocyte non-classical,0.728
RARRES2_CMKLR1,simple:Q99969,simple:Q99788,RARRES2,CMKLR1,Ligand-Receptor,Signaling by Retinoid acid,Fibroblast peribronchial|Monocyte non-classical,0.661
HLA-G_LILRB2,simple:P17693,simple:Q8N423,HLA-G,LILRB2,Ligand-Receptor,Signaling by HLA,Fibroblast peribronchial|Monocyte non-classical,0.648
CD320_JAML,simple:Q9NPF0,simple:Q86YT9,CD320,JAML,Ligand-Receptor,,Fibroblast peribronchial|Monocyte non-classical,0.607
THY1_ADGRE2,simple:P04216,simple:Q9UHX3,THY1,ADGRE2,Adhesion-Adhesion,Adhesion by antigen THY1,Fibroblast peribronchial|Monocyte non-classical,0.808
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Fibroblast peribronchial|Monocyte non-classical,0.587
SCT_SCTR,simple:P09683,simple:P47872,SCT,SCTR,Ligand-Receptor,Signaling by Secretin,Fibroblast peribronchial|Monocyte non-classical,0.534
atRetinoicAcid_byALDH1A3_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A3,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Fibroblast peribronchial|Monocyte non-classical,0.617
LeukotrieneE4_byDPEP1_CYSLTR2,complex:LeukotrieneE4_byDPEP1,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Fibroblast peribronchial|Monocyte non-classical,0.773
CCL26_CCR1,simple:Q9Y258,simple:P32246,CCL26,CCR1,Ligand-Receptor,Signaling by Chemokines,Fibroblast peribronchial|Monocyte non-classical,0.695
CXCL6_CXCR2,simple:P80162,simple:P25025,CXCL6,CXCR2,Ligand-Receptor,Signaling by Chemokines,Fibroblast peribronchial|Monocyte non-classical,0.533
HFE_TFRC,simple:Q30201,simple:P02786,HFE,TFRC,Ligand-Receptor,,Fibroblast peribronchial|Monocyte non-classical,0.657
CD99_PILRA,simple:P14209,simple:Q9UKJ1,CD99,PILRA,Ligand-Receptor,,Fibroblast peribronchial|Monocyte non-classical,0.764
fibrinogen_integrin_aXb2_complex,complex:fibrinogen,complex:integrin_aXb2_complex,,,Ligand-Receptor,Adhesion by Fibribogen,Fibroblast peribronchial|Monocyte non-classical,0.718
CD52_SIGLEC10,simple:P31358,simple:Q96LC7,CD52,SIGLEC10,Ligand-Receptor,,Fibroblast peribronchial|Monocyte non-classical,0.574
ANXA1_FPR1,simple:P04083,simple:P21462,ANXA1,FPR1,Ligand-Receptor,Signaling by Annexin,Fibroblast peribronchial|Monocyte non-classical,0.653
RARRES2_CCRL2,simple:Q99969,simple:O00421,RARRES2,CCRL2,Ligand-Receptor,Signaling by Retinoid acid,Fibroblast peribronchial|Monocyte non-classical,0.697
CD177_PECAM1,simple:Q8N6Q3,simple:P16284,CD177,PECAM1,Ligand-Receptor,,Fibroblast peribronchial|Monocyte non-classical,0.638
THY1_integrin_aXb2_complex,simple:P04216,complex:integrin_aXb2_complex,THY1,,Adhesion-Adhesion,Adhesion by antigen THY1,Fibroblast peribronchial|Monocyte non-classical,0.774
CXCL6_CXCR1,simple:P80162,simple:P25024,CXCL6,CXCR1,Ligand-Receptor,Signaling by Chemokines,Fibroblast peribronchial|Monocyte non-classical,0.536
ANXA1_FPR2,simple:P04083,simple:P25090,ANXA1,FPR2,Ligand-Receptor,Signaling by Annexin,Fibroblast peribronchial|Monocyte non-classical,0.662
ICAM1_integrin_aXb2_complex,simple:P05362,complex:integrin_aXb2_complex,ICAM1,,Ligand-Receptor,Adhesion by ICAM,Fibroblast peribronchial|Monocyte non-classical,0.621
DLK1_NOTCH2,simple:P80370,simple:Q04721,DLK1,NOTCH2,Ligand-Receptor,Signaling by Notch,Fibroblast peribronchial|Monocyte non-classical,0.695
IL24_IL20_receptor_Type_I,simple:Q13007,complex:IL20_receptor_Type_I,IL24,,Ligand-Receptor,Signaling by Interleukin,Fibroblast peribronchial|Monocyte non-classical,0.595
PLAU_PLAUR,simple:P00749,simple:Q03405,PLAU,PLAUR,Ligand-Receptor,Signaling by Plasminogen Activator,Fibroblast peribronchial|Monocyte non-classical,0.751
THBS1_CD36,simple:P07996,simple:P16671,THBS1,CD36,Ligand-Receptor,Signaling by Thrombospondin precursor,Fibroblast peribronchial|Monocyte non-classical,0.696
APOB_TREM2_receptor,simple:P04114,complex:TREM2_receptor,APOB,,Ligand-Receptor,Signaling by Apolipoprotein,Fibroblast peribronchial|Monocyte non-classical,0.574
WNT5B_WIF1,simple:Q9H1J7,simple:Q9Y5W5,WNT5B,WIF1,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast peribronchial|Monocyte non-classical,0.615
THBS2_CD36,simple:P35442,simple:P16671,THBS2,CD36,Ligand-Receptor,Signaling by Thrombospondin precursor,Fibroblast peribronchial|Monocyte non-classical,0.728
WNT2_SFRP5,simple:P09544,simple:Q5T4F7,WNT2,SFRP5,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast peribronchial|Monocyte non-classical,0.631
APP_FPR2,simple:P05067,simple:P25090,APP,FPR2,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Fibroblast peribronchial|Monocyte non-classical,0.764
CTSG_FPR1,simple:P08311,simple:P21462,CTSG,FPR1,Ligand-Receptor,Signaling by Cathepsin,Fibroblast peribronchial|Monocyte non-classical,0.648
WNT2_WIF1,simple:P09544,simple:Q9Y5W5,WNT2,WIF1,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast peribronchial|Monocyte non-classical,0.634
WNT5A_SFRP5,simple:P41221,simple:Q5T4F7,WNT5A,SFRP5,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast peribronchial|Monocyte non-classical,0.627
OXT_AVPR1A,simple:P01178,simple:P37288,OXT,AVPR1A,Ligand-Receptor,Signaling by Oxytocin,Fibroblast peribronchial|Monocyte non-classical,0.635
FCER2_integrin_aXb2_complex,simple:P06734,complex:integrin_aXb2_complex,FCER2,,Receptor-Receptor,Signaling by FC receptor,Fibroblast peribronchial|Monocyte non-classical,0.618
WNT5A_WIF1,simple:P41221,simple:Q9Y5W5,WNT5A,WIF1,Ligand-Ligand,Signaling by WNT inhibition,Fibroblast peribronchial|Monocyte non-classical,0.631
DSG2_DSC3,simple:Q14126,simple:Q14574,DSG2,DSC3,Adhesion-Adhesion,Adhesion by Desmosome,Fibroblast peribronchial|Monocyte non-classical,0.617
CXCL5_CXCR1,simple:P42830,simple:P25024,CXCL5,CXCR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Monocyte non-classical,0.548
CCL3_CCR1,simple:P10147,simple:P32246,CCL3,CCR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Monocyte non-classical,0.626
LTA_TNFRSF1B,simple:P01374,simple:P20333,LTA,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Macrophage|Monocyte non-classical,0.621
LTC4_byLTC4S_CYSLTR2,complex:LTC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Macrophage|Monocyte non-classical,0.656
Histamine_byHDC_HRH2,complex:Histamine_byHDC,simple:P25021,,HRH2,Ligand-Receptor,Signaling by Histamine,Macrophage|Monocyte non-classical,0.629
LipoxinA4_byALOX12_FPR2,complex:LipoxinA4_byALOX12,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Macrophage|Monocyte non-classical,0.645
CXCL5_CXCR2,simple:P42830,simple:P25025,CXCL5,CXCR2,Ligand-Receptor,Signaling by Chemokines,Macrophage|Monocyte non-classical,0.545
CX3CL1_CX3CR1,simple:P78423,simple:P49238,CX3CL1,CX3CR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Monocyte non-classical,0.634
CD44_TYROBP,simple:P16070,simple:O43914,CD44,TYROBP,Ligand-Receptor,,Macrophage|Monocyte non-classical,0.671
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Macrophage|Monocyte non-classical,0.668
CCL8_CCR1,simple:P80075,simple:P32246,CCL8,CCR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Monocyte non-classical,0.641
CCL7_CCR1,simple:P80098,simple:P32246,CCL7,CCR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Monocyte non-classical,0.644
CCL23_FPR2,simple:P55773,simple:P25090,CCL23,FPR2,Ligand-Receptor,Signaling by Chemokines,Macrophage|Monocyte non-classical,0.745
SAA1_FPR2,simple:P0DJI8,simple:P25090,SAA1,FPR2,Ligand-Receptor,,Macrophage|Monocyte non-classical,0.668
ProstaglandinE2_byPTGES2_PTGER4,complex:ProstaglandinE2_byPTGES2,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Macrophage|Monocyte non-classical,0.623
CCL15_CCR1,simple:Q16663,simple:P32246,CCL15,CCR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Monocyte non-classical,0.58
CCL23_CCR1,simple:P55773,simple:P32246,CCL23,CCR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Monocyte non-classical,0.631
CSF1_CSF1R,simple:P09603,simple:P07333,CSF1,CSF1R,Ligand-Receptor,Signaling by Colony-Stimulating factor,Macrophage|Monocyte non-classical,0.653
TF_TFRC,simple:P02787,simple:P02786,TF,TFRC,Ligand-Receptor,Signaling by Transferrin,Macrophage|Monocyte non-classical,0.613
LAIR1_LILRB4,simple:Q6GTX8,simple:Q8NHJ6,LAIR1,LILRB4,Receptor-Receptor,,Macrophage|Monocyte non-classical,0.626
HLA-G_LILRB1,simple:P17693,simple:Q8NHL6,HLA-G,LILRB1,Ligand-Receptor,Signaling by HLA,Macrophage|Monocyte non-classical,0.653
CXCL1_ACKR1,simple:P09341,simple:Q16570,CXCL1,ACKR1,Ligand-Receptor,Signaling by Chemokines,Macrophage|Monocyte non-classical,0.54
APOE_TREM2_receptor,simple:P02649,complex:TREM2_receptor,APOE,,Ligand-Receptor,Signaling by Apolipoprotein,Macrophage|Monocyte non-classical,0.571
LeukotrieneC4_byLTC4S_CYSLTR2,complex:LeukotrieneC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Macrophage|Monocyte non-classical,0.656
JAG1_NOTCH2,simple:P78504,simple:Q04721,JAG1,NOTCH2,Ligand-Receptor,Signaling by Notch,Macrophage|Monocyte non-classical,0.661
HLA-G_LILRB2,simple:P17693,simple:Q8N423,HLA-G,LILRB2,Ligand-Receptor,Signaling by HLA,Macrophage|Monocyte non-classical,0.664
THY1_ADGRE2,simple:P04216,simple:Q9UHX3,THY1,ADGRE2,Adhesion-Adhesion,Adhesion by antigen THY1,Macrophage|Monocyte non-classical,0.642
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Macrophage|Monocyte non-classical,0.694
CXCL1_CXCR2,simple:P09341,simple:P25025,CXCL1,CXCR2,Ligand-Receptor,Signaling by Chemokines,Macrophage|Monocyte non-classical,0.539
Estradiol_byCYP19A1_NR1I2,complex:Estradiol_byCYP19A1,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Steroids,Macrophage|Monocyte non-classical,0.561
