interacting_pair,partner_a,partner_b,gene_a,gene_b,directionality,classification,interacting_cells,significant_mean
Epinephrine_byPNMT_ADRA2A,complex:Epinephrine_byPNMT,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Epinephrine,Mast cell|Fibroblast peribronchial,0.736
CTSG_FPR1,simple:P08311,simple:P21462,CTSG,FPR1,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Fibroblast peribronchial,0.593
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,Mast cell|Fibroblast peribronchial,0.736
RSPO2_LGR5,simple:Q6UXX9,simple:O75473,RSPO2,LGR5,Ligand-Receptor,Signaling by R-spondin,Monocyte classical|Fibroblast peribronchial,0.648
GJA5_GJA5,simple:P36382,simple:P36382,GJA5,GJA5,Gap-Gap,Adhesion by GAP junction,Monocyte classical|Fibroblast peribronchial,0.613
CXCL8_CXCR2,simple:P10145,simple:P25025,CXCL8,CXCR2,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|Fibroblast peribronchial,0.56
VEGFA_NRP1,simple:P15692,simple:O14786,VEGFA,NRP1,Ligand-Receptor,Signaling by Vascular endothelial growth factor,Monocyte classical|Fibroblast peribronchial,0.696
GJC1_GJA5,simple:P36383,simple:P36382,GJC1,GJA5,Gap-Gap,Adhesion by GAP junction,Monocyte classical|Fibroblast peribronchial,0.627
CXCL8_CXCR1,simple:P10145,simple:P25024,CXCL8,CXCR1,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|Fibroblast peribronchial,0.563
DLK1_NOTCH3,simple:P80370,simple:Q9UM47,DLK1,NOTCH3,Ligand-Receptor,Signaling by Notch,Monocyte classical|Fibroblast peribronchial,0.654
SHH_PTCH_CDON_transmembrane_receptor,simple:Q15465,complex:PTCH_CDON_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,Monocyte classical|Fibroblast peribronchial,0.515
RSPO3_LGR5,simple:Q9BXY4,simple:O75473,RSPO3,LGR5,Ligand-Receptor,Signaling by R-spondin,Monocyte classical|Fibroblast peribronchial,0.63
VEGFA_NRP2,simple:P15692,simple:O60462,VEGFA,NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,Monocyte classical|Fibroblast peribronchial,0.714
CXCL3_CXCR2,simple:P19876,simple:P25025,CXCL3,CXCR2,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|Fibroblast peribronchial,0.588
PDGFB_PDGFRB,simple:P01127,simple:P09619,PDGFB,PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,Monocyte classical|Fibroblast peribronchial,0.633
WNT2_SFRP2,simple:P09544,simple:Q96HF1,WNT2,SFRP2,Ligand-Ligand,Signaling by WNT inhibition,Monocyte classical|Fibroblast peribronchial,0.636
SHH_HHIP,simple:Q15465,simple:Q96QV1,SHH,HHIP,Ligand-Ligand,Signaling by Sonic hedgehog,Monocyte classical|Fibroblast peribronchial,0.622
AREG_EGFR,simple:P15514,simple:P00533,AREG,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte classical|Fibroblast peribronchial,0.702
CXCL2_CXCR2,simple:P19875,simple:P25025,CXCL2,CXCR2,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|Fibroblast peribronchial,0.59
atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A2,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Monocyte classical|Fibroblast peribronchial,0.576
CXCL2_DPP4,simple:P19875,simple:P27487,CXCL2,DPP4,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|Fibroblast peribronchial,0.604
GJC1_GJA1,simple:P36383,simple:P17302,GJC1,GJA1,Gap-Gap,Adhesion by GAP junction,Monocyte classical|Fibroblast peribronchial,0.628
NRG1_ERBB3,simple:Q02297,simple:P21860,NRG1,ERBB3,Ligand-Receptor,Signaling by Neuregulin,Monocyte classical|Fibroblast peribronchial,0.614
RBP4_STRA6,simple:P02753,simple:Q9BX79,RBP4,STRA6,Ligand-Receptor,,Monocyte classical|Fibroblast peribronchial,0.643
CXCL11_ACKR3,simple:O14625,simple:P25106,CXCL11,ACKR3,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|Fibroblast peribronchial,0.616
HBEGF_ERBB4,simple:Q99075,simple:Q15303,HBEGF,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte classical|Fibroblast peribronchial,0.655
PDGFB_PDGFRA,simple:P01127,simple:P16234,PDGFB,PDGFRA,Ligand-Receptor,Signaling by Platelet-derived growth factor,Monocyte classical|Fibroblast peribronchial,0.639
ProstaglandinE2_byPTGES_PTGER3,complex:ProstaglandinE2_byPTGES,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Monocyte classical|Fibroblast peribronchial,0.622
HBEGF_EGFR,simple:Q99075,simple:P00533,HBEGF,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte classical|Fibroblast peribronchial,0.709
DLK1_NOTCH2,simple:P80370,simple:Q04721,DLK1,NOTCH2,Ligand-Receptor,Signaling by Notch,Monocyte classical|Fibroblast peribronchial,0.622
NRG1_ERBB4,simple:Q02297,simple:Q15303,NRG1,ERBB4,Ligand-Receptor,Signaling by Neuregulin,Monocyte classical|Fibroblast peribronchial,0.669
IL24_IL20_receptor_Type_I,simple:Q13007,complex:IL20_receptor_Type_I,IL24,,Ligand-Receptor,Signaling by Interleukin,Monocyte classical|Fibroblast peribronchial,0.579
HBEGF_ERBB2,simple:Q99075,simple:P04626,HBEGF,ERBB2,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte classical|Fibroblast peribronchial,0.702
SEMA3A_PlexinA1_complex3,simple:Q14563,complex:PlexinA1_complex3,SEMA3A,,Ligand-Receptor,Signaling by Semaphorin,Monocyte classical|Fibroblast peribronchial,0.584
EREG_EGFR,simple:O14944,simple:P00533,EREG,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte classical|Fibroblast peribronchial,0.723
SHH_PTCH_GAS1_transmembrane_receptor,simple:Q15465,complex:PTCH_GAS1_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,Monocyte classical|Fibroblast peribronchial,0.556
EPGN_EGFR,simple:Q6UW88,simple:P00533,EPGN,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte classical|Fibroblast peribronchial,0.633
IL20_IL20_receptor_Type_I,simple:Q9NYY1,complex:IL20_receptor_Type_I,IL20,,Ligand-Receptor,Signaling by Interleukin,Monocyte classical|Fibroblast peribronchial,0.535
PDGFB_PDGFR_complex,simple:P01127,complex:PDGFR_complex,PDGFB,,Ligand-Receptor,Signaling by Platelet-derived growth factor,Monocyte classical|Fibroblast peribronchial,0.633
EREG_ERBB4,simple:O14944,simple:Q15303,EREG,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte classical|Fibroblast peribronchial,0.669
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,Monocyte classical|Fibroblast peribronchial,0.604
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Fibroblast peribronchial,0.594
RSPO2_LGR5,simple:Q6UXX9,simple:O75473,RSPO2,LGR5,Ligand-Receptor,Signaling by R-spondin,NK cell|Fibroblast peribronchial,0.646
GJA5_GJA5,simple:P36382,simple:P36382,GJA5,GJA5,Gap-Gap,Adhesion by GAP junction,NK cell|Fibroblast peribronchial,0.612
GJC1_GJA5,simple:P36383,simple:P36382,GJC1,GJA5,Gap-Gap,Adhesion by GAP junction,NK cell|Fibroblast peribronchial,0.622
SHH_PTCH_CDON_transmembrane_receptor,simple:Q15465,complex:PTCH_CDON_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,NK cell|Fibroblast peribronchial,0.514
ProstaglandinD2_byAKR1C3_PTGFR,complex:ProstaglandinD2_byAKR1C3,simple:P43088,,PTGFR,Ligand-Receptor,Signaling by Prostaglandin,NK cell|Fibroblast peribronchial,0.704
RSPO3_LGR5,simple:Q9BXY4,simple:O75473,RSPO3,LGR5,Ligand-Receptor,Signaling by R-spondin,NK cell|Fibroblast peribronchial,0.629
CD226_NECTIN2,simple:Q15762,simple:Q92692,CD226,NECTIN2,Adhesion-Adhesion,,NK cell|Fibroblast peribronchial,0.688
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Fibroblast peribronchial,0.578
SHH_HHIP,simple:Q15465,simple:Q96QV1,SHH,HHIP,Ligand-Ligand,Signaling by Sonic hedgehog,NK cell|Fibroblast peribronchial,0.62
AREG_EGFR,simple:P15514,simple:P00533,AREG,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,NK cell|Fibroblast peribronchial,0.699
RBP4_STRA6,simple:P02753,simple:Q9BX79,RBP4,STRA6,Ligand-Receptor,,NK cell|Fibroblast peribronchial,0.643
PDGFD_PDGFRB,simple:Q9GZP0,simple:P09619,PDGFD,PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,NK cell|Fibroblast peribronchial,0.741
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Fibroblast peribronchial,0.59
SHH_PTCH_GAS1_transmembrane_receptor,simple:Q15465,complex:PTCH_GAS1_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,NK cell|Fibroblast peribronchial,0.555
PDGFD_PDGFR_complex,simple:Q9GZP0,complex:PDGFR_complex,PDGFD,,Ligand-Receptor,Signaling by Platelet-derived growth factor,NK cell|Fibroblast peribronchial,0.741
IL20_IL20_receptor_Type_I,simple:Q9NYY1,complex:IL20_receptor_Type_I,IL20,,Ligand-Receptor,Signaling by Interleukin,NK cell|Fibroblast peribronchial,0.523
PDGFB_PDGFR_complex,simple:P01127,complex:PDGFR_complex,PDGFB,,Ligand-Receptor,Signaling by Platelet-derived growth factor,NK cell|Fibroblast peribronchial,0.614
Epinephrine_byPNMT_ADRA2A,complex:Epinephrine_byPNMT,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Epinephrine,NK cell|Fibroblast peribronchial,0.626
EDN3_EDNRA,simple:P14138,simple:P25101,EDN3,EDNRA,Ligand-Receptor,Signaling by Endothelin,NK cell|Fibroblast peribronchial,0.669
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,NK cell|Fibroblast peribronchial,0.618
RSPO2_LGR5,simple:Q6UXX9,simple:O75473,RSPO2,LGR5,Ligand-Receptor,Signaling by R-spondin,Pericyte|Fibroblast peribronchial,0.646
PGF_FLT1_complex,simple:P49763,complex:FLT1_complex,PGF,,Ligand-Receptor,Signaling by Placenta growth factor,Pericyte|Fibroblast peribronchial,0.659
CDH6_CDH6,simple:P55285,simple:P55285,CDH6,CDH6,Adhesion-Adhesion,Adhesion by Cadherin,Pericyte|Fibroblast peribronchial,0.685
JAG1_NOTCH4,simple:P78504,simple:Q99466,JAG1,NOTCH4,Ligand-Receptor,Signaling by Notch,Pericyte|Fibroblast peribronchial,0.652
AGT_AGTR2,simple:P01019,simple:P50052,AGT,AGTR2,Ligand-Receptor,Signaling by Angiotensinogen,Pericyte|Fibroblast peribronchial,0.656
PGF_NRP2,simple:P49763,simple:O60462,PGF,NRP2,Ligand-Receptor,Signaling by Placenta growth factor,Pericyte|Fibroblast peribronchial,0.791
PPBP_CXCR1,simple:P02775,simple:P25024,PPBP,CXCR1,Ligand-Receptor,Signaling by Chemokines,Pericyte|Fibroblast peribronchial,0.63
PGF_FLT1,simple:P49763,simple:P17948,PGF,FLT1,Ligand-Receptor,Signaling by Placenta growth factor,Pericyte|Fibroblast peribronchial,0.66
PPBP_CXCR2,simple:P02775,simple:P25025,PPBP,CXCR2,Ligand-Receptor,Signaling by Chemokines,Pericyte|Fibroblast peribronchial,0.627
ANGPT2_TEK,simple:O15123,simple:Q02763,ANGPT2,TEK,Ligand-Receptor,Signaling by Angiopoietin,Pericyte|Fibroblast peribronchial,0.663
WNT2_SFRP4,simple:P09544,simple:Q6FHJ7,WNT2,SFRP4,Ligand-Ligand,Signaling by WNT inhibition,Pericyte|Fibroblast peribronchial,0.633
GJA5_GJA5,simple:P36382,simple:P36382,GJA5,GJA5,Gap-Gap,Adhesion by GAP junction,Pericyte|Fibroblast peribronchial,0.633
ANGPT1_TEK,simple:Q15389,simple:Q02763,ANGPT1,TEK,Ligand-Receptor,Signaling by Angiopoietin,Pericyte|Fibroblast peribronchial,0.653
AGT_AGTR1,simple:P01019,simple:P30556,AGT,AGTR1,Ligand-Receptor,Signaling by Angiotensinogen,Pericyte|Fibroblast peribronchial,0.733
GJC1_GJA5,simple:P36383,simple:P36382,GJC1,GJA5,Gap-Gap,Adhesion by GAP junction,Pericyte|Fibroblast peribronchial,0.819
PGF_NRP1,simple:P49763,simple:O14786,PGF,NRP1,Ligand-Receptor,Signaling by Placenta growth factor,Pericyte|Fibroblast peribronchial,0.773
WNT5B_SFRP4,simple:Q9H1J7,simple:Q6FHJ7,WNT5B,SFRP4,Ligand-Ligand,Signaling by WNT inhibition,Pericyte|Fibroblast peribronchial,0.636
CCL8_CCR1,simple:P80075,simple:P32246,CCL8,CCR1,Ligand-Receptor,Signaling by Chemokines,Pericyte|Fibroblast peribronchial,0.628
JAG1_NOTCH3,simple:P78504,simple:Q9UM47,JAG1,NOTCH3,Ligand-Receptor,Signaling by Notch,Pericyte|Fibroblast peribronchial,0.802
ProstaglandinE2_byPTGES2_PTGER3,complex:ProstaglandinE2_byPTGES2,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Pericyte|Fibroblast peribronchial,0.652
GJC1_GJC1,simple:P36383,simple:P36383,GJC1,GJC1,Gap-Gap,Adhesion by GAP junction,Pericyte|Fibroblast peribronchial,0.699
SHH_PTCH_CDON_transmembrane_receptor,simple:Q15465,complex:PTCH_CDON_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,Pericyte|Fibroblast peribronchial,0.513
RSPO3_LGR5,simple:Q9BXY4,simple:O75473,RSPO3,LGR5,Ligand-Receptor,Signaling by R-spondin,Pericyte|Fibroblast peribronchial,0.635
FGF1_FGFR4,simple:P05230,simple:P22455,FGF1,FGFR4,Ligand-Receptor,Signaling by Fibroblast growth factor,Pericyte|Fibroblast peribronchial,0.661
JAG1_VASN,simple:P78504,simple:Q6EMK4,JAG1,VASN,Ligand-Receptor,,Pericyte|Fibroblast peribronchial,0.801
WNT5B_SFRP2,simple:Q9H1J7,simple:Q96HF1,WNT5B,SFRP2,Ligand-Ligand,Signaling by WNT inhibition,Pericyte|Fibroblast peribronchial,0.639
FGF1_FGFR1,simple:P05230,simple:P11362,FGF1,FGFR1,Ligand-Receptor,Signaling by Fibroblast growth factor,Pericyte|Fibroblast peribronchial,0.796
WNT2_SFRP2,simple:P09544,simple:Q96HF1,WNT2,SFRP2,Ligand-Ligand,Signaling by WNT inhibition,Pericyte|Fibroblast peribronchial,0.637
JAG1_NOTCH2,simple:P78504,simple:Q04721,JAG1,NOTCH2,Ligand-Receptor,Signaling by Notch,Pericyte|Fibroblast peribronchial,0.77
SHH_HHIP,simple:Q15465,simple:Q96QV1,SHH,HHIP,Ligand-Ligand,Signaling by Sonic hedgehog,Pericyte|Fibroblast peribronchial,0.619
NTN4_NTRK2,simple:Q9HB63,simple:Q16620,NTN4,NTRK2,Ligand-Receptor,Signaling by Netrin,Pericyte|Fibroblast peribronchial,0.65
AGRN_PTPRS,simple:O00468,simple:Q13332,AGRN,PTPRS,Ligand-Receptor,Signaling by Agrin,Pericyte|Fibroblast peribronchial,0.699
HLA-G_LILRB2,simple:P17693,simple:Q8N423,HLA-G,LILRB2,Ligand-Receptor,Signaling by HLA,Pericyte|Fibroblast peribronchial,0.583
HGF_MET,simple:P14210,simple:P08581,HGF,MET,Ligand-Receptor,,Pericyte|Fibroblast peribronchial,0.65
GJA1_GJA5,simple:P17302,simple:P36382,GJA1,GJA5,Gap-Gap,Adhesion by GAP junction,Pericyte|Fibroblast peribronchial,0.606
WNT5A_SFRP4,simple:P41221,simple:Q6FHJ7,WNT5A,SFRP4,Ligand-Ligand,Signaling by WNT inhibition,Pericyte|Fibroblast peribronchial,0.644
TSLP_TSLPR,simple:Q969D9,complex:TSLPR,TSLP,,Ligand-Receptor,,Pericyte|Fibroblast peribronchial,0.559
GAS6_AXL,simple:Q14393,simple:P30530,GAS6,AXL,Ligand-Receptor,Signaling by Growth arrest,Pericyte|Fibroblast peribronchial,0.733
atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A2,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Pericyte|Fibroblast peribronchial,0.576
THY1_ADGRE2,simple:P04216,simple:Q9UHX3,THY1,ADGRE2,Adhesion-Adhesion,Adhesion by antigen THY1,Pericyte|Fibroblast peribronchial,0.695
WNT5A_SFRP2,simple:P41221,simple:Q96HF1,WNT5A,SFRP2,Ligand-Ligand,Signaling by WNT inhibition,Pericyte|Fibroblast peribronchial,0.647
atRetinoicAcid_byALDH1A3_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A3,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Pericyte|Fibroblast peribronchial,0.588
GJC1_GJA1,simple:P36383,simple:P17302,GJC1,GJA1,Gap-Gap,Adhesion by GAP junction,Pericyte|Fibroblast peribronchial,0.82
CCL26_CCR1,simple:Q9Y258,simple:P32246,CCL26,CCR1,Ligand-Receptor,Signaling by Chemokines,Pericyte|Fibroblast peribronchial,0.645
NLGN2_NRXN2,simple:Q8NFZ4,simple:P58401,NLGN2,NRXN2,Ligand-Receptor,Signaling by Neuroligin,Pericyte|Fibroblast peribronchial,0.771
RBP4_STRA6,simple:P02753,simple:Q9BX79,RBP4,STRA6,Ligand-Receptor,,Pericyte|Fibroblast peribronchial,0.639
CADM1_CADM1,simple:Q9BY67,simple:Q9BY67,CADM1,CADM1,Adhesion-Adhesion,Adhesion by CADM,Pericyte|Fibroblast peribronchial,0.628
CALCA_RAMP1_complex,simple:P01258,complex:RAMP1_complex,CALCA,,Ligand-Receptor,Signaling by Calcitonin,Pericyte|Fibroblast peribronchial,0.637
COL4A1_ADGRG6,simple:P02462,simple:Q86SQ4,COL4A1,ADGRG6,Adhesion-Adhesion,Adhesion by Collagen/Integrin,Pericyte|Fibroblast peribronchial,0.659
PDGFB_PDGFRA,simple:P01127,simple:P16234,PDGFB,PDGFRA,Ligand-Receptor,Signaling by Platelet-derived growth factor,Pericyte|Fibroblast peribronchial,0.646
PODXL2_SELL,simple:Q9NZ53,simple:P14151,PODXL2,SELL,Ligand-Receptor,Signaling by Podocalyxin-like protein,Pericyte|Fibroblast peribronchial,0.581
SLITRK6_PTPRS,simple:Q9H5Y7,simple:Q13332,SLITRK6,PTPRS,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,Pericyte|Fibroblast peribronchial,0.624
THY1_integrin_aXb2_complex,simple:P04216,complex:integrin_aXb2_complex,THY1,,Adhesion-Adhesion,Adhesion by antigen THY1,Pericyte|Fibroblast peribronchial,0.611
COL4A2_ADGRG6,simple:P08572,simple:Q86SQ4,COL4A2,ADGRG6,Adhesion-Adhesion,Adhesion by Collagen/Integrin,Pericyte|Fibroblast peribronchial,0.659
EGF_EGFR,simple:P01133,simple:P00533,EGF,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,Pericyte|Fibroblast peribronchial,0.746
ProstaglandinE2_byPTGES_PTGER3,complex:ProstaglandinE2_byPTGES,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Pericyte|Fibroblast peribronchial,0.613
SDC2_FGFR4,simple:P34741,simple:P22455,SDC2,FGFR4,Ligand-Receptor,,Pericyte|Fibroblast peribronchial,0.674
IL24_IL20_receptor_Type_I,simple:Q13007,complex:IL20_receptor_Type_I,IL24,,Ligand-Receptor,Signaling by Interleukin,Pericyte|Fibroblast peribronchial,0.686
COL3A1_ADGRG1,simple:P02461,simple:Q9Y653,COL3A1,ADGRG1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,Pericyte|Fibroblast peribronchial,0.639
WNT2_SFRP1,simple:P09544,simple:Q8N474,WNT2,SFRP1,Ligand-Ligand,Signaling by WNT inhibition,Pericyte|Fibroblast peribronchial,0.511
APP_TNFRSF21,simple:P05067,simple:O75509,APP,TNFRSF21,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Pericyte|Fibroblast peribronchial,0.689
TGFB3_TGFBR3,simple:P10600,simple:Q03167,TGFB3,TGFBR3,Ligand-Receptor,Signaling by Transforming growth factor,Pericyte|Fibroblast peribronchial,0.655
SerotoninDopamin_byDDC_HTR3C,complex:SerotoninDopamin_byDDC,simple:Q8WXA8,,HTR3C,Ligand-Receptor,Signaling by Serotonin/Dopamine,Pericyte|Fibroblast peribronchial,0.621
SEMA3A_PlexinA1_complex3,simple:Q14563,complex:PlexinA1_complex3,SEMA3A,,Ligand-Receptor,Signaling by Semaphorin,Pericyte|Fibroblast peribronchial,0.613
PODXL2_SELP,simple:Q9NZ53,simple:P16109,PODXL2,SELP,Ligand-Receptor,Signaling by Podocalyxin-like protein,Pericyte|Fibroblast peribronchial,0.618
APOB_TREM2_receptor,simple:P04114,complex:TREM2_receptor,APOB,,Ligand-Receptor,Signaling by Apolipoprotein,Pericyte|Fibroblast peribronchial,0.609
SHH_PTCH_GAS1_transmembrane_receptor,simple:Q15465,complex:PTCH_GAS1_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,Pericyte|Fibroblast peribronchial,0.554
NGF_NGFR,simple:P01138,simple:P08138,NGF,NGFR,Ligand-Receptor,Signaling by Beta-nerve growth factor,Pericyte|Fibroblast peribronchial,0.683
IL20_IL20_receptor_Type_I,simple:Q9NYY1,complex:IL20_receptor_Type_I,IL20,,Ligand-Receptor,Signaling by Interleukin,Pericyte|Fibroblast peribronchial,0.524
PTN_PTPRZ1,simple:P21246,simple:P23471,PTN,PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,Pericyte|Fibroblast peribronchial,0.671
PDGFB_PDGFR_complex,simple:P01127,complex:PDGFR_complex,PDGFB,,Ligand-Receptor,Signaling by Platelet-derived growth factor,Pericyte|Fibroblast peribronchial,0.64
WNT2_SFRP5,simple:P09544,simple:Q5T4F7,WNT2,SFRP5,Ligand-Ligand,Signaling by WNT inhibition,Pericyte|Fibroblast peribronchial,0.51
PODXL2_SELE,simple:Q9NZ53,simple:P16581,PODXL2,SELE,Ligand-Receptor,Signaling by Podocalyxin-like protein,Pericyte|Fibroblast peribronchial,0.62
NGF_NTRK1,simple:P01138,simple:P04629,NGF,NTRK1,Ligand-Receptor,Signaling by Beta-nerve growth factor,Pericyte|Fibroblast peribronchial,0.656
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,Pericyte|Fibroblast peribronchial,0.604
RSPO2_LGR5,simple:Q6UXX9,simple:O75473,RSPO2,LGR5,Ligand-Receptor,Signaling by R-spondin,Plasma cell|Fibroblast peribronchial,0.647
GJA5_GJA5,simple:P36382,simple:P36382,GJA5,GJA5,Gap-Gap,Adhesion by GAP junction,Plasma cell|Fibroblast peribronchial,0.613
GJC1_GJA5,simple:P36383,simple:P36382,GJC1,GJA5,Gap-Gap,Adhesion by GAP junction,Plasma cell|Fibroblast peribronchial,0.625
WNT5B_SFRP4,simple:Q9H1J7,simple:Q6FHJ7,WNT5B,SFRP4,Ligand-Ligand,Signaling by WNT inhibition,Plasma cell|Fibroblast peribronchial,0.7
DLK1_NOTCH3,simple:P80370,simple:Q9UM47,DLK1,NOTCH3,Ligand-Receptor,Signaling by Notch,Plasma cell|Fibroblast peribronchial,0.733
SHH_PTCH_CDON_transmembrane_receptor,simple:Q15465,complex:PTCH_CDON_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,Plasma cell|Fibroblast peribronchial,0.516
RSPO3_LGR5,simple:Q9BXY4,simple:O75473,RSPO3,LGR5,Ligand-Receptor,Signaling by R-spondin,Plasma cell|Fibroblast peribronchial,0.632
WNT5B_SFRP2,simple:Q9H1J7,simple:Q96HF1,WNT5B,SFRP2,Ligand-Ligand,Signaling by WNT inhibition,Plasma cell|Fibroblast peribronchial,0.704
WNT2_SFRP2,simple:P09544,simple:Q96HF1,WNT2,SFRP2,Ligand-Ligand,Signaling by WNT inhibition,Plasma cell|Fibroblast peribronchial,0.636
SHH_HHIP,simple:Q15465,simple:Q96QV1,SHH,HHIP,Ligand-Ligand,Signaling by Sonic hedgehog,Plasma cell|Fibroblast peribronchial,0.622
RBP4_STRA6,simple:P02753,simple:Q9BX79,RBP4,STRA6,Ligand-Receptor,,Plasma cell|Fibroblast peribronchial,0.644
EGF_EGFR,simple:P01133,simple:P00533,EGF,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,Plasma cell|Fibroblast peribronchial,0.705
ProstaglandinE2_byPTGES_PTGER3,complex:ProstaglandinE2_byPTGES,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Plasma cell|Fibroblast peribronchial,0.599
DLK1_NOTCH2,simple:P80370,simple:Q04721,DLK1,NOTCH2,Ligand-Receptor,Signaling by Notch,Plasma cell|Fibroblast peribronchial,0.701
SHH_PTCH_GAS1_transmembrane_receptor,simple:Q15465,complex:PTCH_GAS1_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,Plasma cell|Fibroblast peribronchial,0.557
IL20_IL20_receptor_Type_I,simple:Q9NYY1,complex:IL20_receptor_Type_I,IL20,,Ligand-Receptor,Signaling by Interleukin,Plasma cell|Fibroblast peribronchial,0.524
PDGFB_PDGFR_complex,simple:P01127,complex:PDGFR_complex,PDGFB,,Ligand-Receptor,Signaling by Platelet-derived growth factor,Plasma cell|Fibroblast peribronchial,0.614
