cell_type_adjusted,AT1,AT2_ROS1+,B cell,B cell dividing,Ciliated,Club_AT2_even_1,Club_AT2_even_2,Club_AT2_high,Club_Ciliated,DC mature,Endothelial cell arterial,Endothelial cell capillary,Endothelial cell lymphatic,Endothelial cell venous,Fibroblast adventitial,Fibroblast alveolar,Fibroblast peribronchial,Macrophage,Macrophage alveolar,Mast cell,Mesothelial,Monocyte classical,Monocyte non-classical,NK cell,NK cell dividing,Neutrophils,Pericyte,Plasma cell,Plasma cell dividing,Smooth muscle cell,T cell CD4,T cell CD4 dividing,T cell CD8 activated,T cell CD8 dividing,T cell CD8 effector memory,T cell CD8 naive,T cell CD8 terminally exhausted,T cell NK-like,T cell regulatory,Tumor LAUD_LUSC_AT2,Tumor LUAD_AT2_high,Tumor LUAD_AT2_mitotic,Tumor LUAD_LUSC,Tumor LUAD_LUSC_mitotic,Tumor LUAD_LUSC_mitotic_even,Tumor LUAD_mainly,Tumor LUAD_mainly_AT2_low,Tumor LUAD_mainly_AT2_mitotic,Tumor LUAD_mitotic,cDC1,cDC2,myeloid dividing,pDC,stromal dividing
Neutrophils,0.2342502464874611,0.4645538424148118,0.28873241914545816,0.8146305658622657,0.4443094844071055,0.6005787443599029,0.640108479751443,0.5186352383186414,0.48076773531422956,0.08301608623910191,0.35683268131331575,0.5177554208769778,0.42897905284294596,0.16930641228677576,0.644353568743673,0.3199474740393465,0.6472634842001129,0.37309472636056096,0.4609150583148836,0.34140678072657454,0.38161862949889636,0.8948331355143526,0.83129701415438,0.4395810297796478,0.5316592549223393,0.0,0.5120495212152819,0.6642165553202264,0.6938727698105374,0.5281132162439093,0.044144247558761084,0.2236447759554457,0.19957443102014363,0.990368046887254,0.10943423886827598,0.6150655250693747,0.9523341313966817,0.7201342671038226,0.37438890440919786,0.8381156405887962,0.7445740214992882,0.46035884714853814,0.017459955272160353,0.9500847632283356,0.7091506720606771,0.7669395195921569,0.5987839803167437,0.45353064683793715,0.8131187147607827,0.2753556488195988,0.1598116971592074,0.303236107497579,0.5510739703040083,0.43670786114260607
Pericyte,0.4932130394118602,0.7351721178412362,0.4235024543076739,0.5160443171773317,0.33661759134582736,0.4550271662907345,0.8158557343148716,0.4949935371525256,0.5115438815002187,0.10036762168643415,0.6320515454164515,0.9982776115671981,0.8519250130648838,0.0006143361728248298,1.345238423325752e-07,0.29708044398139627,1.9765843936913174e-08,0.7312763582865341,0.31737857891179017,1.5656015907178485e-05,0.7148991158918039,0.4579922999738776,0.7778838664582319,0.8861417978226049,0.7987973714822572,0.5120495212152819,0.0,0.35476584923741766,0.5203837765177264,2.3507170794307264e-06,0.07579634451153971,0.9314749523040551,0.3693089624728676,0.8023838541143417,0.25749108483761957,0.5575864258295042,0.8363409752039401,0.6034217524305067,0.3882992303215199,0.9871633198368683,0.0469232933435383,0.41471301936504823,0.6757894637418093,0.6094818728375151,0.5741250545677334,0.19803210708854904,0.586947083137358,0.4257926335408363,0.7341884242604165,0.32758622528542897,0.02085796956554018,0.7568442442104604,0.015248972623908614,0.020750182308967302
Plasma cell,0.08667179464183446,0.0541929696097254,0.16943005193599625,0.42906266648413505,0.22789024729522372,0.564557152117483,0.48750192008834947,0.27545810475695837,0.30240727495821584,0.14225352910514313,0.47365373972000374,0.8052664544705359,0.42877411774222224,0.3097425236519996,0.544076111124119,0.918632742773713,0.9947660267458927,0.20322013762782512,0.8795269060489493,0.22847036082624794,0.36201561673858024,0.22748293277517795,0.26871037542281917,0.08523473890774981,0.36950319283007665,0.6642165553202264,0.35476584923741766,0.0,0.19432696379776046,0.9483180614731367,0.9870053554218362,0.41107838286016707,0.17097370476074894,0.8067509260037268,0.2090525865432497,0.7299216725373838,0.6405422898495092,0.3648399116008488,0.6991449323870599,0.9630402477791012,0.6553994557932126,0.06407249296099794,0.3543833516329631,0.602225281024526,0.35883886084362954,0.6127046939477094,0.4902164377365814,0.19048589447242403,0.6089956974815016,0.7308678626776682,0.0826396060588534,0.2674246477208764,0.5150918048642659,0.80336890544281
Plasma cell dividing,0.2493192948183594,0.056253463706960216,0.9290939158235362,0.006900681766311697,0.9109294476542443,0.5381728669786482,0.4024457340377718,0.35059156364950084,0.5918544389438645,0.030789070134272973,0.9286096941530518,0.6434297106596172,0.25593262268509803,0.4397534085643967,0.6310990482184683,0.40057966613187246,0.6663781189694894,0.01314969408490636,0.22343278163250638,0.1791339958953008,0.4476438164749985,0.7186438499185677,0.6003807057781544,0.36772458236805494,0.33279647689091535,0.6938727698105374,0.5203837765177264,0.19432696379776046,0.0,0.6673735379043431,0.2590080014812163,0.01817500909889959,0.014791006468851455,3.392839150824573e-06,0.07290798316549181,0.04407758072100161,9.392822758266804e-07,0.03965169919782466,0.011481303023562895,0.34304823451893246,0.45018989079049676,0.9214313589631152,0.023163454915401206,0.18833531569742448,0.09331690664153057,0.38378614304376274,0.7421230277634783,0.2474929046542351,0.6727299651333238,0.000611935462456496,0.00015701246991363748,0.7666822511735085,0.14240688741261245,0.01966588913546993
Smooth muscle cell,0.9742017719919827,0.9939783839779032,0.6494629160418605,0.5252353040250376,0.6545206994410507,0.8494992725797429,0.9436891411572247,0.8623674078870459,0.6202977296024164,0.13227668408564608,0.0487589030201662,0.3468079864315448,0.6023563703352375,1.8500969580190528e-08,0.7923850334363829,0.0002725217208908293,0.2994459998201968,0.6027430113083668,0.3183175914349526,0.00016649429704739026,0.7621757255279359,0.8554366707445713,0.9751755759566147,0.1680115787083666,0.7122135638831588,0.5281132162439093,2.3507170794307264e-06,0.9483180614731367,0.6673735379043431,0.0,0.37687013193007096,0.9169521920082756,0.4153819279999572,0.5955901863527419,0.6093402264674017,0.9070570615675766,0.45257551017844483,0.3089136380209026,0.49777232926075876,0.9476149263685488,1.729197675330998e-13,0.9741147476857115,0.771609750628578,0.7002793029612085,0.44930014280386305,0.4822386255746847,0.7979495209603423,0.6171338513494615,0.7694708952955279,0.9327605174639251,0.0009950788375369369,0.39445089863647803,0.159821304088556,0.622133065460942
T cell CD4,0.27042178998091626,0.044367277991103994,0.023034624905585204,0.9729159509138298,0.04939374953930893,0.8924003764576297,0.14459687867566773,0.11686630877745205,0.10280877921270185,0.4752581322011157,0.4213921453229266,0.773476070600978,0.2119011842742739,0.31100011479358336,0.3586897448475518,0.13397084396272632,0.09334749989888574,0.03316895514647638,0.0015950805643648817,0.0699904450858915,0.19101613101563333,0.02800347917260231,0.19798567494855665,0.5456066091905206,0.10850863704139299,0.044144247558761084,0.07579634451153971,0.9870053554218362,0.2590080014812163,0.37687013193007096,0.0,0.024941006279292126,0.3291506073541198,0.09724448833941388,0.015920129973869494,0.10145277746491689,0.20988349441109438,0.6786122547160032,0.0005701218262966414,0.9020459955554803,0.3667145268587325,0.34439890905321474,0.06574787510584092,0.4335164620305856,0.017756359722466534,0.4167523734243089,0.45868330509071725,0.8305358534152616,0.13794041421517092,0.05229640882226051,0.5791960038666271,0.0200889089595947,0.5575977741687866,0.34864580784877086
T cell CD4 dividing,0.16638504767054751,0.053663754111944226,0.5021970971413501,0.006785654331971584,0.2514327960516973,0.21735936877034803,0.1967395564633488,0.12478706984709734,0.21582240654219267,0.15004060149870904,0.4389967506896979,0.4830095379435746,0.32648982951085603,0.11344999613479281,0.24850297501159227,0.13591409387817185,0.41657761982180014,0.1515607982463463,0.23086020856866643,0.13503438908630827,0.5318625782020009,0.6908803435360843,0.7700961025981085,0.09883922171062534,0.0014963746537358601,0.2236447759554457,0.9314749523040551,0.41107838286016707,0.01817500909889959,0.9169521920082756,0.024941006279292126,0.0,0.8316674190692005,0.03687635293988066,0.4171273049559998,0.9390026404424637,0.4531442813299112,0.11938490586985828,5.357722786598178e-09,0.3303073958975307,0.5697235503374312,0.36464903030215384,0.19197061534143012,0.028186899915512414,0.7989380736900753,0.8850049579375873,0.8882070353454226,0.9456625739411202,0.791825692860072,0.32310701409271586,0.007293095378606757,0.0995472578545307,0.001274335822615894,0.08138067904530816
T cell CD8 activated,0.38883294018167713,0.0003114875746150159,0.60726743657045,0.19476378602724087,0.1269085387062141,0.2780594652316787,0.6743518101482192,0.13741379771585868,0.1599276801837679,0.21711744344040082,0.02420903426245126,0.1765535096535579,0.3667315833928789,0.800811151660561,0.3410759067953225,0.937146559238863,0.16940587570822163,9.330848252384366e-06,0.12766751778677285,0.0008089915406587964,0.1952665263228145,0.3694883811199719,0.03218311591835055,0.9313812553780982,0.03461576379657933,0.19957443102014363,0.3693089624728676,0.17097370476074894,0.014791006468851455,0.4153819279999572,0.3291506073541198,0.8316674190692005,0.0,0.013816214703146012,1.22901733853392e-13,0.0002291348653003781,0.006954659703300097,0.068145589210564,0.30293500349604263,0.019151428810610768,0.3418586158332944,0.12626920414908355,0.05041114460416809,0.2930770121084185,0.02309643222090084,0.09197660039403983,0.4605164806756289,0.2911565511418484,0.21971665700369813,0.0007656467555052116,0.004351122149304919,0.009160587908301336,0.5768323090059057,0.06151796702083225
T cell CD8 dividing,0.26949371342049583,0.02186456271135562,0.7265958967970587,0.40585084802673665,0.6019663287864095,0.3723661818261682,0.34486249150062437,0.2813225995671774,0.5938958638286045,0.3709136311546735,0.9170660138961391,0.9483951784752679,0.5599708529312838,0.2289071455876071,0.6133669821157882,0.23038172790551995,0.681731903690634,0.36765102408135614,0.06393590931414936,0.010383252932368053,0.843362602169852,0.231283434200103,0.5570160292323877,0.27407286473801845,0.2000680281970639,0.990368046887254,0.8023838541143417,0.8067509260037268,3.392839150824573e-06,0.5955901863527419,0.09724448833941388,0.03687635293988066,0.013816214703146012,0.0,0.7040762558752109,0.2465980983179002,2.9943903502152784e-51,0.044678005350987766,0.010480562514429874,0.3397877722323295,0.9512288814316237,0.8298530713428606,0.4398870917694312,0.7370166260326431,2.0069270383593434e-13,0.7889685818521651,0.3190055234778184,0.7186594901365692,0.9232328839817013,0.03603669180482574,0.8173717494642818,0.5459810231532799,0.9583089058434029,0.6093968876242468
T cell CD8 effector memory,0.20822207782023108,0.003310743865742974,0.7739076850246173,0.1411941116103893,0.01479145591836025,0.16646907885705192,0.32615193749823523,0.011783202724288162,0.05871284792251975,0.05982472518164829,0.05790472542296461,0.20888120092166235,0.08145122855179077,0.30244210857060794,0.09133743966190294,0.9229993869431402,0.02462196321492817,7.917850846794226e-05,0.010294285069085201,0.36797963858400584,0.08503828990269621,0.7489995651599347,0.018779698694245495,0.7929679357978044,0.12494861903732665,0.10943423886827598,0.25749108483761957,0.2090525865432497,0.07290798316549181,0.6093402264674017,0.015920129973869494,0.4171273049559998,1.22901733853392e-13,0.7040762558752109,0.0,0.04424444812240927,0.4362541575982111,0.7862199775678839,0.003775827750390324,0.41722435361060084,0.909028654604898,0.3052769288528168,0.03931569036129474,0.4202798209098808,0.05043310172520167,0.12490496780718899,0.6268244859743944,0.4477364960830471,0.1221395624520813,0.004627837741398817,0.017142585507551784,0.0023536208454980325,0.3626251849881698,0.01519708308897768
T cell CD8 naive,0.1734313990034844,0.0016717560310370104,5.135329760680055e-08,0.0534318931987055,0.6662742547069077,0.7198835290249561,0.27109058991731255,0.832878027104405,0.9873578769852454,0.01936841760113321,0.00012419147792186731,3.396243129071678e-05,0.6431043271573199,0.26904962385146886,0.5754386577884123,0.07285684084411116,0.23254029814022042,0.4275635820209989,0.019338282369709928,0.16475151677496724,0.8925897367528075,0.00587864087399432,0.4713884072320008,0.8777643315046704,0.5563745023054517,0.6150655250693747,0.5575864258295042,0.7299216725373838,0.04407758072100161,0.9070570615675766,0.10145277746491689,0.9390026404424637,0.0002291348653003781,0.2465980983179002,0.04424444812240927,0.0,0.3868595459958008,0.021131002887363817,0.1288234235290975,0.5096272886564451,0.991203318036348,4.526105437557954e-05,0.8443956109336714,0.4585091593120667,0.896033024929593,0.8361858845274693,0.3979976318375544,0.5327876499462767,0.9916714848043445,0.00176626348741892,0.8846778633719643,0.5088504020102879,0.2017238645749073,0.24095160792080442
T cell CD8 terminally exhausted,0.2636733528385645,0.02329653302813181,0.647357536105572,0.9665609076235233,0.33619196343526103,0.37906444243113774,0.37405929256171344,0.36985917519389566,0.420219878656884,0.30895205965597944,0.7651909843920518,0.9903633918475744,0.5679726996387202,0.2488322631724166,0.9598630004858031,0.24897878953131058,0.7942096715932129,0.5031820096886646,0.07363130289447933,0.009024728279737649,0.9709718724855922,0.03767238574189424,0.9825404311957258,0.2666240244488458,0.9216199569956915,0.9523341313966817,0.8363409752039401,0.6405422898495092,9.392822758266804e-07,0.45257551017844483,0.20988349441109438,0.4531442813299112,0.006954659703300097,2.9943903502152784e-51,0.4362541575982111,0.3868595459958008,0.0,0.021198317369775108,0.0037677290115392687,0.3190886923541632,0.8503824928913664,0.810748635153619,0.3499105577109848,0.880840314993203,2.431438383655158e-16,0.7416819428370984,0.4238799024745207,0.5541567632096296,0.9366249362295379,0.06054165971516726,0.9937855559152314,0.25683255008426226,0.3122193561145883,0.8169666038667446
T cell NK-like,0.22676982572209958,0.15736649265806285,0.6339736459064511,0.15225800770463638,0.05724859073070857,0.19103965555826433,0.19898665776009125,0.1238810414368982,1.4538674341352307e-06,0.5258440710518707,0.0326729934386266,0.22029303149387144,2.2638580999362725e-05,0.7310356223059361,0.6071603712259718,0.7715675547173253,0.8945646619898708,0.9656087450158485,0.021419187792092113,0.041801785720893096,1.4200724978469875e-07,0.24668223380301918,3.049216041245935e-10,3.57245286870485e-11,0.2263235762821904,0.7201342671038226,0.6034217524305067,0.3648399116008488,0.03965169919782466,0.3089136380209026,0.6786122547160032,0.11938490586985828,0.068145589210564,0.044678005350987766,0.7862199775678839,0.021131002887363817,0.021198317369775108,0.0,0.5766624534380306,0.7330135334536941,0.9533830237490521,0.13361539634463132,0.49564167605891757,0.9138453327356535,0.534471683691657,0.8306307485806517,0.22759024157776406,0.5028493475724706,0.869456612874471,0.2195201471428504,0.21509371596774407,0.8225891593886147,0.716981068963424,0.693172061165082
T cell regulatory,0.033951309628269005,0.026993095022287784,0.32418779783422513,0.4772797249517001,0.0017123262600110204,0.1079243019835649,0.06338135750759222,0.01317079419371889,0.004097427989531798,0.2822602620830724,0.6216895301119625,0.7231255188630753,0.05743336200064111,0.03845256975378463,0.8242044363665054,0.7928864548512372,0.9301152714341666,0.9732476327001925,2.6631536431677933e-05,0.3963921017434863,0.06068378107026845,0.024327667050089558,0.30548580978006934,0.7417454257456418,0.23067669156633852,0.37438890440919786,0.3882992303215199,0.6991449323870599,0.011481303023562895,0.49777232926075876,0.0005701218262966414,5.357722786598178e-09,0.30293500349604263,0.010480562514429874,0.003775827750390324,0.1288234235290975,0.0037677290115392687,0.5766624534380306,0.0,0.9640237743257274,0.3054166946167728,0.6770086405959934,0.7690528085343377,0.8391847669890615,0.10266733911499261,0.04422281125949362,0.528273728641972,0.2828988789072575,0.24882152973768643,0.8198915393226869,0.5761479317209504,0.7444337610410763,0.5133412040914236,0.1965087417371913
Tumor LAUD_LUSC_AT2,0.9982747793938788,0.9535889082178148,0.2521995569673908,0.5712949520713054,0.894309243742332,0.7755115088625752,0.9517219258623234,0.6080285636822673,0.7356908161240548,0.3007729460664169,0.40030393546432447,0.550009609550942,0.42248224514483185,0.29072420315261605,0.7364963129473533,0.8719687519830339,0.47605837083246894,0.0727352031772083,0.3123229722737013,0.6346624478825434,0.7151399877995585,0.9373468447264895,0.6192995923362584,0.5956357638733779,0.31555781896525914,0.8381156405887962,0.9871633198368683,0.9630402477791012,0.34304823451893246,0.9476149263685488,0.9020459955554803,0.3303073958975307,0.019151428810610768,0.3397877722323295,0.41722435361060084,0.5096272886564451,0.3190886923541632,0.7330135334536941,0.9640237743257274,0.0,0.6838709754121441,0.5700441625514587,0.42281068875656586,0.7202185214687579,0.37060222645896423,0.7001496310948175,0.8399717568327387,0.5357257545666598,0.7125040294237099,0.3713519964410822,0.2805158105758556,0.2875493181917356,0.009976787847455567,0.43830503975891466
Tumor LUAD_AT2_high,0.48233845665819186,0.5782985874446726,0.7645943973210967,0.6352306572084268,0.7355742493415162,0.7838379303640576,0.7885544487632228,0.9821957858023993,0.847734913898329,0.7841326239769039,0.026552462762269007,0.7747259816056795,0.924993282938214,0.09966825630553179,0.9513980023053575,0.5384490307995176,0.960383513450763,0.7338557020891987,0.529618710591392,0.5292657365939126,0.7177954517004247,0.39776213427670665,0.8792891115599841,0.8171073644068807,0.004199979631149029,0.7445740214992882,0.0469232933435383,0.6553994557932126,0.45018989079049676,1.729197675330998e-13,0.3667145268587325,0.5697235503374312,0.3418586158332944,0.9512288814316237,0.909028654604898,0.991203318036348,0.8503824928913664,0.9533830237490521,0.3054166946167728,0.6838709754121441,0.0,0.8386479809716012,0.8277246881293663,0.7982706675218517,0.6787058209907659,0.7755359770275645,0.9960727475036685,0.8938677902366949,0.7837509105724082,0.17679249852529066,0.005708997505035818,0.004573024881506285,0.6374587923297211,0.5743092580251755
Tumor LUAD_AT2_mitotic,0.3063695474754005,0.2569608090918739,0.11835316805074692,0.5293106605337251,0.8764191027565131,0.7621537654474503,0.6510982014439192,0.8561091937646442,0.7884039785876131,0.42682642705068485,0.11751611467285523,0.6829584688159853,0.4447320326794071,0.8489513209596411,0.8132580479453985,0.8503924950351943,0.5329198545599577,0.8610508303901299,0.33671270116199264,0.3435370840045992,0.6843457256748979,0.15009995018617964,0.6999645249385736,0.9083606001835655,0.7888300520867485,0.46035884714853814,0.41471301936504823,0.06407249296099794,0.9214313589631152,0.9741147476857115,0.34439890905321474,0.36464903030215384,0.12626920414908355,0.8298530713428606,0.3052769288528168,4.526105437557954e-05,0.810748635153619,0.13361539634463132,0.6770086405959934,0.5700441625514587,0.8386479809716012,0.0,0.4943187766955048,0.7591598458459617,0.5016125109653038,0.9660085498251191,0.9937255092900638,0.8400754008114145,0.9090419125731382,0.34511144353953804,0.7740691384355516,0.41009043075816476,0.37822315354480457,0.9939789113350714
Tumor LUAD_LUSC,0.11442290959070987,0.09317938988503993,0.16420818133371415,0.8261462038233879,0.44722700888001865,0.43103261527095704,0.5066009609815444,0.4839074412585206,0.43420768047129626,0.37646213681825197,0.9606893711038847,0.7061744972059394,0.8447165268677645,0.1496374038661191,0.6728213520391587,0.24944082037650847,0.023018431796976265,0.21277865408771077,0.4650403623911379,0.23493395721364127,0.9583299527517891,0.28862491417438674,0.5773308177130331,0.27537020268162,0.08536990702114655,0.017459955272160353,0.6757894637418093,0.3543833516329631,0.023163454915401206,0.771609750628578,0.06574787510584092,0.19197061534143012,0.05041114460416809,0.4398870917694312,0.03931569036129474,0.8443956109336714,0.3499105577109848,0.49564167605891757,0.7690528085343377,0.42281068875656586,0.8277246881293663,0.4943187766955048,0.0,1.1804344316191683e-07,8.120615430676251e-06,0.9878048577006668,0.9108359058757328,0.30797071102040696,0.8658447677391092,0.10915204294868146,0.18403971782665754,0.3162955378845265,0.11276998036568933,0.15476563569350676
Tumor LUAD_LUSC_mitotic,0.48596031177219073,0.46243256978779507,0.6692346871986866,0.5600492353220522,0.9089424699101447,0.5880805471349733,0.7773110753770518,0.7518709503585733,0.72975335969541,0.6912868508896428,0.6734041464614514,0.7309301491612781,0.6661354419862309,0.3089525047150439,0.8140029716741171,0.5629033383673689,0.6349436291394329,0.8238560948399172,0.6396214744190474,0.4637402988833758,0.9142843825265232,0.7821186108512087,0.73739198685195,0.8162638064807621,0.0014138680253417157,0.9500847632283356,0.6094818728375151,0.602225281024526,0.18833531569742448,0.7002793029612085,0.4335164620305856,0.028186899915512414,0.2930770121084185,0.7370166260326431,0.4202798209098808,0.4585091593120667,0.880840314993203,0.9138453327356535,0.8391847669890615,0.7202185214687579,0.7982706675218517,0.7591598458459617,1.1804344316191683e-07,0.0,0.12529747569041685,0.9267087273333462,0.4680702445648602,0.7391334606860657,0.7983910450094566,0.20749582749601084,0.8190248881751666,0.5743332237474632,0.8465227423013086,0.8932301591456222
Tumor LUAD_LUSC_mitotic_even,0.4693052216256434,0.07845096357339726,0.13612635850738347,0.5569259591379193,0.28198566282657694,0.3924065244029599,0.4818583654135662,0.4606197293599804,0.2793373893133718,0.04235564746679332,0.8599091757670367,0.8365802730890877,0.42531640218705513,0.11787417276995957,0.004013201155776797,0.24577205965267598,0.00029264093991580875,0.23871929707345704,0.2525159021160816,0.11223969038226375,0.6031985192730966,0.7020010319621339,0.5060290630820924,0.9791248449939598,0.06527264468692305,0.7091506720606771,0.5741250545677334,0.35883886084362954,0.09331690664153057,0.44930014280386305,0.017756359722466534,0.7989380736900753,0.02309643222090084,2.0069270383593434e-13,0.05043310172520167,0.896033024929593,2.431438383655158e-16,0.534471683691657,0.10266733911499261,0.37060222645896423,0.6787058209907659,0.5016125109653038,8.120615430676251e-06,0.12529747569041685,0.0,0.5645902255081393,0.47858570537215034,0.2845345268687456,0.8416004409595648,0.11833616143798113,0.6847827810559043,0.25245454905887627,0.9210219070476874,0.5616949328134669
Tumor LUAD_mainly,0.31570991915809815,0.2402334160593831,0.54267992850536,0.6754303919507021,0.1081950966113027,0.5322931016571397,0.6614534435506113,0.6213323689414315,0.14795383337358228,0.34289748157851196,0.5482091022481949,0.7711718592311513,0.07073406737342677,0.020753407129444894,0.8807835212523459,0.6933531476829109,0.7148499624797668,0.7505417847917997,0.37313592962437947,0.2941448687461062,0.7914937094081482,0.4040660185082003,0.23974522242455037,0.12176781635140754,0.3709395428982653,0.7669395195921569,0.19803210708854904,0.6127046939477094,0.38378614304376274,0.4822386255746847,0.4167523734243089,0.8850049579375873,0.09197660039403983,0.7889685818521651,0.12490496780718899,0.8361858845274693,0.7416819428370984,0.8306307485806517,0.04422281125949362,0.7001496310948175,0.7755359770275645,0.9660085498251191,0.9878048577006668,0.9267087273333462,0.5645902255081393,0.0,0.700937436526121,0.562744610691667,0.7960652987117526,0.7400256194293626,0.02842830738437811,0.9852550949075424,0.00134305916888257,0.7545043382870116
Tumor LUAD_mainly_AT2_low,0.7338397531272693,0.45659227979120254,0.19793280453330142,0.5623681898831869,0.7907230565836096,0.4700068058434728,0.8506392675109156,0.7496556253415335,0.8148972251612097,0.40570088728933235,0.4595352625108746,0.8136412693768084,0.7223069542821677,0.6073313618721677,0.7317614997040356,0.5874977482831734,0.8791888128013845,0.3440976520959803,0.40354297473233697,0.07499320930863855,0.8808081589921541,0.9300711690326141,0.5994913876862652,0.8019899921997123,0.5772486136538877,0.5987839803167437,0.586947083137358,0.4902164377365814,0.7421230277634783,0.7979495209603423,0.45868330509071725,0.8882070353454226,0.4605164806756289,0.3190055234778184,0.6268244859743944,0.3979976318375544,0.4238799024745207,0.22759024157776406,0.528273728641972,0.8399717568327387,0.9960727475036685,0.9937255092900638,0.9108359058757328,0.4680702445648602,0.47858570537215034,0.700937436526121,0.0,7.89687437241021e-36,4.372015897712021e-06,0.4861599312655026,0.43820778517760517,0.4690003582894845,0.39101477068414275,0.7003305766415077
Tumor LUAD_mainly_AT2_mitotic,0.7908546074064057,0.4769280637074672,0.11074517331312042,0.40907878703238737,0.8741996253083689,0.7533903130679949,0.8136798287163419,0.004419213319979191,0.7645457063792124,0.2734208789319311,0.3596689058674296,0.5880275480776873,0.6673123594740149,0.35790106270955485,0.6855961046997466,0.38612297291757536,0.5360759715523947,0.8164568631893035,0.41659673145588483,0.06753484893328775,0.7546821407858634,0.4914283133999627,0.7452910000411791,0.7220534101302024,0.6515914846311239,0.45353064683793715,0.4257926335408363,0.19048589447242403,0.2474929046542351,0.6171338513494615,0.8305358534152616,0.9456625739411202,0.2911565511418484,0.7186594901365692,0.4477364960830471,0.5327876499462767,0.5541567632096296,0.5028493475724706,0.2828988789072575,0.5357257545666598,0.8938677902366949,0.8400754008114145,0.30797071102040696,0.7391334606860657,0.2845345268687456,0.562744610691667,7.89687437241021e-36,0.0,0.0021142370650052366,0.20310484561376707,0.5159894968235506,0.2245074090343907,0.807359946434759,0.3968946523119965
Tumor LUAD_mitotic,0.424027378252307,0.4315996859412758,0.7091185411464007,0.7352222738047217,0.9445419263779563,0.8836746581624672,0.7931954222031593,0.757997487222286,0.8101328355498727,0.44111438956630084,0.530239375442538,0.6963068898342072,0.8049524418709199,0.754724121838777,0.8810699606410207,0.757096278888794,0.5203742055359729,0.3474124025892978,0.8811088609386155,0.36162490764219585,0.9172305885855998,0.3163615743974892,0.63859074224911,0.41766511709623405,0.2510532113549771,0.8131187147607827,0.7341884242604165,0.6089956974815016,0.6727299651333238,0.7694708952955279,0.13794041421517092,0.791825692860072,0.21971665700369813,0.9232328839817013,0.1221395624520813,0.9916714848043445,0.9366249362295379,0.869456612874471,0.24882152973768643,0.7125040294237099,0.7837509105724082,0.9090419125731382,0.8658447677391092,0.7983910450094566,0.8416004409595648,0.7960652987117526,4.372015897712021e-06,0.0021142370650052366,0.0,0.5719428393109918,0.6786513845109519,0.20025005387272182,0.36065609761380335,0.6607902744460099
cDC1,0.5547500283223955,0.004388865620474336,0.6236735262038793,0.8290213839964693,0.17835608169639172,0.37614783918372086,0.18833387613952754,0.44983755666804043,0.7293151386437462,0.3962677868714156,0.010894602443824775,0.15170986447549326,0.5732258460136371,0.8178418599223741,0.42361539321070757,0.05590095667042124,0.5214011873672619,0.005128438886494685,0.33102805863020995,0.17681681875273303,0.4265643244678126,0.11109734704297729,0.009641466600692122,0.3074117109025633,0.002909553160367407,0.2753556488195988,0.32758622528542897,0.7308678626776682,0.000611935462456496,0.9327605174639251,0.05229640882226051,0.32310701409271586,0.0007656467555052116,0.03603669180482574,0.004627837741398817,0.00176626348741892,0.06054165971516726,0.2195201471428504,0.8198915393226869,0.3713519964410822,0.17679249852529066,0.34511144353953804,0.10915204294868146,0.20749582749601084,0.11833616143798113,0.7400256194293626,0.4861599312655026,0.20310484561376707,0.5719428393109918,0.0,4.55330583101832e-07,0.3731911788455034,0.0032580748692428115,0.03616574458329023
cDC2,0.691509308490044,0.3281210891060654,0.07565569531616648,0.9202755337192841,0.21670249439230696,0.4484084583932531,0.17477269670389214,0.3229170510783927,0.6071917465523686,2.9858488779435303e-05,0.4634157854732309,0.9386019048864792,0.9276948215502131,0.4779346004714006,0.2676560959057154,0.66991361916075,0.08149732272088588,5.268127997047613e-05,0.5147287951691609,0.8534599800372648,0.6633847202556982,0.6694652595654916,0.18174959440631636,0.7629605853402269,0.0006725899776344411,0.1598116971592074,0.02085796956554018,0.0826396060588534,0.00015701246991363748,0.0009950788375369369,0.5791960038666271,0.007293095378606757,0.004351122149304919,0.8173717494642818,0.017142585507551784,0.8846778633719643,0.9937855559152314,0.21509371596774407,0.5761479317209504,0.2805158105758556,0.005708997505035818,0.7740691384355516,0.18403971782665754,0.8190248881751666,0.6847827810559043,0.02842830738437811,0.43820778517760517,0.5159894968235506,0.6786513845109519,4.55330583101832e-07,0.0,1.7884628562052204e-08,0.013915752727585993,0.0001335430979826968
myeloid dividing,0.3072251394301859,0.5148353148795203,0.08088542182071706,0.680179213977091,2.0855071659216453e-05,0.43193192548258197,0.5993319388191758,0.5938956663866485,0.03878070716253957,0.03989907410772167,0.7479323557239413,0.4241510107304288,0.8028364149566819,0.3243788215879444,0.3326597192045507,0.5130747190060194,0.8235696364808781,0.0006486549407362787,0.0008563151104988884,0.2791456091766146,0.7784337442496682,0.7332518087853059,0.45673789434237844,0.3461239387317468,0.0009530849206877808,0.303236107497579,0.7568442442104604,0.2674246477208764,0.7666822511735085,0.39445089863647803,0.0200889089595947,0.0995472578545307,0.009160587908301336,0.5459810231532799,0.0023536208454980325,0.5088504020102879,0.25683255008426226,0.8225891593886147,0.7444337610410763,0.2875493181917356,0.004573024881506285,0.41009043075816476,0.3162955378845265,0.5743332237474632,0.25245454905887627,0.9852550949075424,0.4690003582894845,0.2245074090343907,0.20025005387272182,0.3731911788455034,1.7884628562052204e-08,0.0,0.7740325660623907,0.07814441037229801
