cell_type_adjusted,AT2,B cell,B cell dividing,Ciliated,DC mature,Endothelial cell arterial,Endothelial cell capillary,Endothelial cell lymphatic,Endothelial cell venous,Fibroblast adventitial,Fibroblast alveolar,Fibroblast peribronchial,Macrophage,Macrophage alveolar,Mast cell,Mesothelial,Monocyte classical,Monocyte non-classical,NK cell,NK cell dividing,Neutrophils,Pericyte,Plasma cell,Plasma cell dividing,Smooth muscle cell,T cell CD4,T cell CD4 dividing,T cell CD8 activated,T cell CD8 dividing,T cell CD8 effector memory,T cell CD8 naive,T cell CD8 terminally exhausted,T cell NK-like,T cell regulatory,Tumor AT2/1_LUAD,Tumor Club/AT2_MSLN,Tumor LUAD2,Tumor LUAD_EMT,Tumor LUAD_LUSC_mitotic,Tumor LUAD_MSLN_LUSC,Tumor LUAD_ROS1+,Tumor LUAD_mitotic,Tumor LUSC,Tumor LUSC_LUAD_NE,Tumor LUSC_mitotic_NE,Tumor NSCLC_mixed,cDC1,cDC2,myeloid dividing,pDC,stromal dividing
T cell CD8 activated,0.6753333346873913,0.00467576316603803,0.8028939602458783,0.4610964810950375,0.6994509344024612,0.6497332030294954,0.5599699668507416,0.4885912774984269,0.40080763468330227,0.8166986538769014,0.5747794567683541,0.6497475960821183,0.016711514610459263,0.40299581139741886,0.47270097965520924,0.8142529290647736,0.15497394303369078,0.4044788406856042,0.6757690890671344,0.6586697096436784,0.5610267540575843,0.3841899699217145,0.35885323601968266,0.46768447297379856,0.7464390434622796,0.20296362577643492,0.4407532742665214,0.0,0.5486857394981879,4.997630895858054e-05,0.15275647085553207,0.7229774432376217,0.3016269378908499,6.75359032936404e-11,0.4834920994062712,0.21089790710593648,0.6899477579394288,0.34548985060185955,0.9966499329723307,0.14011738930097561,0.4073438209398968,0.1807374561087559,8.176842339923267e-12,0.11916350032455608,0.1303114321458839,0.9045452219933956,0.7194327025892902,0.334462387697445,0.259213820711077,0.8754512496927566,0.21658151232779577
T cell CD8 dividing,0.6354225619420736,0.6351358061827231,0.42064620828308485,0.5346391031846714,0.5269454245973123,0.6158582109746924,0.8555986686118763,0.8839251428583095,0.7283902402756106,0.5036159793874837,0.4039887345632011,0.9523315597326841,0.9442248087056075,0.16793738615198622,0.4196497470452337,0.7663639300740158,0.1094200650055882,0.11813438575384116,0.5793614762967404,0.0007310057155462303,0.26944445044098086,0.850506053865992,0.518716739270229,0.08334265545888815,0.65165328317018,0.5525853509586629,2.9731799987381855e-14,0.5486857394981879,0.0,0.008531071550993925,0.1283086300542182,8.950294838578072e-20,0.1635776765597828,0.00020971903558755127,0.4703411667944665,0.25600602330296335,0.919632289877964,0.6839053129133992,0.6490294911515324,0.3810906019007392,0.11226035223662123,0.4644427735540227,0.8008396770239544,0.22378668748837713,0.2978794207738541,0.3672457102993315,0.9890738413678704,0.9068555407383303,0.4912927188633116,2.7260576350879128e-05,0.9329187942342165
T cell CD8 effector memory,0.41610330478615054,0.005398932821897414,0.1906096251012126,0.23772623218551736,0.8328015001412623,0.6049813083844191,0.7151309082787554,0.002044916439901691,0.530326594892223,0.984668428026097,0.3927599685221397,0.07459564402785133,0.004478637755301084,0.5098265221691111,0.7324544449991878,0.3196666362443349,0.016520489874200572,0.24360811774648497,5.370311457813883e-05,0.3865871026472082,0.3326991969029995,0.5374249517165391,0.8383261975368871,0.7585817684184645,0.6536317203802359,1.2628243433383816e-08,0.009670880302536447,4.997630895858054e-05,0.008531071550993925,0.0,0.00027842039066120687,2.9147869526136615e-09,0.060525453236189554,4.323076095520654e-15,0.16132183848994688,0.10861798055591122,0.5707520284227156,0.1251263510440871,0.7529062606021654,0.01636237044346841,0.010532268542979643,0.07668889309032374,0.005746355860996142,0.0035963902232726505,0.0061856514052996345,0.14868253440770268,0.1652540243384963,0.43027210113444464,0.04723193659869382,0.5555279582065376,0.03658796422659055
T cell CD8 naive,0.62548723942301,0.24081633475917946,0.2406492599526393,0.35370713814254895,0.32871957929057977,0.974242412344753,0.9667447601471326,0.818003628747104,0.26604134556275727,0.9955206999730274,0.7696096765135656,0.17136871968851908,0.04250269944094568,0.25933052579601074,0.4948354863491797,0.27404075308128517,0.8519804546329951,0.0009118076858428388,1.8340725101749742e-10,0.015066149590074369,0.1935386264763475,0.34955170750209485,0.36782299991236667,0.8994374281399774,0.8347698630735313,1.3641645976006852e-07,0.8884361358592704,0.15275647085553207,0.1283086300542182,0.00027842039066120687,0.0,0.003773575602779384,1.8629410214663773e-14,0.09691588184420179,0.28772835935652635,0.54409063447316,2.006693214760667e-06,0.6999752604424021,0.5950288653559802,0.31794798528663437,0.7220973865013771,0.5216012139941019,0.2756949774712395,0.10302952206472649,0.16282767024592368,0.23827298048260517,0.9724049154310949,0.7050470869603233,0.4023555634070584,0.7000670861246429,0.15619533551161738
T cell CD8 terminally exhausted,0.5826137524162126,0.5823749219420449,0.04073618847037746,0.23259665228142729,0.41928692353256297,0.6544407787371949,0.47371899296116093,0.5217178692717833,0.43436693963138656,0.740847404951211,0.4981763580156548,0.20038085345184328,0.46611179578477957,0.26291012432487143,0.12801963531178887,0.19026132540909654,0.18398630818206357,0.13427820369297022,0.01077233411276985,0.43177248096510173,0.37812157754147324,0.4758072579882285,0.8728000593519201,0.5408206371620117,0.6362470232967609,0.008182709196424217,3.1410033399682975e-05,0.7229774432376217,8.950294838578072e-20,2.9147869526136615e-09,0.003773575602779384,0.0,0.028816469658128632,4.267438259524284e-10,0.16139541592709902,0.1064165954597006,0.8169759686145245,0.5061569874327094,0.6986917353271747,0.26898508895149004,0.023474375722948318,0.2880245312525555,0.9026424907588521,0.07647794440606179,0.10275491255333255,0.21436785103941633,0.40191110093934806,0.3239927068952453,0.10758148471530397,0.7980940388776557,0.18473287880045286
T cell NK-like,0.6824783904055527,0.5765594033404532,0.9216063443566476,0.9501637602517061,0.5614097765124213,0.6133042504991982,0.8246734558601257,0.7093407176578489,0.21081045922184583,0.5391606729734876,0.4948285264679729,0.15681088270500138,0.2198527072097052,0.8166506813757426,0.20574564706709506,0.5139427577462813,0.192340500745723,1.0774415141566159e-07,1.043542352256476e-20,0.005297257242223655,0.9542703834185486,0.33587550485539436,0.12260770834831781,0.7280122857811672,0.5590659828450673,0.0011121601606005685,0.800026235388285,0.3016269378908499,0.1635776765597828,0.060525453236189554,1.8629410214663773e-14,0.028816469658128632,0.0,0.5608120067233854,0.5358610303528271,0.2878001794647484,0.06894121116034399,0.7177107916999639,0.6875545421149359,0.31065677381744217,0.4865690922761494,0.3539076680748646,0.39227547994193807,0.23598255057340634,0.23314691580793287,0.7631042930225193,0.6849281302512749,0.387876918799939,0.28814494530824947,0.8962371069432358,0.2229846036675473
T cell regulatory,0.40898259731559705,0.0036131452223869005,0.031822564996091686,0.09183634827640308,0.7743861978670704,0.6206996143235657,0.27616918669559987,0.6065218829764185,0.07673065009101161,0.5973604200077735,0.16954532209382792,0.23193739991062307,0.004514562311199091,0.22833062364170256,0.8033777084927635,0.8730468633193493,0.02908747992282228,0.9965759210516116,0.005097016848120572,0.6389337217191513,0.21383317774327362,0.19771505937464723,0.03626011750992246,0.450000258950144,0.75994892970167,2.548542660885399e-07,3.844734152759328e-05,6.75359032936404e-11,0.00020971903558755127,4.323076095520654e-15,0.09691588184420179,4.267438259524284e-10,0.5608120067233854,0.0,0.07157929983811599,0.05675481589455857,0.49657148248960614,0.20635573628952242,0.6831477016848926,0.03640010516990982,0.00904403527540451,0.07605246693523292,7.772026343009528e-08,0.012391613412333075,0.00884684664436902,0.100802349905532,0.050455414889297875,0.5333397919454159,0.05524811285280438,0.762026532628908,0.03638027524826824
Tumor AT2/1_LUAD,0.6851422304107757,0.7248667695704619,0.4646359996995383,0.024745812637841518,0.3804364932043204,0.9449866360104822,0.00011279395844903203,0.9465346555897143,0.5513469845318232,0.07143767364762058,1.2581262575825912e-05,0.6313876264541353,0.7716778830028131,0.9575076229052756,0.0004036192172412683,0.7613252577605527,0.9652979042614365,0.6440220972300512,0.3159916045380681,0.7209432560261079,0.530369962777228,0.9778615440804628,0.5807233743455611,0.29594070305832504,0.15788008932981018,0.10866820435855189,0.5765426606106717,0.4834920994062712,0.4703411667944665,0.16132183848994688,0.28772835935652635,0.16139541592709902,0.5358610303528271,0.07157929983811599,0.0,0.973486270880124,0.6838998898852936,0.6012387791374182,0.6519576870278551,0.4731245218616474,0.4261392574169088,0.6141113355347128,0.49698300190327005,0.24353382842439777,0.3046454346012831,0.790972233123967,0.24941667839363352,0.04036850186752438,0.11395657762924391,0.0289961644942198,0.3769519989873327
Tumor Club/AT2_MSLN,0.9719107380620081,0.18264116846857575,0.44257781126089946,0.6184045142711881,0.6015958151684122,0.652302863208737,0.38930499125490464,0.8925819637938414,0.9372040628366748,0.922762793922671,0.11718304821435696,0.6058197081489047,0.6194812653062199,0.6601900798168666,0.024396424354557356,0.9061078692464442,0.19618587249971073,0.5616556558199254,0.2010648864243509,0.524056341547294,0.18876599151472373,0.5047691079548481,0.3840029995329089,0.38891566143905787,0.7957178093765434,0.23632891446836035,0.09818606515877017,0.21089790710593648,0.25600602330296335,0.10861798055591122,0.54409063447316,0.1064165954597006,0.2878001794647484,0.05675481589455857,0.973486270880124,0.0,0.7470860969450791,0.47865755032381174,0.6165848428448846,0.9573172565388686,0.6451786732001109,0.2500812739853646,0.4967974314180814,0.21368074733608897,0.2690622911870641,0.4168693108806484,0.315727256347811,0.3023281027348637,0.5706968860362671,0.5358153568002436,0.4007568321554322
Tumor LUAD2,0.9241831066762469,0.9883740752656304,0.7634381748201873,0.8402368809807886,0.6717424175123794,0.8046175661851143,0.8588504397579745,0.7541075771544655,0.6540929427770781,0.7646072336714768,0.7750697563102621,0.6603148113270209,0.7481811807985295,0.6500818099883191,0.4292081159723114,0.8760091767869673,0.18938269248442718,0.03979425959299428,0.11794218369817142,0.6964151623490152,0.6294624334118136,0.728193508103448,0.40533860530282795,0.39085540204503305,0.7945497691727016,0.5346683151656002,0.44240413504990195,0.6899477579394288,0.919632289877964,0.5707520284227156,2.006693214760667e-06,0.8169759686145245,0.06894121116034399,0.49657148248960614,0.6838998898852936,0.7470860969450791,0.0,0.8275280621122568,0.8690558271643101,0.6643751686941523,5.613230777273875e-05,0.7284506036113488,0.8320402406899847,0.7452206744599358,0.8963008570636862,0.8080714711867225,0.6586911866222742,0.46399253216514574,0.6466365052014746,0.7495443904615675,0.7681037340656334
Tumor LUAD_EMT,0.8282915536605251,0.19903542475426073,0.6818532415723835,0.6523119733001331,0.34393268567626023,0.5824525836006428,0.687710657660485,0.48156014338913417,0.40418611093725537,0.5249877184500595,0.5209090235352505,0.628087274624203,0.9477612512491698,0.34293591951484015,0.09591614066502575,0.7220933869856445,0.4586749707351216,0.4184187501409354,0.22388080327403376,0.447521240610275,0.3155897947650106,0.5201061089026928,0.25224437134048483,0.4295827731961039,0.6728308028815702,0.08500556406291608,0.761361148616807,0.34548985060185955,0.6839053129133992,0.1251263510440871,0.6999752604424021,0.5061569874327094,0.7177107916999639,0.20635573628952242,0.6012387791374182,0.47865755032381174,0.8275280621122568,0.0,0.7359754449419559,0.5694381273814856,0.3664505887770256,0.5390284999845655,0.6295365249014965,0.9511385700456617,0.7483832299018945,0.5893889439066514,0.39060788063057916,0.33842468687531724,0.7004947393163562,0.45668612908010536,0.01089121091325831
Tumor LUAD_LUSC_mitotic,0.8813712135229729,0.47702211213918966,0.8238490895330903,0.7080777033802685,0.7699399653049306,0.7437188674679767,0.7812184512321094,0.6301532697590944,0.9116018434752935,0.64368604247445,0.7093991018144097,0.841010736269197,0.99595325573458,0.6268899843700751,0.6111383507371537,0.8066993278701443,0.5036928514595478,0.6410303704364064,0.6918052458518477,0.8164167647465905,0.8656740629256156,0.9038875681981569,0.5402366751611609,0.8045346616188982,0.7219688444035735,0.38230463325496655,0.26811913551531685,0.9966499329723307,0.6490294911515324,0.7529062606021654,0.5950288653559802,0.6986917353271747,0.6875545421149359,0.6831477016848926,0.6519576870278551,0.6165848428448846,0.8690558271643101,0.7359754449419559,0.0,0.5024970551700823,0.664628962901462,0.5904639062279637,0.7394246773122745,0.8676811808263221,0.8372110630896742,0.8237555072600637,0.7003372066208073,0.43747830407191607,0.5095406426122989,0.3482126856624525,0.9290298510396688
Tumor LUAD_MSLN_LUSC,0.6541679204629351,0.08515914034008511,0.5936760892146581,0.5630562831551738,0.3969372665770783,0.47907134274240704,0.579860615308796,0.37501620287096055,0.5755212256221717,0.3416863233250697,0.49211379378668657,0.3115756769023026,0.7014979069877135,0.38203585600663936,0.2530551729446052,0.8053510228399453,0.0920872104593018,0.3785704264551072,0.10050469824674724,0.4237032357297684,0.057591802056985074,0.8381633108716159,0.2348115901335222,0.5365357760108812,0.5781754148995519,0.02543131442207635,0.1456677192696255,0.14011738930097561,0.3810906019007392,0.01636237044346841,0.31794798528663437,0.26898508895149004,0.31065677381744217,0.03640010516990982,0.4731245218616474,0.9573172565388686,0.6643751686941523,0.5694381273814856,0.5024970551700823,0.0,0.0021141090438005898,0.0013853976268643515,0.40433777146422717,0.2704003170354787,0.4166690984133807,0.3887442955437523,0.3430363478361812,0.3223636995103489,0.5382358328861657,0.1351705848981231,0.9697567706482095
Tumor LUAD_ROS1+,0.6384852051266453,0.07160085867010456,0.3491596839731557,0.8149256573994317,0.5033622990808971,0.2743202566507703,0.7004140512473177,0.5774579325782426,0.8272153411916563,0.390837692315272,0.5588290566547894,0.6494065661832521,0.4412000537702976,0.43723634573950004,0.09456547475185674,0.4980413736742299,0.4231874896263731,0.7775563136016637,0.2037617622034046,0.5892455481769155,0.329015613184995,0.8659863912905509,0.2100043653060481,0.6242687259681124,0.44327584606234144,0.04686085547938088,0.12380494271841773,0.4073438209398968,0.11226035223662123,0.010532268542979643,0.7220973865013771,0.023474375722948318,0.4865690922761494,0.00904403527540451,0.4261392574169088,0.6451786732001109,5.613230777273875e-05,0.3664505887770256,0.664628962901462,0.0021141090438005898,0.0,0.08734391505041367,0.543913853556661,0.9608729299205903,0.5763398384848544,2.6316277015122558e-05,0.20444265116165902,0.2316048851689408,0.7935873086320102,0.25121825041786455,0.6698847300155876
Tumor LUAD_mitotic,0.7297381826400127,0.09491164548315827,0.7218057570351866,0.4439052877023194,0.8227320621453458,0.4685968264990655,0.8702753390588766,0.6051692075760878,0.001999291926948539,0.43547270385741754,0.40801876744997534,0.337105244805869,0.8995555291866862,0.7833616373147773,0.8802906869992567,0.8125536356218015,0.34939049465194233,0.27073816906716985,0.14054985521480176,0.3056813104986628,0.3298688470963158,0.9853450294494711,0.9768516956860956,0.8377749047611734,0.6176267696292581,0.06741770515701882,0.49286278560854074,0.1807374561087559,0.4644427735540227,0.07668889309032374,0.5216012139941019,0.2880245312525555,0.3539076680748646,0.07605246693523292,0.6141113355347128,0.2500812739853646,0.7284506036113488,0.5390284999845655,0.5904639062279637,0.0013853976268643515,0.08734391505041367,0.0,0.44624624162386844,0.2613306925753223,0.44542723695286524,0.4181918959480063,0.792600008235186,0.9816762824367868,0.10710702186202466,0.6927158193507981,0.49266868547456066
Tumor LUSC,0.8328566304256199,0.3556090607510722,0.9977500566849171,0.6184235271708711,0.9626957102183205,0.5831169349511506,0.6925542822738818,0.8134120424169841,0.5126275299167169,0.6845159831369689,0.6272607305337896,0.8648324435118916,0.17517645707592824,0.3955781915685953,0.2059317572044892,0.7292978518382884,0.6850778842336189,0.39440926210934596,0.24820206119527097,0.4198368862012849,0.5917386947528787,0.7877650786812233,0.3559220584252094,0.9569758015890242,0.938719410279205,0.42004848293846553,0.10728952171294963,8.176842339923267e-12,0.8008396770239544,0.005746355860996142,0.2756949774712395,0.9026424907588521,0.39227547994193807,7.772026343009528e-08,0.49698300190327005,0.4967974314180814,0.8320402406899847,0.6295365249014965,0.7394246773122745,0.40433777146422717,0.543913853556661,0.44624624162386844,0.0,0.4152032518094864,0.447370869672666,0.5846110553054459,0.938612886195939,0.5814526977291532,0.34283258600398664,0.7268399677340969,0.5086807161956929
Tumor LUSC_LUAD_NE,0.7072966771002204,0.029970075474480617,0.27653109232462236,0.8111312427243914,0.23204188667898287,0.33324581382834356,0.5586475290937734,0.2609381675660305,0.5921469949812772,0.5837538170271591,0.29409212365378273,0.2561985697865855,0.13708653330194778,0.13048850034310386,0.014084627921748373,0.5421082610308952,0.12795707416799765,0.1669503151329789,0.03402425919985306,0.5354314103759438,0.2024185709392658,0.9357992877597604,0.6518682978364716,0.9697405689695832,0.4023870663792636,0.001214761536856451,0.14341901421422867,0.11916350032455608,0.22378668748837713,0.0035963902232726505,0.10302952206472649,0.07647794440606179,0.23598255057340634,0.012391613412333075,0.24353382842439777,0.21368074733608897,0.7452206744599358,0.9511385700456617,0.8676811808263221,0.2704003170354787,0.9608729299205903,0.2613306925753223,0.4152032518094864,0.0,2.105243834769523e-12,0.6580657084978682,0.44084239429348754,0.05970863876765816,0.32314576294716035,0.1713768756759674,0.2645123608987367
Tumor LUSC_mitotic_NE,0.7184291588365634,0.027674836108490124,0.2785981370970253,0.8389584949146631,0.23882421792764083,0.3850334500408009,0.5714483820048124,0.2702822580156268,0.16629917220096654,0.4030435164238033,0.31774284008466314,0.043375791824159037,0.1975438051107011,0.14547941093236214,0.02170453541912904,0.5594443609159686,0.1295272047207498,0.2259351903700935,0.033001051761551096,0.268134278705115,0.21669586278306247,0.5797080619616204,0.3471032287303666,0.9238314246215925,0.4448757816831854,0.00099198488439137,0.18568342402512142,0.1303114321458839,0.2978794207738541,0.0061856514052996345,0.16282767024592368,0.10275491255333255,0.23314691580793287,0.00884684664436902,0.3046454346012831,0.2690622911870641,0.8963008570636862,0.7483832299018945,0.8372110630896742,0.4166690984133807,0.5763398384848544,0.44542723695286524,0.447370869672666,2.105243834769523e-12,0.0,0.1506970639557191,0.40799910597382627,0.06195242998542743,0.6632781456278546,0.20738539280872426,0.000431725332625326
Tumor NSCLC_mixed,0.8051685534756288,0.951864405722713,0.43663788101288664,0.2618408390336076,0.6767860490244619,0.3635968440427692,0.7643997132506208,0.5318137107021715,0.586652130650754,0.5727091609697339,0.5824780676615766,0.5786592800675595,0.23276881852549577,0.8406533284374939,0.32087683497358577,0.7068188205628314,0.21828352121919087,0.33405250830912214,0.27899982295289305,0.47545728351175764,0.5034491901470258,0.5986294127709991,0.30545606257583424,0.5459535166614634,0.6463847255303273,0.24895156010385672,0.19692641781678943,0.9045452219933956,0.3672457102993315,0.14868253440770268,0.23827298048260517,0.21436785103941633,0.7631042930225193,0.100802349905532,0.790972233123967,0.4168693108806484,0.8080714711867225,0.5893889439066514,0.8237555072600637,0.3887442955437523,2.6316277015122558e-05,0.4181918959480063,0.5846110553054459,0.6580657084978682,0.1506970639557191,0.0,0.5168259204822739,0.2617775993126559,0.886850471380396,0.3637765240676444,0.847673392241402
cDC1,0.6592557958403316,0.1345282950859836,0.8184664295075985,0.3981480028650628,0.39453569926010473,0.290955543285591,0.8105777961066206,0.04348129683758215,0.7194047289818677,0.9769218215591066,0.8683624905798615,0.3449310965119671,0.9400090245283409,0.8411757699724242,0.7695416051924953,0.38970482710977605,0.9205980230829359,0.4072276186933932,0.8943461258883474,0.8291163967421509,0.3348039551849265,0.30512753198692427,0.003985023342168166,0.0005556113378030956,0.8807101147290358,0.02357354517775901,0.05601634042090701,0.7194327025892902,0.9890738413678704,0.1652540243384963,0.9724049154310949,0.40191110093934806,0.6849281302512749,0.050455414889297875,0.24941667839363352,0.315727256347811,0.6586911866222742,0.39060788063057916,0.7003372066208073,0.3430363478361812,0.20444265116165902,0.792600008235186,0.938612886195939,0.44084239429348754,0.40799910597382627,0.5168259204822739,0.0,0.00526293475330564,0.00560435963367627,0.6254722882490534,0.27923351130674157
cDC2,0.4655105524868222,0.96134286628233,0.03175199797566433,0.5360820441218236,5.1880819191042745e-06,0.47213189783901294,0.9699190112498834,0.45401121255065174,0.40350480601990624,0.838263318784468,0.7617127790713346,0.7637403238236109,0.001474448670280558,1.1363304489369935e-06,0.01746635961433766,0.9374631175548209,0.04547478533253411,0.03490585152094837,0.8548651828619915,0.3387829951391604,0.10721604989904472,0.7675588883286706,0.5437378846448379,0.0015053792127363644,0.6390971794836027,0.6239273192652731,0.060233109738776804,0.334462387697445,0.9068555407383303,0.43027210113444464,0.7050470869603233,0.3239927068952453,0.387876918799939,0.5333397919454159,0.04036850186752438,0.3023281027348637,0.46399253216514574,0.33842468687531724,0.43747830407191607,0.3223636995103489,0.2316048851689408,0.9816762824367868,0.5814526977291532,0.05970863876765816,0.06195242998542743,0.2617775993126559,0.00526293475330564,0.0,3.7821842698225e-09,0.001290626569410387,0.6107330442433577
myeloid dividing,0.5581250861951745,0.037890518445477195,0.9252875470391628,0.5768846963854222,0.3797454618511533,0.22848919861337785,0.5072334027365658,0.286348498422395,0.6781629676963596,0.5935950358757179,0.3740689024215022,0.5296857174014304,8.988596814112873e-05,0.003913002387064639,0.5335511971346988,0.7299327578181873,0.523475747081992,0.9187059085240954,0.23731149899163317,0.609679859821106,0.22019786151548437,0.5103799131585317,0.11877604705111677,1.2920197719144313e-06,0.5120800514327508,0.03347319460631065,0.05741840790900919,0.259213820711077,0.4912927188633116,0.04723193659869382,0.4023555634070584,0.10758148471530397,0.28814494530824947,0.05524811285280438,0.11395657762924391,0.5706968860362671,0.6466365052014746,0.7004947393163562,0.5095406426122989,0.5382358328861657,0.7935873086320102,0.10710702186202466,0.34283258600398664,0.32314576294716035,0.6632781456278546,0.886850471380396,0.00560435963367627,3.7821842698225e-09,0.0,0.8919188722492798,0.28416621192656566
pDC,0.6236204175663773,0.77432404763227,0.45405047939783133,0.7487259545074217,0.0024442093263657445,0.9604559231166685,0.9269492239236453,0.4922695553125962,0.49804009541828653,0.3699857027938116,0.4544351312422507,0.540725673830084,0.9002132261245063,0.7713248406845401,0.01224013808698324,0.8422388825978969,1.9505954368110762e-07,0.0008623949894086602,0.9420898489528291,5.995907604730421e-08,0.7416178858472144,0.7499103582522793,0.3235240979618588,0.06290177394203407,0.6098051523704289,0.4228408194977335,1.7577117644606863e-05,0.8754512496927566,2.7260576350879128e-05,0.5555279582065376,0.7000670861246429,0.7980940388776557,0.8962371069432358,0.762026532628908,0.0289961644942198,0.5358153568002436,0.7495443904615675,0.45668612908010536,0.3482126856624525,0.1351705848981231,0.25121825041786455,0.6927158193507981,0.7268399677340969,0.1713768756759674,0.20738539280872426,0.3637765240676444,0.6254722882490534,0.001290626569410387,0.8919188722492798,0.0,0.25898077721238943
stromal dividing,0.7669716941659542,0.052565163869388816,0.38239696681708446,0.713976111435213,0.4212045847186653,0.4763163150460231,0.9327086808773256,0.9296307945155831,7.061793350531724e-05,0.7807958874874571,0.6513822382353046,1.2197887254488955e-06,0.22754840555787215,0.2996603609868207,0.4679597418852649,0.6269571639767836,0.17576267125325767,0.25599680658326784,0.07540681929358121,0.45566219268535524,0.20852027886263141,2.4756493423634537e-08,0.7898791088568813,0.7550607217702378,0.890798628349329,0.007240104565264013,0.48231332747988526,0.21658151232779577,0.9329187942342165,0.03658796422659055,0.15619533551161738,0.18473287880045286,0.2229846036675473,0.03638027524826824,0.3769519989873327,0.4007568321554322,0.7681037340656334,0.01089121091325831,0.9290298510396688,0.9697567706482095,0.6698847300155876,0.49266868547456066,0.5086807161956929,0.2645123608987367,0.000431725332625326,0.847673392241402,0.27923351130674157,0.6107330442433577,0.28416621192656566,0.25898077721238943,0.0
