"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSG00000183019",7.24199979304418e-07,-4.11164718748466,0.002,0.024,0.00393168168764369
"ENSG00000171503",7.29799738327096e-07,-1.74782885652172,0.018,0.051,0.0039620827793778
"ENSG00000149534",7.37799878463269e-07,-6.42533390460175,0.001,0.023,0.00400551554017709
"ENSG00000174446",7.42135240128655e-07,-1.40990245338765,0.022,0.056,0.00402905221865847
"ENSG00000106355",7.45882582240299e-07,0.2928849544138,0.206,0.147,0.00404939653898258
"ENSG00000101187",7.47441349615083e-07,1.11505733767381,0.031,0.012,0.00405785908706028
"ENSG00000162692",7.67173822902422e-07,-3.93457091215075,0.003,0.026,0.00416498668453725
"ENSG00000167483",7.72886596069105e-07,-3.76206274969443,0.002,0.024,0.00419600133005917
"ENSG00000186074",7.80439489776529e-07,-3.4565236153461,0.002,0.024,0.00423700598999678
"ENSG00000116793",7.93968468154332e-07,-1.44985988506509,0.024,0.058,0.00431045481360987
"ENSG00000048462",8.24757102112753e-07,-3.55829429328032,0.002,0.024,0.00447760630737014
"ENSG00000104918",8.36832373651213e-07,-3.48558608094856,0.002,0.024,0.00454316295655243
"ENSG00000092621",8.53621810642215e-07,1.31343985691458,0.025,0.009,0.00463431280997659
"ENSG00000161055",8.56631657274989e-07,-2.29585907198919,0.108,0.162,0.00465065326734591
"ENSG00000108510",8.8131756255785e-07,0.249802910766534,0.229,0.165,0.00478467304712657
"ENSG00000122641",8.98962940096296e-07,-2.39859742048832,0.007,0.033,0.00488046980178279
"ENSG00000182492",9.06621583595765e-07,-5.41272849746641,0.002,0.024,0.00492204857734141
"ENSG00000115008",9.1644158702451e-07,-3.85226055866601,0.003,0.026,0.00497536137595606
"ENSG00000065357",9.17586626513164e-07,-1.12322188027143,0.058,0.102,0.00498157779533997
"ENSG00000263961",9.2589020255073e-07,-5.4481113755299,0,0.021,0.00502665790964791
"ENSG00000198431",9.32866384408734e-07,0.411062126725323,0.143,0.096,0.00506453160095502
"ENSG00000105877",9.33008121820695e-07,0.845855604389334,0.032,0.013,0.00506530109336456
"ENSG00000165533",9.43948451125688e-07,1.52587095786944,0.019,0.006,0.00512469614116136
"ENSG00000131100",9.52977174342564e-07,0.348859064379899,0.155,0.105,0.00517371307950578
"ENSG00000155329",9.75673489345708e-07,-1.04393379754108,0.072,0.118,0.00529693137365785
"ENSG00000104043",1.0061410241188e-06,-3.91115424771958,0.001,0.022,0.00546233961994095
"ENSG00000198832",1.02670601103961e-06,-0.723780958259534,0.121,0.176,0.00557398693393406
"ENSG00000065911",1.13452398223591e-06,-0.900576813122327,0.087,0.137,0.00615933069955873
"ENSG00000091986",1.14917739894574e-06,0.408527241407451,0.058,0.03,0.00623888409887641
"ENSG00000174130",1.16204796123024e-06,-2.56608965403428,0.006,0.031,0.00630875838151896
"ENSG00000187908",1.16603111135958e-06,0.854692466433758,0.022,0.008,0.00633038290357117
"ENSG00000170365",1.21358303649666e-06,1.02220855925013,0.028,0.011,0.00658854230514038
"ENSG00000100985",1.22802235041148e-06,-4.6407564534723,0.003,0.025,0.00666693334038391
"ENSG00000167272",1.2480414425452e-06,-1.08901739629067,0.047,0.089,0.00677561699157787
"ENSG00000005448",1.25121136463011e-06,-1.40741647625176,0.031,0.068,0.00679282649857687
"ENSG00000157404",1.27561562073581e-06,-4.58703859359445,0.001,0.022,0.0069253172049747
"ENSG00000203760",1.2880049944586e-06,-2.56656555542104,0.005,0.03,0.00699257911491574
"ENSG00000187257",1.2911794949029e-06,-0.828161201525401,0.173,0.224,0.00700981347782783
"ENSG00000171051",1.29280950156851e-06,-2.92056657205692,0.003,0.027,0.00701866278401546
"ENSG00000237541",1.34316460260566e-06,-3.11408006334094,0.011,0.039,0.00729204062754615
"ENSG00000271856",1.39911637589473e-06,-3.5493334257087,0.002,0.023,0.0075958028047325
"ENSG00000137266",1.41698691346876e-06,1.41634871763571,0.024,0.009,0.00769282195322192
"ENSG00000196678",1.47666602979756e-06,1.46630852413144,0.021,0.007,0.00801681987577096
"ENSG00000134545",1.47956347661879e-06,-4.12074939459191,0.002,0.023,0.00803255011456343
"ENSG00000168404",1.48389468811937e-06,-1.46737589339376,0.025,0.06,0.00805606426180005
"ENSG00000111231",1.52489015321187e-06,-1.47421726686937,0.024,0.057,0.00827862864178726
"ENSG00000170248",1.54892550112494e-06,0.196569700926702,0.223,0.161,0.00840911654560729
"ENSG00000256128",1.61062225311872e-06,-3.94741779170635,0.001,0.021,0.00874406821218151
"ENSG00000187889",1.63298595190199e-06,1.969741139356,0.014,0.004,0.00886548073287588
"ENSG00000165272",1.63773487509065e-06,-0.80918216675022,0.075,0.122,0.00889126263686714
"ENSG00000102908",1.66645523762203e-06,-0.794277374559599,0.14,0.192,0.00904718548505002
"ENSG00000123353",1.70781546093603e-06,0.289139886336663,0.145,0.097,0.00927173013742173
"ENSG00000265148",1.70814699900734e-06,-3.92160860535674,0.001,0.021,0.00927353005761087
"ENSG00000103569",1.7706749655352e-06,-4.95252468213944,0,0.02,0.00961299438789061
"ENSG00000108669",1.77077776046225e-06,-0.848592377079147,0.138,0.189,0.00961355246154954
"ENSG00000100330",1.77328612615169e-06,0.808429268218394,0.069,0.039,0.00962717037887752
"ENSG00000119681",1.78849225525907e-06,0.439571111475222,0.052,0.027,0.00970972445380147
"ENSG00000170270",1.85234926529653e-06,-1.77910744632613,0.016,0.046,0.0100564041612949
"ENSG00000176049",1.92372712670567e-06,-3.87395562976533,0.001,0.021,0.0104439145708851
"ENSG00000175489",1.99162798800756e-06,-4.65335649025193,0,0.019,0.010812548346893
"ENSG00000108578",2.05655228917484e-06,-2.10332232283373,0.009,0.035,0.0111650223779302
"ENSG00000099994",2.06775009378595e-06,1.16465282427034,0.022,0.008,0.0112258152591639
"ENSG00000142765",2.18349737797122e-06,0.259247756550983,0.153,0.103,0.0118542072650058
"ENSG00000069702",2.1954564637673e-06,-2.08266055860382,0.011,0.039,0.0119191331417927
"ENSG00000119048",2.26305405199606e-06,-0.685335497068618,0.398,0.411,0.0122861204482866
"ENSG00000176396",2.27209265063826e-06,-1.93397520845738,0.01,0.037,0.0123351910003151
"ENSG00000138095",2.28500356899121e-06,0.31540493559418,0.137,0.091,0.0124052843760533
"ENSG00000095261",2.29900409703082e-06,-1.59296855451803,0.016,0.045,0.0124812932427803
"ENSG00000108106",2.34048618034773e-06,-0.386726940398537,0.365,0.422,0.0127064994731078
"ENSG00000188295",2.34625206134069e-06,-1.50830615744865,0.022,0.054,0.0127378024410186
"ENSG00000146757",2.3623490651531e-06,-0.978805637656933,0.059,0.102,0.0128251930747162
"ENSG00000160310",2.42149064180216e-06,-0.815444963340509,0.134,0.185,0.0131462726943439
"ENSG00000272886",2.47364441381876e-06,-0.939463322090767,0.067,0.111,0.013429415522622
"ENSG00000090273",2.5264299439635e-06,-0.805569414988293,0.223,0.27,0.0137159881657778
"ENSG00000155287",2.56404866410677e-06,-1.23971222627295,0.027,0.061,0.0139202201974357
"ENSG00000187634",2.71148431783477e-06,1.88727897916402,0.013,0.003,0.0147206483615249
"ENSG00000130720",2.84759052671305e-06,1.43470386396652,0.017,0.006,0.0154595689695251
"ENSG00000269028",2.86860356227301e-06,0.489734222865158,0.784,0.783,0.0155736487395802
"ENSG00000102886",2.87508733297628e-06,1.35563229297532,0.017,0.006,0.0156088491307282
"ENSG00000159267",2.87573972945067e-06,0.863351794764021,0.035,0.016,0.0156123909911877
"ENSG00000131634",2.90312523381237e-06,-3.94229275952848,0.001,0.021,0.0157610668943674
"ENSG00000100297",2.9141847950377e-06,-1.50006216335374,0.023,0.055,0.0158211092522597
"ENSG00000072858",3.20899594930855e-06,-1.46250246783552,0.025,0.058,0.0174216390087961
"ENSG00000170231",3.21724601877322e-06,1.14948922328395,0.018,0.006,0.0174664286359198
"ENSG00000188229",3.25784219263351e-06,-0.665399183680894,0.49,0.487,0.0176868252638073
"ENSG00000116539",3.38610838074911e-06,0.162035153897005,0.353,0.271,0.0183831823990869
"ENSG00000101447",3.3880198449129e-06,-3.38277527536479,0.002,0.022,0.0183935597380321
"ENSG00000117009",3.46900224282377e-06,-3.87932880186418,0.001,0.02,0.0188332131762903
"ENSG00000145907",3.60359198438035e-06,-0.766856373409847,0.188,0.238,0.0195639008832009
"ENSG00000266053",3.60611612049658e-06,-1.45002434161025,0.026,0.059,0.0195776044181759
"ENSG00000154640",3.65033569865498e-06,-0.817581594140765,0.147,0.197,0.0198176725079979
"ENSG00000211460",3.67525068657153e-06,0.421615406815213,0.098,0.061,0.0199529359773968
"ENSG00000139329",3.7856748666132e-06,-5.72623279521306,0.003,0.025,0.020552428850843
"ENSG00000127920",3.81276455505469e-06,-5.62164763052459,0,0.018,0.0206994987693919
"ENSG00000167664",3.89189547104969e-06,-4.03668512980344,0.001,0.02,0.0211291005123288
"ENSG00000137692",3.89634615777399e-06,-1.12678578432258,0.04,0.077,0.021153263290555
"ENSG00000168060",4.05562558912074e-06,-2.87395562976533,0.003,0.023,0.0220179913233365
"ENSG00000150045",4.10782473330502e-06,-4.63441492659847,0.001,0.02,0.022301380477113
"ENSG00000141622",4.28390659662576e-06,1.68963322016326,0.013,0.004,0.0232573289130812
"ENSG00000169245",4.30638009365796e-06,-1.20630476664711,0.003,0.025,0.0233793375284691
"ENSG00000115685",4.3091694373469e-06,-0.861381948634556,0.07,0.114,0.0233944808753563
"ENSG00000101670",4.33322588648567e-06,2.31077805719106,0.011,0.003,0.0235250833377307
"ENSG00000056586",4.44231785534222e-06,-1.05692681110608,0.054,0.094,0.0241173436366529
"ENSG00000179698",4.49749170189802e-06,1.74147215168288,0.012,0.003,0.0244168824496043
"ENSG00000156162",4.5226835722918e-06,0.746823050299802,0.046,0.023,0.0245536491139722
"ENSG00000005889",4.54491684362504e-06,-1.02206707819302,0.066,0.108,0.0246743535440404
"ENSG00000085265",4.77349933837499e-06,-4.47852268842599,0.002,0.021,0.0259153279080378
"ENSG00000196664",4.82585638900494e-06,-4.6407564534723,0,0.018,0.0261995743359078
"ENSG00000083812",4.93761779324835e-06,-1.83466649865127,0.01,0.036,0.0268063269995453
"ENSG00000175110",5.04691528004659e-06,-1.34923967148103,0.03,0.063,0.0273997030553729
"ENSG00000042493",5.05538247131053e-06,-0.376490203213962,0.328,0.232,0.0274456714367448
"ENSG00000184058",5.05649453300066e-06,1.37397188367826,0.015,0.004,0.0274517088196606
"ENSG00000165195",5.11001486365315e-06,0.679427149012801,0.05,0.026,0.0277422706947729
"ENSG00000100578",5.1124834711965e-06,-1.05297893714409,0.037,0.072,0.0277556727651258
"ENSG00000109610",5.13959017728875e-06,0.285242965083928,0.031,0.014,0.0279028350725006
"ENSG00000204262",5.20237213230189e-06,-5.15659459353863,0.001,0.02,0.028243678306267
"ENSG00000175445",5.38891801015546e-06,-3.79655112607972,0.002,0.021,0.029256435877134
"ENSG00000198001",5.70662544511095e-06,-1.18467844126804,0.039,0.075,0.0309812695415073
"ENSG00000168002",5.87052911666266e-06,-0.797387921503289,0.077,0.121,0.0318711025743616
"ENSG00000149591",6.03618665199361e-06,-3.21904288933763,0.01,0.036,0.0327704573336733
"ENSG00000152207",6.11098462701576e-06,-4.78514636280747,0,0.018,0.0331765355400686
"ENSG00000186665",6.77738302383397e-06,1.14906483880056,0.027,0.011,0.0367944124363946
"ENSG00000161653",7.07956843352453e-06,1.7067067335222,0.012,0.003,0.0384349770256046
"ENSG00000133134",7.16651972905442e-06,-1.17534300753691,0.043,0.079,0.0389070356090364
"ENSG00000177459",7.18377394581171e-06,2.04529217236318,0.011,0.003,0.0390007087518118
"ENSG00000167476",7.22387393871345e-06,-3.64916869328849,0.002,0.021,0.0392184116132753
"ENSG00000172322",7.71361989623689e-06,-3.29436630114302,0.002,0.021,0.0418772424166701
"ENSG00000011465",8.10213281575489e-06,-4.4347922331324,0.004,0.025,0.0439864790567333
"ENSG00000105717",8.1090480547194e-06,-1.63822318672677,0.015,0.042,0.0440240218890716
"ENSG00000152944",8.12380870945456e-06,0.311491155475586,0.134,0.091,0.0441041574836288
"ENSG00000139684",8.13527896588366e-06,-0.817228542511245,0.081,0.125,0.0441664295057824
"ENSG00000154175",8.35387861475307e-06,1.31766444277631,0.016,0.005,0.0453532069994944
"ENSG00000168329",8.38634893549797e-06,-3.99769099818757,0.001,0.019,0.0455294883708185
"ENSG00000213762",8.66592556206423e-06,-2.24249466694428,0.006,0.028,0.0470473098764467
"ENSG00000120262",8.99472178862624e-06,-3.3340396088211,0.004,0.025,0.0488323445904518
"ENSG00000181631",9.44628695765899e-06,-3.84678542859986,0.001,0.019,0.0512838918931306
"ENSG00000176749",9.48308225035429e-06,-2.4896904792813,0.003,0.023,0.0514836535371734
"ENSG00000198920",9.54894365686805e-06,1.07965883143403,0.029,0.013,0.0518412151131366
"ENSG00000100036",9.61011998391916e-06,-1.73721188574377,0.012,0.037,0.0521733413926971
"ENSG00000111186",9.69708501076448e-06,1.76586880599035,0.013,0.004,0.0526454745234404
"ENSG00000134255",9.93642639030503e-06,-1.42441528308654,0.024,0.055,0.053944858872966
"ENSG00000089199",1.0661210074561e-05,2.40786225174788,0.01,0.002,0.0578797094947919
"ENSG00000140992",1.11060998690285e-05,0.267739217444622,0.118,0.078,0.0602950161889556
"ENSG00000152583",1.11800470065049e-05,-4.4358976619206,0.004,0.025,0.060696475198315
"ENSG00000115421",1.1223798910198e-05,-1.28666338281178,0.029,0.06,0.0609340042834651
"ENSG00000123545",1.12245708396118e-05,-1.34843482067026,0.017,0.044,0.0609381950882527
"ENSG00000140830",1.13498004628262e-05,-1.99948651184919,0.009,0.032,0.0616180667126837
"ENSG00000246898",1.16877373563322e-05,2.1307330160283,0.014,0.004,0.0634527261075273
"ENSG00000104921",1.1698248753968e-05,-4.76206274969443,0,0.017,0.0635097924852924
"ENSG00000170836",1.18760798771198e-05,-1.69768352155713,0.014,0.04,0.0644752376528835
"ENSG00000137812",1.21793762378617e-05,-3.08863720943816,0.003,0.021,0.0661218335953512
"ENSG00000119969",1.22847090179925e-05,-1.15659459353863,0.038,0.071,0.0666936852586814
"ENSG00000168734",1.24816031007361e-05,-1.22571895419345,0.038,0.072,0.0677626232338962
"ENSG00000099308",1.25696646656651e-05,-1.82467472699411,0.013,0.038,0.0682407094698961
"ENSG00000118007",1.28311064059125e-05,-0.971767653122096,0.064,0.103,0.069660076677699
"ENSG00000156113",1.29979377636377e-05,-1.91987146482068,0.009,0.032,0.0705658041187892
"ENSG00000166171",1.30251909169807e-05,0.578826434277328,0.036,0.017,0.0707137614882885
"ENSG00000022267",1.33625568000755e-05,-2.56275394147102,0.002,0.02,0.07254532086761
"ENSG00000149131",1.33791037545743e-05,0.125657606001745,0.104,0.068,0.0726351542835839
"ENSG00000198682",1.41581330156946e-05,0.742826159328856,0.056,0.031,0.0768645041422062
"ENSG00000170310",1.41981152618605e-05,-0.954707827636824,0.051,0.089,0.0770815677566407
"ENSG00000183527",1.44555797123265e-05,-1.38075610772814,0.02,0.048,0.0784793422582208
"ENSG00000144827",1.44598220180668e-05,-1.71154747844018,0.011,0.035,0.0785023737360849
"ENSG00000066923",1.45805361498391e-05,-1.89532928055789,0.011,0.035,0.0791577307574766
"ENSG00000012963",1.46645229398847e-05,-1.70787064933083,0.01,0.033,0.0796136950406339
"ENSG00000174600",1.48129064005259e-05,-4.4444910598512,0,0.016,0.080419268848455
"ENSG00000104450",1.49157144476827e-05,0.550364704352817,0.065,0.038,0.0809774137364693
"ENSG00000132321",1.51799945825125e-05,1.42075793574041,0.021,0.008,0.0824121905884605
"ENSG00000133226",1.54070498828959e-05,-0.603684866868035,0.401,0.419,0.0836448738142417
"ENSG00000139921",1.55828249509963e-05,-0.960818362146152,0.065,0.104,0.0845991566589589
"ENSG00000102977",1.5836784767748e-05,-1.94400312729358,0.01,0.033,0.085977904504104
"ENSG00000083457",1.61125490194114e-05,-0.965565138416607,0.065,0.104,0.0874750286263844
"ENSG00000076944",1.64907309532152e-05,0.315281791465311,0.127,0.087,0.0895281783450051
"ENSG00000197021",1.64980579119349e-05,-1.65514754577792,0.01,0.033,0.0895679564038943
"ENSG00000164106",1.6544836271263e-05,-2.59670127339436,0.005,0.025,0.0898219161166867
"ENSG00000120875",1.66300824013459e-05,-0.476396909493902,0.379,0.274,0.0902847173569071
"ENSG00000103056",1.68538259921091e-05,0.982680195063496,0.02,0.008,0.0914994213111601
"ENSG00000174718",1.70809493202112e-05,0.207408825031365,0.428,0.348,0.0927324738594264
"ENSG00000162704",1.80159491929532e-05,-0.108062465697478,0.52,0.389,0.0978085881685432
"ENSG00000221955",1.8048416487717e-05,1.87020546580508,0.011,0.003,0.0979848531118158
"ENSG00000102032",1.84236466890193e-05,-2.83023425233601,0.003,0.021,0.100021977874686
"ENSG00000136634",1.84745301034033e-05,-4.0932686581698,0.002,0.019,0.100298223931377
"ENSG00000135094",1.84777805390541e-05,-3.76593575884163,0.002,0.019,0.100315870546525
"ENSG00000159885",1.87305581865131e-05,-2.57340118567053,0.003,0.022,0.10168820039458
"ENSG00000139508",1.9231595469193e-05,-2.05199238259128,0.008,0.03,0.104408331802249
"ENSG00000177595",1.94436193690318e-05,1.00944126317626,0.036,0.017,0.105559409554473
"ENSG00000167874",1.99374580890714e-05,-2.2618229278787,0.003,0.021,0.108240459965569
"ENSG00000152582",2.02718653305893e-05,-2.5508307740952,0.007,0.028,0.110055956879769
"ENSG00000128872",2.03087304275062e-05,-2.10554698794824,0.006,0.027,0.110256097490931
"ENSG00000185614",2.03739500586628e-05,-3.57605076408448,0.001,0.017,0.11061017486848
"ENSG00000110944",2.04486353439894e-05,-1.49497582703616,0.037,0.068,0.111015641282519
"ENSG00000132773",2.05065691403594e-05,-2.04540234690454,0.009,0.031,0.111330163863011
"ENSG00000106125",2.05740538587589e-05,1.8993518114646,0.013,0.004,0.111696538399202
"ENSG00000183718",2.09379063810346e-05,-1.06918776949076,0.064,0.101,0.113671893742637
"ENSG00000040933",2.10911721070433e-05,-1.14738034550088,0.042,0.076,0.114503973369138
"ENSG00000115380",2.13994348597961e-05,0.735904374093493,0.032,0.015,0.116177531853833
"ENSG00000128191",2.16332432679331e-05,0.803091269946547,0.047,0.025,0.117446877701609
"ENSG00000260260",2.2024647964224e-05,0.769276556954303,0.051,0.029,0.119571813797772
"ENSG00000166523",2.24038878235639e-05,-4.6407564534723,0,0.015,0.121630706994128
"ENSG00000140807",2.24040221441848e-05,-4.56275394147102,0,0.015,0.121631436220779
"ENSG00000102158",2.24498837473498e-05,0.216775555346472,0.129,0.088,0.121880418864362
"ENSG00000136738",2.24915455533245e-05,-1.361625440493,0.031,0.062,0.122106600808999
"ENSG00000213190",2.48380223583926e-05,-1.88925476614821,0.011,0.034,0.134845623383713
"ENSG00000139537",2.49175705822696e-05,-3.23971222627295,0.002,0.019,0.135277490691141
"ENSG00000087245",2.50972088024217e-05,-2.48361596487161,0.009,0.03,0.136252746588347
"ENSG00000118308",2.51457510460152e-05,-1.04507640006258,0.051,0.086,0.136516282428817
"ENSG00000104946",2.54736868332201e-05,0.580698848610099,0.069,0.042,0.138296645817552
"ENSG00000174032",2.62076520262052e-05,-2.3586132246908,0.006,0.026,0.142281342850268
"ENSG00000011198",2.63773671358581e-05,0.163026419235187,0.258,0.196,0.143202726180574
"ENSG00000049192",2.67817041665483e-05,-1.89797885897184,0.012,0.036,0.145397871920191
"ENSG00000176597",2.73333020447391e-05,0.34678137539306,0.077,0.047,0.148392496800889
"ENSG00000164398",2.74006451892635e-05,-2.49436696649077,0.004,0.023,0.148758102732511
"ENSG00000187134",2.81414200369701e-05,0.70232829301163,0.036,0.018,0.152779769380711
"ENSG00000010072",2.8562697528647e-05,-1.12979453419492,0.038,0.069,0.155066884883025
"ENSG00000168137",2.96768134051684e-05,0.190747020421484,0.189,0.139,0.161115419976659
"ENSG00000156234",3.0082128518155e-05,-3.70175132509131,0.003,0.022,0.163315875725064
"ENSG00000205403",3.00865011997689e-05,0.860457489253522,0.044,0.023,0.163339615013545
"ENSG00000172530",3.03050111604134e-05,-1.26113707331818,0.025,0.054,0.164525905589884
"ENSG00000134291",3.06219610569457e-05,0.465951642239481,0.079,0.049,0.166246626578158
"ENSG00000205809",3.09351447069877e-05,-3.99108826336333,0.001,0.017,0.167946900614236
"ENSG00000242114",3.14515491259514e-05,-2.54663427610774,0.003,0.021,0.17075046020479
"ENSG00000103994",3.15674005757729e-05,-0.843763095998325,0.104,0.146,0.171379417725871
"ENSG00000173114",3.19475389219981e-05,-4.91639089608572,0,0.015,0.173443188807528
"ENSG00000118515",3.31070525929415e-05,-0.868173842380066,0.179,0.222,0.179738188527079
"ENSG00000123342",3.34005638440667e-05,-3.32619174699842,0.002,0.018,0.181331661109438
"ENSG00000204842",3.3644698648419e-05,0.213744375931453,0.168,0.121,0.182657068962267
"ENSG00000179088",3.38898185868623e-05,-4.50135339680688,0,0.015,0.183987825108075
"ENSG00000173692",3.48399261592077e-05,0.250779555515706,0.148,0.105,0.189145959118339
"ENSG00000139531",3.50253241903717e-05,1.36901132277653,0.019,0.007,0.190152485029528
"ENSG00000123610",3.51369641952108e-05,-3.92334365672749,0.002,0.018,0.1907585786158
"ENSG00000104723",3.57131239413284e-05,0.837038601869884,0.036,0.018,0.193886549877472
"ENSG00000185361",3.57332518172911e-05,-1.07946285864477,0.022,0.049,0.193995824116073
"ENSG00000256235",3.61697293793053e-05,-1.86018747443764,0.009,0.03,0.196365460800249
"ENSG00000148848",3.64365615769982e-05,-2.10332232283373,0.007,0.027,0.197814092801523
"ENSG00000240891",3.69145653537902e-05,-2.39711629843181,0.005,0.024,0.200409175305727
"ENSG00000129696",3.71555748910469e-05,-1.94536996305749,0.007,0.027,0.201717616083494
"ENSG00000068654",3.88866724241988e-05,0.812489967948797,0.038,0.019,0.211115744590975
"ENSG00000138768",4.06613953531585e-05,0.291968828272241,0.137,0.097,0.220750715372298
"ENSG00000183779",4.10344637023444e-05,0.624449051403126,0.047,0.026,0.222776103440028
"ENSG00000164944",4.23701549238688e-05,-1.05441272235278,0.043,0.075,0.230027571081684
"ENSG00000132879",4.36632886568177e-05,0.695398242983026,0.047,0.026,0.237047994117863
"ENSG00000175592",4.42402365320089e-05,1.08024068062155,0.024,0.011,0.240180244132276
"ENSG00000171295",4.47818618911128e-05,0.696278533805275,0.05,0.028,0.243120728206851
"ENSG00000128228",4.5708170797935e-05,-0.75428539910271,0.105,0.147,0.248149659261989
"ENSG00000224470",4.6222292738163e-05,-1.23413119400965,0.022,0.048,0.250940827275487
"ENSG00000163359",4.64311637948022e-05,-3.33142839536457,0.01,0.031,0.252074788241981
"ENSG00000109184",4.69792954485127e-05,1.03780541430115,0.042,0.022,0.255050594989976
"ENSG00000168038",4.91397864104911e-05,-1.49436696649077,0.01,0.032,0.266779900422556
"ENSG00000271383",5.01398458430417e-05,-1.27783641773878,0.024,0.05,0.272209223081873
"ENSG00000070610",5.03821951899217e-05,0.540056864112753,0.059,0.035,0.273524937686085
"ENSG00000133106",5.08984021521507e-05,-0.718428016644569,0.116,0.159,0.276327425284026
"ENSG00000163684",5.1088409119196e-05,-1.81478585324734,0.01,0.032,0.277358973108115
"ENSG00000109471",5.12873315979506e-05,-4.95252468213944,0,0.014,0.278438923245274
"ENSG00000011258",5.18539861512208e-05,0.633712847423782,0.051,0.029,0.281515290814978
"ENSG00000005100",5.251231404811e-05,0.64033792390649,0.048,0.027,0.285089352967189
"ENSG00000068878",5.26017046973286e-05,0.30380039686471,0.142,0.102,0.285574654801797
"ENSG00000135929",5.33788275363258e-05,-1.75688251058875,0.015,0.038,0.289793654694713
"ENSG00000140451",5.34985888939495e-05,-3.34702525041558,0.002,0.017,0.290443839105252
"ENSG00000064687",5.36258243473558e-05,0.547416317450867,0.052,0.03,0.291134600381794
"ENSG00000004534",5.60596614409721e-05,-0.575001513112373,0.171,0.217,0.304347901963038
"ENSG00000100982",5.63099933097668e-05,-1.38460843322374,0.017,0.042,0.305706953678724
"ENSG00000213889",5.65160424760937e-05,1.3441366541375,0.032,0.016,0.306825594602713
"ENSG00000113749",5.6653575837774e-05,-3.19444749253717,0.002,0.017,0.307572263223275
"ENSG00000164136",5.88308480974679e-05,-2.16038285402834,0.005,0.023,0.319392674321153
"ENSG00000100883",5.89637175320218e-05,0.270666963239136,0.209,0.159,0.320114022481346
"ENSG00000049323",6.0572614703474e-05,0.450366980262419,0.035,0.018,0.32884872522516
"ENSG00000114956",6.34601750434106e-05,0.148468259253452,0.2,0.15,0.344525290310676
"ENSG00000154479",6.35097525924269e-05,-3.34702525041558,0.002,0.017,0.344794446824286
"ENSG00000187498",6.51677733238932e-05,-3.19392487161463,0.006,0.025,0.353795841375416
"ENSG00000101189",6.52440960727157e-05,-1.56941767175203,0.013,0.035,0.354210197578773
"ENSG00000171621",6.67987103313049e-05,0.772594669178662,0.049,0.028,0.362650198388654
"ENSG00000246695",6.77798690794428e-05,1.4506665742913,0.021,0.009,0.367976909232295
"ENSG00000132646",6.97352044492836e-05,-0.995493442483325,0.066,0.102,0.37859242495516
"ENSG00000182463",6.99271695772746e-05,-0.201944319950752,0.115,0.078,0.379634603635024
"ENSG00000178404",7.06191865361391e-05,1.76329026188857,0.01,0.003,0.383391563704699
"ENSG00000188542",7.11892644308314e-05,-1.41182990195877,0.017,0.041,0.386486516594984
"ENSG00000156928",7.14684488785484e-05,0.379719504142833,0.101,0.068,0.388002208961639
"ENSG00000141505",7.20802717694164e-05,-2.86676012836112,0.002,0.017,0.391323795436161
"ENSG00000138778",7.64204894842648e-05,-2.29257746639321,0.006,0.024,0.414886837410073
"ENSG00000100263",7.64903052995139e-05,0.849245847169438,0.033,0.017,0.415265867471061
"ENSG00000100079",7.74775280543136e-05,-3.17593631583964,0.003,0.02,0.420625499806869
"ENSG00000269604",7.78721328448126e-05,-2.12979453419492,0.007,0.026,0.422767809214488
"ENSG00000102755",7.84901482524326e-05,-1.24643945304719,0.005,0.023,0.426123014862456
"ENSG00000182253",7.92181708319954e-05,-1.98249844342739,0.012,0.034,0.430075449446903
"ENSG00000149262",7.97023377792088e-05,-1.31961909307493,0.026,0.053,0.432703991803325
"ENSG00000213516",8.09623615186683e-05,-1.23737442139473,0.024,0.05,0.43954466068485
"ENSG00000197943",8.33182780078153e-05,1.3234410072141,0.208,0.168,0.452334931304429
"ENSG00000176623",8.33658671526519e-05,-1.126435522105,0.036,0.065,0.452593292771747
"ENSG00000127507",8.35208518253506e-05,-2.03668512980343,0.005,0.023,0.453434704559828
"ENSG00000115425",8.37233007974666e-05,0.828586376603345,0.034,0.017,0.454533800029446
"ENSG00000114270",8.654755901034e-05,0.8269522678512,0.027,0.013,0.469866697867136
"ENSG00000140287",8.869477662901e-05,-4.17418865355337,0.001,0.015,0.481523942318895
"ENSG00000164548",8.91196630567258e-05,0.154658855273783,0.375,0.301,0.483830650734964
"ENSG00000196787",8.93081326745071e-05,-1.92680751203106,0.009,0.028,0.484853852289899
"ENSG00000079215",8.93093294180457e-05,-3.34702525041559,0.001,0.015,0.48486034941057
"ENSG00000092853",9.08080839566401e-05,-2.35806352186803,0.005,0.023,0.492997087800599
"ENSG00000205423",9.1915716228776e-05,-1.555611872227,0.011,0.032,0.499010423406025
"ENSG00000137441",9.38972396120251e-05,-5.06760970299834,0.001,0.015,0.509768113853684
"ENSG00000117543",9.63108205783462e-05,-1.47218673164199,0.01,0.031,0.522871444919842
"ENSG00000214063",9.7567212741655e-05,0.384778638634842,0.098,0.066,0.529692397974445
"ENSG00000219626",9.92118284712802e-05,-1.45172262908228,0.011,0.032,0.53862101677058
"ENSG00000198865",9.95006090322042e-05,-2.69660968820581,0.003,0.018,0.540188806435836
