"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSG00000163435",0,4.83145834986329,0.935,0.073,0
"ENSG00000189143",0,4.44070991383255,0.901,0.084,0
"ENSG00000136153",0,4.48366631334198,0.886,0.073,0
"ENSG00000170421",0,3.86813113756723,0.908,0.121,0
"ENSG00000119888",0,4.58435184620672,0.854,0.069,0
"ENSG00000111057",0,3.9155312785561,0.928,0.153,0
"ENSG00000185499",0,3.90487410379844,0.857,0.083,0
"ENSG00000171345",0,3.89671788325674,0.967,0.194,0
"ENSG00000184292",0,4.65759865620502,0.832,0.059,0
"ENSG00000135480",0,3.7594528408255,0.891,0.12,0
"ENSG00000086548",0,5.69173700086354,0.815,0.047,0
"ENSG00000013588",0,4.83088887877431,0.806,0.044,0
"ENSG00000147676",0,4.58484803728984,0.771,0.043,0
"ENSG00000101443",0,3.16910521795738,0.874,0.151,0
"ENSG00000106541",0,4.27946954372851,0.818,0.099,0
"ENSG00000112378",0,3.62381617199354,0.836,0.12,0
"ENSG00000122862",0,-5.79823636224791,0.054,0.763,0
"ENSG00000167642",0,3.35027505196356,0.911,0.21,0
"ENSG00000108679",0,3.62221045943543,0.819,0.118,0
"ENSG00000163993",0,4.57644239637793,0.771,0.073,0
"ENSG00000124766",0,3.12419988452736,0.838,0.143,0
"ENSG00000169908",0,3.96325801633985,0.774,0.087,0
"ENSG00000143153",0,2.83008466263321,0.86,0.175,0
"ENSG00000110492",0,3.81676027898712,0.742,0.061,0
"ENSG00000089356",0,3.77686225620429,0.75,0.083,0
"ENSG00000096696",0,4.1265025868626,0.709,0.043,0
"ENSG00000115884",0,4.02078226645884,0.712,0.046,0
"ENSG00000267795",0,3.68016413958323,0.715,0.05,0
"ENSG00000189334",0,4.32451335237688,0.697,0.033,0
"ENSG00000177697",0,2.67111797675114,0.773,0.117,0
"ENSG00000124107",0,2.33603780895991,0.808,0.152,0
"ENSG00000105699",0,3.70807681438575,0.71,0.057,0
"ENSG00000103534",0,4.20188812821818,0.686,0.034,0
"ENSG00000188643",0,2.78993086485087,0.721,0.073,0
"ENSG00000272398",0,2.82661277595848,0.765,0.118,0
"ENSG00000183742",0,4.90621272551423,0.664,0.027,0
"ENSG00000189171",0,2.68813076838726,0.745,0.114,0
"ENSG00000010278",0,2.22173557220624,0.803,0.183,0
"ENSG00000151914",0,3.52599499842616,0.689,0.075,0
"ENSG00000065361",0,4.49191536962141,0.64,0.028,0
"ENSG00000117472",0,3.59425638914705,0.655,0.053,0
"ENSG00000162545",0,4.04214698899216,0.673,0.074,0
"ENSG00000166145",0,3.85833590937378,0.645,0.046,0
"ENSG00000196586",0,3.7764307650952,0.65,0.052,0
"ENSG00000173801",0,3.87132862276402,0.637,0.044,0
"ENSG00000116285",0,3.35491910023612,0.668,0.079,0
"ENSG00000167644",0,3.41843266235767,0.637,0.049,0
"ENSG00000140391",0,2.75847022803478,0.709,0.123,0
"ENSG00000046604",0,4.29303477626759,0.624,0.043,0
"ENSG00000125868",0,2.01497508169355,0.793,0.221,0
"ENSG00000142949",0,3.7624492854492,0.613,0.041,0
"ENSG00000137648",0,5.85456374670221,0.58,0.01,0
"ENSG00000039068",0,4.69440137724,0.592,0.027,0
"ENSG00000005884",0,2.50281547696004,0.632,0.069,0
"ENSG00000110092",0,3.4477341147554,0.623,0.064,0
"ENSG00000102554",0,3.78602918618361,0.604,0.046,0
"ENSG00000148180",0,2.9005684008782,0.742,0.188,0
"ENSG00000183255",0,2.81146943428452,0.68,0.132,0
"ENSG00000142192",0,2.7782036968161,0.649,0.102,0
"ENSG00000148346",0,4.83414883520316,0.599,0.053,0
"ENSG00000132470",0,3.32028991218313,0.59,0.045,0
"ENSG00000115963",0,4.66777107097526,0.576,0.033,0
"ENSG00000175130",0,2.0450968506447,0.774,0.232,0
"ENSG00000116260",0,3.07231534612972,0.613,0.076,0
"ENSG00000131981",0,2.47390953055533,0.894,0.358,0
"ENSG00000167757",0,4.66197344520988,0.557,0.022,0
"ENSG00000211592",0,-4.34899244876277,0.295,0.829,0
"ENSG00000174501",0,3.681858923753,0.645,0.114,0
"ENSG00000003436",0,2.74718853781566,0.592,0.062,0
"ENSG00000115306",0,2.67665217565713,0.668,0.139,0
"ENSG00000101439",0,1.72949604802923,0.893,0.367,0
"ENSG00000124145",0,2.88373577886956,0.605,0.079,0
"ENSG00000115648",0,3.61563263871949,0.576,0.05,0
"ENSG00000130202",0,4.14354282307961,0.563,0.037,0
"ENSG00000117983",0,4.91411776332024,0.552,0.028,0
"ENSG00000135052",0,4.21066951212987,0.556,0.035,0
"ENSG00000074416",0,3.51214445258552,0.57,0.051,0
"ENSG00000084207",0,2.45744334809329,0.916,0.4,0
"ENSG00000132698",0,4.26728033738266,0.54,0.024,0
"ENSG00000168528",0,4.50349241386962,0.543,0.029,0
"ENSG00000151491",0,2.99948848275005,0.586,0.074,0
"ENSG00000196878",0,3.98240289768995,0.557,0.045,0
"ENSG00000073792",0,4.95801184677389,0.53,0.02,0
"ENSG00000146648",0,5.93865179675633,0.524,0.025,0
"ENSG00000196260",0,4.25679627755689,0.526,0.031,0
"ENSG00000052344",0,5.28425176268088,0.507,0.014,0
"ENSG00000233493",0,2.6636602976255,0.582,0.09,0
"ENSG00000141934",0,3.47557417718808,0.533,0.043,0
"ENSG00000105854",0,3.33725026855226,0.547,0.057,0
"ENSG00000173848",0,3.12305142694741,0.549,0.062,0
"ENSG00000196141",0,2.44404619588233,0.584,0.099,0
"ENSG00000006327",0,2.68584283639268,0.559,0.079,0
"ENSG00000127324",0,4.72011133068141,0.524,0.044,0
"ENSG00000108846",0,4.16742927485122,0.519,0.041,0
"ENSG00000198363",0,2.54302020393028,0.578,0.101,0
"ENSG00000214530",0,3.42523068237214,0.522,0.046,0
"ENSG00000105976",0,4.06936117857115,0.503,0.028,0
"ENSG00000136068",0,3.02302803955668,0.545,0.072,0
"ENSG00000105855",0,5.38037345951484,0.489,0.019,0
"ENSG00000163898",0,5.84998489489877,0.478,0.009,0
"ENSG00000160180",0,4.42801821835701,0.539,0.072,0
"ENSG00000188157",0,3.99761363512961,0.49,0.031,0
"ENSG00000154639",0,4.30899731838334,0.482,0.025,0
"ENSG00000141736",0,4.45642851273216,0.479,0.023,0
"ENSG00000197930",0,2.30181049157547,0.587,0.132,0
"ENSG00000105388",0,6.52776752471477,0.462,0.009,0
"ENSG00000164171",0,3.78892915420384,0.501,0.048,0
"ENSG00000196188",0,4.64919187470955,0.484,0.033,0
"ENSG00000176485",0,2.68234545042806,0.543,0.096,0
"ENSG00000167653",0,5.02468057420393,0.502,0.057,0
"ENSG00000106258",0,5.2677139188557,0.458,0.016,0
"ENSG00000196937",0,2.58157556235235,0.599,0.158,0
"ENSG00000111319",0,4.15628836174572,0.462,0.025,0
"ENSG00000132821",0,4.69388269316462,0.453,0.016,0
"ENSG00000182809",0,3.04554106308076,0.487,0.056,0
"ENSG00000140416",0,2.78493845393495,0.512,0.081,0
"ENSG00000128422",0,3.34385094366208,0.479,0.052,0
"ENSG00000064651",0,3.13650796185834,0.497,0.071,0
"ENSG00000142798",0,2.99682824472368,0.459,0.034,0
"ENSG00000117525",0,4.36972375305926,0.456,0.034,0
"ENSG00000203697",0,5.01440019215398,0.437,0.015,0
"ENSG00000169903",0,5.37773137264343,0.46,0.039,0
"ENSG00000175793",0,3.4639649147634,0.453,0.034,0
"ENSG00000019102",0,4.87485611007467,0.436,0.017,0
"ENSG00000100342",0,3.9431662669942,0.462,0.048,0
"ENSG00000065618",0,4.0855618964944,0.444,0.03,0
"ENSG00000153292",0,5.70609529251246,0.421,0.008,0
"ENSG00000130513",0,4.75117558262302,0.435,0.023,0
"ENSG00000065054",0,2.59967652342437,0.464,0.055,0
"ENSG00000125398",0,4.21712423957015,0.434,0.025,0
"ENSG00000125775",0,4.43706855067998,0.421,0.017,0
"ENSG00000112715",0,2.55891589136407,0.487,0.085,0
"ENSG00000137831",0,3.3834461410423,0.436,0.037,0
"ENSG00000008394",0,2.67227932338109,0.467,0.073,0
"ENSG00000091409",0,2.29736488116577,0.472,0.079,0
"ENSG00000140297",0,6.00553752742286,0.398,0.006,0
"ENSG00000187244",0,4.34710822066879,0.421,0.029,0
"ENSG00000132329",0,4.31551597619773,0.413,0.023,0
"ENSG00000105971",0,3.13716710147452,0.435,0.048,0
"ENSG00000173467",0,2.36159385121404,0.428,0.044,0
"ENSG00000181019",0,3.29477960923374,0.42,0.036,0
"ENSG00000061676",0,3.43911556124087,0.415,0.037,0
"ENSG00000143776",0,4.02163412363001,0.4,0.024,0
"ENSG00000108582",0,2.55830623656761,0.456,0.08,0
"ENSG00000136542",0,5.10940110634682,0.387,0.012,0
"ENSG00000159166",0,4.62738933938994,0.387,0.013,0
"ENSG00000138772",0,3.75630758874246,0.399,0.031,0
"ENSG00000146072",0,4.27459572088442,0.386,0.02,0
"ENSG00000213853",0,3.10645219121515,0.409,0.044,0
"ENSG00000115221",0,3.71827741696672,0.392,0.029,0
"ENSG00000133639",0,-2.7369463532304,0.521,0.883,0
"ENSG00000115641",0,3.80391984948931,0.388,0.028,0
"ENSG00000170786",0,3.9433657239317,0.38,0.023,0
"ENSG00000102854",0,4.73197751570757,0.371,0.015,0
"ENSG00000160182",0,4.70810454101908,0.408,0.052,0
"ENSG00000142910",0,4.24474818685587,0.379,0.023,0
"ENSG00000128039",0,4.15918313889116,0.376,0.023,0
"ENSG00000157992",0,3.97417066399285,0.374,0.022,0
"ENSG00000161798",0,5.33652347002762,0.363,0.012,0
"ENSG00000171105",0,3.24607236780325,0.378,0.027,0
"ENSG00000099282",0,3.86418167817731,0.374,0.023,0
"ENSG00000148671",0,2.23682667800867,0.404,0.057,0
"ENSG00000064787",0,4.53608796190981,0.357,0.014,0
"ENSG00000136059",0,3.83549074946806,0.369,0.026,0
"ENSG00000002587",0,3.7770960614136,0.358,0.027,0
"ENSG00000162366",0,4.66546970053596,0.349,0.018,0
"ENSG00000182240",0,3.07817737139536,0.369,0.04,0
"ENSG00000179403",0,3.07162075337521,0.362,0.033,0
"ENSG00000173702",0,5.23042748051448,0.339,0.011,0
"ENSG00000106537",0,2.87746301994337,0.377,0.05,0
"ENSG00000110841",0,2.4540670927293,0.372,0.047,0
"ENSG00000143369",0,4.00926950354264,0.35,0.027,0
"ENSG00000144063",0,3.05992618760811,0.359,0.037,0
"ENSG00000142627",0,3.82956348130774,0.346,0.024,0
"ENSG00000164120",0,2.92979426209488,0.36,0.039,0
"ENSG00000129451",0,5.13477418125017,0.332,0.011,0
"ENSG00000121900",0,3.79503823212396,0.343,0.022,0
"ENSG00000107281",0,2.74603809766681,0.364,0.044,0
"ENSG00000105357",0,4.54214017861324,0.33,0.014,0
"ENSG00000176907",0,2.30923844615291,0.361,0.045,0
"ENSG00000135373",0,3.81178877957976,0.337,0.024,0
"ENSG00000215182",0,5.04181523260153,0.332,0.02,0
"ENSG00000102109",0,3.92064996502283,0.331,0.021,0
"ENSG00000177106",0,2.98034923892198,0.353,0.044,0
"ENSG00000143375",0,4.82956348130774,0.319,0.011,0
"ENSG00000167656",0,4.54779251289236,0.326,0.02,0
"ENSG00000161249",0,3.0472599313055,0.337,0.032,0
"ENSG00000165215",0,4.60814289903862,0.32,0.021,0
"ENSG00000143217",0,4.3602959534355,0.308,0.015,0
"ENSG00000185567",0,3.11413104869117,0.324,0.032,0
"ENSG00000185551",0,2.63973892242772,0.328,0.036,0
"ENSG00000160181",0,4.81064862112463,0.322,0.031,0
"ENSG00000070526",0,4.49140105816864,0.304,0.013,0
"ENSG00000118898",0,4.43547963160413,0.302,0.012,0
"ENSG00000136155",0,5.61038777265483,0.29,0.006,0
"ENSG00000169435",0,4.24927746779606,0.291,0.013,0
"ENSG00000128283",0,3.91225564469524,0.293,0.016,0
"ENSG00000143320",0,3.94469600990967,0.296,0.019,0
"ENSG00000173267",0,3.8950851225936,0.289,0.019,0
"ENSG00000127954",0,3.56445018498667,0.291,0.021,0
"ENSG00000134827",0,5.11462834601414,0.284,0.014,0
"ENSG00000154556",0,4.05400264182895,0.286,0.018,0
"ENSG00000143797",0,3.22283035791536,0.295,0.028,0
"ENSG00000166126",0,4.25980338723025,0.278,0.012,0
"ENSG00000066405",0,5.91683979530449,0.276,0.01,0
"ENSG00000169242",0,3.50346654034061,0.289,0.023,0
"ENSG00000184363",0,4.2365276800509,0.272,0.013,0
"ENSG00000135750",0,4.18788408769109,0.271,0.013,0
"ENSG00000006747",0,4.24188659588954,0.271,0.013,0
"ENSG00000175315",0,3.83343404556341,0.277,0.02,0
"ENSG00000138771",0,4.05774788072245,0.271,0.015,0
"ENSG00000078401",0,4.52129322481088,0.26,0.009,0
"ENSG00000105048",0,4.46409319630572,0.265,0.014,0
"ENSG00000124920",0,5.26073737469147,0.253,0.006,0
"ENSG00000130707",0,4.85823282413901,0.254,0.008,0
"ENSG00000160886",0,5.32678308738723,0.25,0.005,0
"ENSG00000165105",0,4.53608796190981,0.253,0.01,0
"ENSG00000012171",0,3.51806358613731,0.263,0.021,0
"ENSG00000053747",0,3.86107445405296,0.26,0.019,0
"ENSG00000261857",0,3.99680938255417,0.257,0.019,0
"ENSG00000147689",0,3.73197751570757,0.255,0.017,0
"ENSG00000132434",0,4.63378279021861,0.248,0.011,0
"ENSG00000174938",0,4.46751906964278,0.246,0.01,0
"ENSG00000006453",0,3.96726014985224,0.25,0.015,0
"ENSG00000151012",0,4.35440498959132,0.245,0.011,0
"ENSG00000184012",0,3.93039247188017,0.246,0.016,0
"ENSG00000189058",0,3.62250271372728,0.24,0.011,0
"ENSG00000204936",0,5.49425317449963,0.236,0.007,0
"ENSG00000184349",0,4.5259357558681,0.231,0.01,0
"ENSG00000171346",0,4.969741139356,0.221,0.005,0
"ENSG00000162482",0,5.5322662509574,0.218,0.004,0
"ENSG00000137699",0,4.05772452726213,0.226,0.012,0
"ENSG00000057294",0,4.81745379902974,0.216,0.007,0
"ENSG00000204323",0,4.67419615382931,0.207,0.007,0
"ENSG00000183778",0,6.22775747042317,0.187,0.002,0
"ENSG00000178372",0,6.26633450253386,0.182,0.002,0
"ENSG00000204544",0,7.2205419758782,0.181,0.001,0
"ENSG00000002726",0,4.7550697550836,0.184,0.005,0
"ENSG00000114638",0,5.53742564864532,0.182,0.004,0
"ENSG00000142484",0,5.25474553799213,0.178,0.004,0
"ENSG00000169035",0,5.61981526922351,0.17,0.004,0
"ENSG00000103089",0,5.05095749773175,0.169,0.004,0
"ENSG00000197956",0,2.26567307459444,0.966,0.896,0
"ENSG00000135678",1.37335128319347e-307,3.54592275453494,0.373,0.053,7.45592411645736e-304
"ENSG00000164379",2.92549873420163e-307,4.42602162086672,0.208,0.01,1.58825326279807e-303
"ENSG00000107159",7.46153268256037e-307,4.50673831477395,0.207,0.01,4.05086609336202e-303
"ENSG00000026025",2.10760694008821e-306,-2.71457104014108,0.373,0.877,1.14421980777389e-302
"ENSG00000102024",5.31609400999551e-306,2.94087632263501,0.329,0.038,2.88610743802656e-302
"ENSG00000142156",2.44478468675455e-305,1.70225197165135,0.404,0.059,1.32727360643905e-301
"ENSG00000149573",6.37016976268057e-303,3.22572952996405,0.296,0.03,3.45836516415928e-299
"ENSG00000103460",2.16736683883102e-302,5.04420013155644,0.17,0.005,1.17666345680136e-298
"ENSG00000101842",5.53383234620675e-300,4.52325500966243,0.223,0.014,3.00431758075564e-296
"ENSG00000058085",1.33381811617308e-299,2.46674094778989,0.332,0.039,7.24129855270367e-296
"ENSG00000163347",1.04317004464563e-298,3.11352372599608,0.269,0.023,5.66337017238113e-295
"ENSG00000188112",3.96145696825062e-298,4.37976056386822,0.196,0.009,2.15067498806326e-294
"ENSG00000146729",6.83112791147093e-296,3.09250103271963,0.428,0.078,3.70861934313757e-292
"ENSG00000189060",3.0658218089177e-295,3.31889070297838,0.291,0.03,1.66443466006142e-291
"ENSG00000144366",2.90496971537996e-293,4.13711945868796,0.209,0.011,1.57710805847978e-289
"ENSG00000198467",4.22062551649486e-293,2.2675062960981,0.364,0.05,2.29137759290506e-289
"ENSG00000126432",5.37249238770644e-292,1.58106964988205,0.78,0.286,2.91672611728583e-288
"ENSG00000153246",1.02884528971067e-291,4.34853511803501,0.202,0.011,5.58560107783924e-288
"ENSG00000157214",4.00145770070022e-291,4.51680703231863,0.191,0.009,2.17239138571015e-287
"ENSG00000112414",2.10794386972263e-290,4.30476241580335,0.191,0.009,1.14440272687242e-286
"ENSG00000109511",3.54405631038612e-290,4.56524037950537,0.187,0.008,1.92406817090862e-286
"ENSG00000085063",1.2909625034245e-289,1.85835155120996,0.633,0.166,7.00863543109159e-286
"ENSG00000162069",4.24493179803302e-283,3.93591236724214,0.215,0.014,2.30457347315213e-279
"ENSG00000182795",4.98541246232122e-283,4.59812592036828,0.175,0.006,2.70658042579419e-279
"ENSG00000160862",1.24109590522882e-281,4.85186382981557,0.168,0.006,6.73790966948726e-278
"ENSG00000137942",3.61778603142547e-281,3.45252324527068,0.25,0.021,1.96409603646089e-277
"ENSG00000121966",1.51994378849295e-279,-5.71396586679047,0.059,0.652,8.25177482772821e-276
"ENSG00000102265",3.14322485787004e-279,1.40482567320438,0.783,0.308,1.70645677533765e-275
"ENSG00000068650",3.36760881449616e-279,2.69842880487636,0.366,0.054,1.82827482538997e-275
"ENSG00000006611",3.11152896450802e-278,4.72435459934163,0.159,0.004,1.6892490748314e-274
"ENSG00000135679",2.09148894953365e-274,3.49174092713029,0.496,0.127,1.13546935070182e-270
"ENSG00000137673",3.25227949876447e-274,3.67756038786269,0.304,0.037,1.76566253987923e-270
"ENSG00000128641",7.30042775009979e-273,3.84689809231302,0.215,0.015,3.96340222552918e-269
"ENSG00000142089",3.2759761685916e-272,1.59856306879631,0.625,0.168,1.77852746192838e-268
"ENSG00000137203",6.97414637559796e-267,4.61409047391108,0.161,0.006,3.78626406731213e-263
"ENSG00000263639",3.87828925740336e-263,4.59771958462672,0.154,0.005,2.10552323784428e-259
"ENSG00000041353",3.05666480147779e-262,3.10369559602486,0.269,0.029,1.65946332072229e-258
"ENSG00000196935",5.47691644344591e-262,3.41252362911775,0.241,0.022,2.97341793714678e-258
"ENSG00000145824",1.15977751579955e-260,4.65116888897129,0.181,0.009,6.29643213327577e-257
"ENSG00000114315",1.20527689414478e-259,2.22731345436297,0.433,0.084,6.543448258312e-256
"ENSG00000129521",1.07022710570393e-257,3.25340370403315,0.27,0.03,5.81026295686665e-254
"ENSG00000088002",1.67377605637222e-255,4.97550961981561,0.142,0.004,9.08693021004477e-252
"ENSG00000179674",2.14480133687871e-255,4.42308799553232,0.178,0.009,1.16441264579145e-251
"ENSG00000104341",3.13841400278414e-255,3.08178745137566,0.278,0.032,1.70384496211151e-251
"ENSG00000169442",5.34346599872784e-254,-6.28954357759009,0.023,0.592,2.90096769070934e-250
"ENSG00000136352",5.6578028424399e-254,3.43114069587979,0.225,0.019,3.07162116316062e-250
"ENSG00000102804",7.05581993062559e-254,1.67441840105081,0.58,0.15,3.83060464033663e-250
"ENSG00000204592",1.03770836942406e-251,-1.83840599717193,0.687,0.907,5.63371873760325e-248
"ENSG00000167183",9.33840397216113e-250,4.85238418871784,0.143,0.004,5.06981951648628e-246
"ENSG00000153904",3.04262306809565e-249,3.98123677819383,0.182,0.01,1.65184006366913e-245
"ENSG00000164023",3.55210169641177e-249,3.37837455642096,0.229,0.021,1.92843601098195e-245
"ENSG00000153233",2.33159627831351e-248,5.44847331395223,0.131,0.003,1.2658236194964e-244
"ENSG00000129354",2.80537588894125e-248,3.96562503088377,0.173,0.009,1.5230385701062e-244
"ENSG00000088992",8.9717893983931e-246,2.93140562224182,0.341,0.056,4.87078446438761e-242
"ENSG00000188290",1.24456519250319e-245,2.14275172663094,0.386,0.069,6.75674443009983e-242
"ENSG00000259120",3.09390341831411e-244,3.90834059469186,0.169,0.009,1.67968016580273e-240
"ENSG00000117394",1.28591224694887e-243,2.32551346641183,0.423,0.086,6.98121758868539e-240
"ENSG00000111581",3.15845630194706e-243,3.23836539510092,0.332,0.053,1.71472592632706e-239
"ENSG00000164266",9.22570617691393e-243,4.44757663332082,0.262,0.031,5.00863588344657e-239
"ENSG00000124171",6.44459677881455e-242,2.95591946781265,0.265,0.031,3.49877159121842e-238
"ENSG00000135446",1.79174410381541e-237,3.18930751661368,0.37,0.074,9.72737873961384e-234
"ENSG00000163191",4.73715192529069e-237,1.33504428881326,0.922,0.675,2.57179978024032e-233
"ENSG00000120306",4.9629946489803e-236,2.94889369813563,0.458,0.111,2.69440979493141e-232
"ENSG00000139318",2.64878111035094e-234,2.14718615463847,0.47,0.111,1.43802326480953e-230
"ENSG00000064042",2.24520375234582e-231,3.20184871552566,0.224,0.022,1.21892111714855e-227
"ENSG00000125534",1.38265460819143e-229,1.56122292318393,0.847,0.484,7.50643186787127e-226
"ENSG00000123427",3.27857077150778e-229,4.43449439826149,0.142,0.005,1.77993607185158e-225
"ENSG00000166165",3.29529618732956e-229,2.27721506158221,0.299,0.043,1.78901630010122e-225
"ENSG00000232931",5.76708687582516e-228,3.32434875608152,0.232,0.024,3.13095146488548e-224
"ENSG00000167755",7.53534326607971e-228,4.11179145237484,0.147,0.006,4.09093785915468e-224
"ENSG00000019582",2.19058345793785e-227,-2.99038686193188,0.323,0.79,1.18926775931446e-223
"ENSG00000145247",7.81238690566022e-225,1.48541466120727,0.713,0.265,4.24134485108293e-221
"ENSG00000164292",1.09141784330354e-224,2.69170457018296,0.294,0.043,5.9253074712949e-221
"ENSG00000074527",1.30862811507662e-224,3.56338936794338,0.188,0.014,7.10454203675097e-221
"ENSG00000122026",1.56165395903056e-224,-1.67632059544626,0.859,0.968,8.47821934357694e-221
"ENSG00000135506",6.0431504036224e-223,2.27768089596426,0.523,0.153,3.2808263541266e-219
"ENSG00000163399",1.72710607297379e-222,1.49806679276898,0.806,0.348,9.3764588701747e-219
"ENSG00000183018",3.65258945857725e-221,4.62144519095341,0.145,0.006,1.98299081706159e-217
"ENSG00000197353",2.96809503609561e-220,5.08843666406369,0.152,0.008,1.61137879509631e-216
"ENSG00000134531",3.56432752792408e-220,2.45830767405681,0.32,0.053,1.93507341490998e-216
"ENSG00000162511",3.07507376802714e-218,-6.88015367040631,0.01,0.529,1.66945754866193e-214
"ENSG00000132432",2.08495009480792e-217,4.3894925357007,0.698,0.314,1.13191940647122e-213
"ENSG00000153721",2.81373959378927e-215,3.81962067806016,0.161,0.01,1.5275792254682e-211
"ENSG00000138449",4.06065297096142e-214,1.94665752624296,0.321,0.054,2.20452849793496e-210
"ENSG00000057019",1.93299312442967e-213,2.34476789240654,0.281,0.041,1.04942196725287e-209
"ENSG00000135318",3.11200396100608e-212,2.01650845289828,0.308,0.049,1.6895069504302e-208
"ENSG00000135404",3.39068905851527e-211,1.24729461168598,0.889,0.585,1.84080508986794e-207
"ENSG00000137693",2.23764563065352e-210,3.04390363034945,0.218,0.023,1.21481781288179e-206
"ENSG00000189377",8.40545236511652e-208,2.17427989587965,0.268,0.037,4.56332008902176e-204
"ENSG00000109654",3.86690298374484e-207,3.48235279585247,0.184,0.015,2.09934162987508e-203
"ENSG00000277443",1.19492843330305e-206,1.2159755544482,0.673,0.222,6.48726646440226e-203
"ENSG00000104368",2.93078791271872e-206,3.36605018383731,0.322,0.06,1.59112475781499e-202
"ENSG00000062038",8.76359661642285e-206,4.50961575054862,0.132,0.005,4.75775660305597e-202
"ENSG00000141753",1.21619535516761e-205,1.45543466308692,0.393,0.081,6.60272458320497e-202
"ENSG00000060982",3.41448569678688e-205,3.09418851028049,0.269,0.04,1.8537242847856e-201
"ENSG00000145632",8.12668334514116e-205,2.08513981497659,0.398,0.088,4.41197638807714e-201
"ENSG00000102934",1.27116411393976e-204,3.68963322016326,0.155,0.01,6.90114997457893e-201
"ENSG00000241685",2.62489858024383e-204,2.14390961418209,0.366,0.075,1.42505743921437e-200
"ENSG00000035862",1.84291998715235e-203,1.7895870055968,0.485,0.128,1.00052126102501e-199
"ENSG00000125968",8.83981377171236e-203,1.7766265105418,0.495,0.135,4.79913489666264e-199
"ENSG00000147454",9.76630264868001e-203,1.85575640710503,0.485,0.129,5.30212570796838e-199
"ENSG00000075213",1.03350899723565e-202,4.04179928760801,0.134,0.006,5.61092034599233e-199
"ENSG00000130702",2.34982614195721e-202,3.20813403938616,0.202,0.021,1.27572061246857e-198
"ENSG00000196352",1.08997785592135e-201,1.24314828825933,0.795,0.335,5.91748977979699e-198
"ENSG00000136237",4.01208644878264e-201,3.41904854071959,0.164,0.012,2.17816173304409e-197
"ENSG00000165507",2.67248283243457e-200,2.78760018820405,0.238,0.031,1.45089092972873e-196
"ENSG00000131771",1.99146119123778e-199,4.38601329428648,0.13,0.006,1.08116428072299e-195
"ENSG00000213741",2.12276255694459e-199,-1.74560530811266,0.877,0.956,1.15244779216522e-195
"ENSG00000110848",1.99744533462357e-198,-6.89273017806977,0.013,0.503,1.08441307216714e-194
"ENSG00000150687",1.49870743453639e-197,2.10387781200753,0.291,0.047,8.13648266209805e-194
"ENSG00000136167",1.11553472389006e-195,-6.35733025880732,0.011,0.494,6.05623801599915e-192
"ENSG00000124664",8.30837132091206e-195,4.82736926789483,0.116,0.004,4.51061479012316e-191
"ENSG00000177954",2.60540057894408e-193,-1.58774712794609,0.949,0.98,1.41447197430874e-189
"ENSG00000124429",7.9362516354374e-192,4.38033729585307,0.119,0.004,4.30859101287896e-188
"ENSG00000147862",3.78698413261343e-191,2.54989625461954,0.236,0.031,2.05595368559583e-187
"ENSG00000131400",6.70981688353685e-191,1.51802036238232,0.277,0.045,3.64275958607215e-187
"ENSG00000104894",1.98389015449067e-190,-7.22286871610954,0.008,0.483,1.07705396487298e-186
"ENSG00000157765",3.20062141050046e-190,1.97213963540451,0.265,0.041,1.7376173637607e-186
"ENSG00000101210",7.46691363709096e-190,4.46343558250984,0.115,0.004,4.05378741357668e-186
"ENSG00000136826",7.78719231621029e-188,1.87296925025356,0.422,0.106,4.22766670847056e-184
"ENSG00000047457",9.91626505419394e-187,2.01706476035248,0.302,0.055,5.38354029792189e-183
"ENSG00000169851",4.73084891541326e-184,3.8172851515293,0.143,0.009,2.56837787617786e-180
"ENSG00000122870",1.73635661972425e-183,3.44302740365403,0.164,0.014,9.42668008848295e-180
"ENSG00000171617",7.80497337445828e-183,2.43605914357854,0.279,0.048,4.2373200449934e-179
"ENSG00000176153",1.18648824668282e-180,4.70160586182934,0.115,0.005,6.44144469124102e-177
"ENSG00000118503",2.97251329553191e-180,-4.63110628343858,0.061,0.516,1.61377746814427e-176
"ENSG00000118322",3.89498091103566e-180,5.92909915485865,0.096,0.002,2.11458513660126e-176
"ENSG00000146674",4.50610576182375e-180,2.41948370182486,0.244,0.037,2.44636481809412e-176
"ENSG00000130164",1.58815794689473e-179,1.9417925480541,0.401,0.099,8.62210949369151e-176
"ENSG00000014216",6.9953229043482e-179,1.87942399583446,0.376,0.087,3.79776080477064e-175
"ENSG00000164776",1.75508094588434e-178,3.22718050779165,0.24,0.037,9.52833445520608e-175
"ENSG00000160213",3.83647242627678e-177,1.01167789175796,0.86,0.47,2.08282088022566e-173
"ENSG00000156966",1.03487733117173e-176,2.90348162067938,0.209,0.027,5.6183490309313e-173
"ENSG00000059804",1.28256334886711e-176,-3.73524298639471,0.08,0.532,6.96303642099952e-173
"ENSG00000128052",1.65399762650571e-176,3.79699561885131,0.134,0.008,8.9795531142995e-173
"ENSG00000132002",1.62089917956534e-175,-2.27783490586413,0.589,0.833,8.79986164586022e-172
"ENSG00000174307",9.68577246289807e-174,2.69854541299202,0.223,0.031,5.25840587010736e-170
"ENSG00000205336",1.01783904180872e-173,2.40230146588243,0.227,0.032,5.52584815797955e-170
